1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
696.8701,439.45853,104.67147,697.08167,2953.8923,3198.9404,3332.3594,3518.1592,3797.7083,3316.9126,2615.4412,2843.5825,2944.5835,3726.8096,3157.9229,4028.5378,4023.5576,6155.5874,4098.844,3536.8364,4071.4717,7451.9365,5594.1133,6327.459,7030.831,5458.513,6623.7246,5284.045,5374.0605,4523.2036,4043.2695,4811.36,3900.2346,4296.752,4755.085,4526.799,4598.636,4360.344,4972.4707,4754.4004,4491.211,5033.8735,4469.603,4400.696,4179.3984,4383.699,4075.2356,4275.618,3822.6626,4216.9287,4179.336,4074.3118,4253.105,4218.265,4422.6904,3907.2783,3582.662,3617.313,3822.9585,3784.018,3773.6912,3785.2192,4359.757,3712.5242,3792.8616,3653.071,3697.9631,4049.9197,4093.116,4072.256,4260.2373,3770.3174,3705.3633,4016.618,3596.65,3818.4768,3695.8438,3777.753,4052.038
93593.19,38323.066,5797.244,80565.8,1797491.5,2012515.2,2177610.5,2261597.5,2505864.5,2260164.0,1602326.2,1929191.6,1785728.8,2456752.0,2016653.9,2966478.0,2930804.5,7482209.0,2823916.0,2398391.5,3005996.0,11680306.0,5608697.0,7394432.0,10034950.0,6501713.0,9685456.0,4989111.0,5951770.5,3886573.5,3352414.0,4599366.0,3291099.5,3537759.5,4165089.5,3633346.0,3759327.0,3332917.0,4532427.0,4091446.5,3503622.5,4578490.5,3383729.0,3367456.8,2988335.2,3368682.0,2994584.0,3509118.2,2749320.2,3412686.2,3326738.2,3174348.5,3523865.5,3609142.8,3977953.0,2873217.2,2499142.5,2509977.2,2900008.5,2840920.0,2817253.0,2855272.5,3789833.5,2720925.2,2810491.0,2525958.0,2633991.8,3240028.0,3313601.0,3213499.0,3557405.0,2682481.2,2568163.0,3024632.8,2405959.5,2698952.0,2523297.0,2704046.5,3023748.8
-0.31451812,-0.7483439,-1.1962433,-1.2283298,-0.77185476,-1.1299498,-1.4072763,-0.42475235,-0.365886,-0.17538619,-1.0362872,-0.6566859,-0.8077751,-1.1353467,-0.7702315,-1.4927806,-1.0963736,-0.7504773,-0.8353088,-1.1861454,-1.0039667,-0.76525795,-0.7767577,-0.852532,-0.908369,-0.78875285,-0.5216984,-0.78219026,-0.73919034,-0.7985382,-0.72813547,-0.8027853,-0.6095847,-0.9053164,-0.9598346,-1.1283756,-1.4352072,-1.479494,-1.37495,-1.6731402,-1.0488305,-1.0330745,-1.5090629,-0.9369601,-0.80484366,-1.0876803,-0.7078938,-0.9482591,-0.64004713,-1.262925,-0.8922083,-0.9703806,-0.78108203,-0.767414,-1.173383,-1.4837397,-1.1867207,-0.85666806,-1.4289411,-0.9377422,-1.2693814,-1.1954865,-1.13364,-0.6470406,-0.8318159,-1.3035046,-0.6018858,-0.9253706,-1.073063,-0.7570945,-1.1992084,-0.08827174,-0.64672,-1.250223,-0.97971034,-0.75639653,-0.61741215,-0.48543194,-1.1001648
-5.2647033,-5.269959,-5.526438,-5.62964,-5.789059,-5.5460076,-5.6467147,-5.710567,-5.7628303,-6.26687,-6.5727935,-6.797959,-7.1061807,-8.061455,-8.156792,-8.357445,-8.407799,-8.704169,-8.763363,-8.961383,-8.949673,-8.75709,-9.128984,-9.803542,-9.937106,-10.249205,-10.684202,-10.877909,-11.002581,-11.008643,-10.882661,-11.270646,-11.55189,-12.068533,-13.030939,-13.386251,-13.4418545,-14.377516,-15.286875,-16.112766,-16.658712,-17.30482,-18.457895,-18.696203,-18.642664,-18.996,-19.525608,-19.692877,-19.756304,-20.1863,-20.705456,-20.85338,-21.006144,-21.291119,-21.800203,-22.471897,-22.752502,-23.516071,-23.89318,-24.176283,-25.24966,-25.864346,-26.154947,-26.479362,-27.132433,-27.333927,-27.633474,-27.462065,-28.339785,-28.579397,-28.887085,-28.850466,-29.140598,-29.252874,-29.617022,-30.00105,-29.924511,-30.009531,-30.054981
0.44744314848850886,0.183429655794778,0.014309789233707959,0.12770596699287845,0.9112063628593938,0.8800265904441689,0.8967552198303597,0.9475516589962372,0.8286726957343518,0.8228912833662543,0.8677178072226686,0.8867306652470783,0.8252151229057141,0.8776489062990034,0.8422935081220098,0.829443844130848,0.8514160953276284,0.9120338842169942,0.9257973145776774,0.9503790158311383,0.845490192130655,0.8553783091652178,0.9238112445908784,0.9542901007040057,0.8621108513770572,0.824552038291799,0.8892840232710326,0.8565354531525287,0.8381350189912744,0.8600561412233325,0.834076259434585,0.8686395332295553,1.549054618758346,0.8462865304383422,0.8351098885785468,0.884482676369569,0.88111050576772,0.8596375579407172,0.8540807946319025,0.9141161253517227,0.8742925613290922,0.8634059311977667,0.9097264321662271,0.8386412519276993,0.9025470265484281,0.8791146969304979,0.8927679097243715,0.8850267409941768,0.8891714646344098,0.8687279320257049,0.8750417036693436,0.8854278130745887,0.8161824327809257,0.8382668680431589,0.8697931187907499,0.8241899216130801,0.840880157454333,0.8588304507118889,0.8681584902043213,0.8434847380858022,0.8371897886434623,0.8459607471631254,0.8824495040581268,0.858133748335455,0.8619177599388572,0.8662132484750662,0.8553003983618319,0.8418155553089295,0.8482013382600246,0.8554876839468946,0.8449109178160557,0.8450543785742137,0.8943652684793728,0.8841039849165719,0.8706763576099064,0.8266322192850919,0.8561061945915647,0.8372954177134377,0.8716698139958721
0.007671217564174215,0.0253150179617746,0.0253150179617746,0.07287656685965416,0.03605472255161846,0.011506826346261212,0.03221911376953135,0.029917748500279062,0.034520479038783636,0.04909579241071438,0.01841092215401796,0.042958818359375206,0.02838350498744424,0.022246530936104958,0.016109556884765786,0.0253150179617746,0.05216427943638402,0.10586280238560275,0.042958818359375206,0.02378077444893978,0.04679442714146209,0.15495859479631702,0.08975324550083708,0.10279431535993322,0.14115040318080363,0.1319449421037947,0.16799966465541305,0.09589021955217647,0.10279431535993322,0.07671217564174115,0.04679442714146209,0.08208202793666297,0.052931401192801486,0.04219169660295774,0.11583538521902903,0.06367110578264512,0.05753413173130595,0.044493061872209805,0.0759450538853238,0.14882162074497773,0.05983549700055801,0.10893128941127239,0.037588966064453055,0.06290398402622766,0.0253150179617746,0.0391232095772881,0.06290398402622766,0.1066299241420201,0.03375335728236617,0.08208202793666297,0.12350660278320325,0.05369852294921884,0.06520534929548005,0.09052036725725454,0.11276689819335939,0.04679442714146209,0.07134232334681923,0.03835608782087063,0.06520534929548005,0.04142457484654016,0.06060261875697559,0.04372594011579245,0.06904095807756705,0.06367110578264512,0.04602730538504485,0.04909579241071438,0.0506300359235492,0.09895870657784611,0.042958818359375206,0.05446564470563631,0.11123265468052457,0.032986235525948815,0.04602730538504485,0.05369852294921884,0.026082139718191955,0.03682184430803581,0.05753413173130595,0.07824641915457586,0.058301253487723304
0.38939545035775236,0.1881962412226399,0.07007866593832635,0.14729072603583937,0.753715324238454,0.7176918946569182,0.7222831950290662,0.7897302210518569,0.6806732950391967,0.6699770387523865,0.7115545333981101,0.7189633729825342,0.6676532496062331,0.6801710122049407,0.6725114626354856,0.6760819946670487,0.6839197736293046,0.7715364419163184,0.7636014469216259,0.7620144479226876,0.7056602122203937,0.7122589182011794,0.7746942372421226,0.8094214410736118,0.7381932602665366,0.6835718476118369,0.7610508203664539,0.6995876616498768,0.6856363940048253,0.7221535736524842,0.6737744081929686,0.7022269714693525,0.6833774155469636,0.6904459990178595,0.6791587646482644,0.7296835018453574,0.7465009167189032,0.7072958192355507,0.6864704001844766,0.6992798108804941,0.7123399315615431,0.705433374811375,0.7066076371045544,0.6699284307361681,0.7293355758278892,0.7176918946569182,0.7217647095227377,0.720550371981473,0.7102105744802634,0.6933121342621287,0.706202570302735,0.7095223923492671,0.6630056713139272,0.6725924759958493,0.6941623550980776,0.6764870614688681,0.6858794340859169,0.6709730716527651,0.6817580112038795,0.7002434384367278,0.6807781689913481,0.6966643736370313,0.704664179320015,0.6993608242408582,0.7059109222054252,0.7077895693016738,0.6643820355759193,0.6587469571513673,0.6614510776591342,0.6825596120393849,0.6792883980090711,0.684324840431124,0.7072148058751866,0.6997087502583259,0.7145503020031869,0.6561801279241228,0.6688437145714854,0.6726410840120676,0.6880411965113424
0.0,0.0,-0.0005261554102684585,0.0,0.0,0.0,-0.0005585607544140725,0.0,0.0,0.0,-0.0005423580823411545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00013816612893968738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.001327756245774303,-0.0009636275562332486,-0.0008340061796516807,-0.0026478425876081957,-0.01214510114103362,-0.0035705320315635447,-0.022954776132354304,-0.011959201844293332,-0.01233953320590686,-0.011359702977601138,-0.016558172120381798,-0.014015203484924577,-0.014549903647551155,-0.0074327121604369495,-0.006647302012779299,-0.032136514012456985,-0.01554593654793024,-0.08999673535332509,-0.02681695626122682,-0.028638462573124635,-0.05377120380297651,-0.13840830615698607,-0.060070591782512395,-0.07893635037697333,-0.1802527134598142,-0.1800668141630739,-0.22706108259246438,-0.07017588197076297,-0.11252257210784666,-0.046516721035340325,-0.05713108911336828,-0.05210317945944887,-0.05702621516121731,-0.04149648128536043,-0.04003055891064555,-0.04647577093883637,-0.04795789598562372,-0.03577185673231131,-0.05396563586784975,-0.05839490951926951,-0.042087447383919674,-0.03884863869775135,-0.035245701322042855,-0.034314479109954554,-0.023497134214695237,-0.02792553301769729,-0.027715773129169285,-0.029423860736557117,-0.02651676341155973,-0.031221494472442046,-0.03365870232310453,-0.030970784487410086,-0.034363087126172864,-0.03220132470074777,-0.03535912002655195,-0.03152934524182438,-0.03139117911288469,-0.028638462573124635,-0.028784286621779565,-0.02963449547350283,-0.03220132470074777,-0.026152634722018675,-0.034314479109954554,-0.03020924691576532,-0.026646384788141297,-0.02501077777298466,-0.025869531377066934,-0.034622329879337777,-0.03492163589636199,-0.032330946077330225,-0.03280849347138037,-0.03288950683174452,-0.033934147748341026,-0.029302772128107613,-0.027472733048077735,-0.024986917181196944,-0.027667165112950975,-0.027569949080514355,-0.030055764947395147
