1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
21164.738,20998.352,19808.422,21971.934,21135.8,11168.68,18607.732,19655.102,17149.047,6523.6167,5322.9785,22091.443,16206.537,11737.074,22396.863,10486.032,20288.27,16614.117,21899.115,10951.068,13472.848,22505.117,13438.398,16704.582,20953.371,5877.477,5685.763,9626.159,7874.7676,9919.016,5952.7275,8559.814,6285.0947,7315.202,8750.306,6820.066,5494.385,9743.721,14207.779,9113.144,6453.57,6962.413,17785.559,8264.144,8464.45,4901.741,8206.055,7603.8184,9750.274,8953.634,8590.787,7961.417,4805.8022,8946.486,5851.8037,8381.513,6164.631,9193.998,8255.357,5335.152
143678930.0,157799650.0,142369150.0,175107020.0,132794550.0,21877602.0,83391130.0,125052580.0,71581340.0,6419667.5,4297094.0,174458850.0,48468710.0,24605726.0,165983820.0,18788156.0,128088300.0,63298196.0,155855230.0,20723776.0,34430296.0,175778130.0,33522764.0,67946980.0,136096220.0,5485655.0,5157125.0,16147190.0,10276268.0,17657646.0,5512278.0,12404998.0,6168599.0,8388499.0,13537084.0,6886226.0,4626590.0,16038336.0,47955176.0,14813678.0,6917234.0,7688130.0,72884856.0,11373888.0,12995300.0,3629273.0,12575656.0,10167462.0,15807095.0,13967632.0,12334274.0,10560694.0,3458325.0,13754130.0,5321468.0,11372678.0,5647092.0,13815278.0,11304006.0,4212228.0
-0.15360998,-0.0670299,-0.08786957,-0.08678624,-0.14797468,-0.17068198,-0.030347787,-0.07075329,-0.15985107,-0.25174642,-0.15876736,-0.11934035,-0.18572299,-0.22342353,-0.13398378,-0.28511357,-0.18829308,-0.073703796,-0.11260307,-0.32689217,-0.369602,-0.13078469,-0.09716781,-0.20196764,-0.11257375,-0.05317141,-0.14355351,-0.08120417,-0.09721933,-0.1840158,-1.0580258,-0.091290794,-0.060969822,-0.1492334,-0.11085864,-0.1314664,-0.18149681,-0.07951695,-0.12548578,-0.09766037,-0.17359987,-0.045159858,-0.017574014,-0.09611087,-0.21392024,-0.15400949,-0.116404496,-0.054798603,-0.3323908,-0.06279101,-0.10837939,-0.3178899,-0.08884568,-0.18601666,-0.26718774,-0.42432737,-0.19529213,-0.039260063,-0.20389633,-0.11893322
-5.2026677,-5.185599,-5.180654,-5.1734443,-5.153544,-5.1437964,-5.1451926,-5.133451,-5.138486,-5.117266,-5.103502,-5.0987372,-5.1237836,-5.103867,-5.097198,-5.091248,-5.0926747,-5.099047,-5.129371,-5.143824,-5.1151137,-5.1472325,-5.1517186,-5.165014,-5.1941466,-5.1491113,-5.1629767,-5.157804,-5.158913,-5.1900105,-5.1520905,-5.1751304,-5.1564937,-5.1802535,-5.184466,-5.174955,-5.179505,-5.1988854,-5.1957316,-5.251467,-5.2538304,-5.2296863,-5.2210493,-5.193128,-5.2288966,-5.2537284,-5.2499537,-5.2523484,-5.228705,-5.2336345,-5.2670665,-5.3146825,-5.3354897,-5.3634744,-5.384915,-5.3630853,-5.3684983,-5.409945,-5.4465976,-5.453262
0.9644777107997824,0.7754072941112891,0.937449591591438,0.8925542402825133,0.8815572989415856,0.9638741830019173,0.8526644708055631,0.8883775844500268,0.8498667050931017,0.9396827849077274,1.0074007576124102,0.9352220168427006,0.8183226622149293,0.9674042353519743,0.9268399568404204,1.0527554268187018,0.8289671320847689,0.9253436386585607,0.8601855789733093,0.7651696085322064,1.010903934481011,0.870034740606179,0.956228155348934,0.916509658539524,0.9473591528254905,0.9030906463697712,0.9385422156946945,0.9090923065859025,0.9703370339712658,0.8869120747469099,0.9097716850457183,0.899221700753543,0.9929451197293346,0.901828247883655,0.7987671442077999,0.9451926331774838,0.880268399545183,0.9566003854492464,0.9801192410074759,0.9320743080145493,0.9959997476217097,0.8068181769384817,0.8331486573424669,0.9929301368825296,0.7875859138511705,0.9833074971647933,0.9306713516968435,0.7630753811200335,0.9556319316888864,0.8627363149990726,0.8441995369318924,0.9890609103379238,0.9754791469947515,0.9852801762322603,0.9897808361269056,1.016112627529986,0.9844224082526722,0.9794612131043576,0.9618756585237116,1.0214050372354844
0.3099171895926338,0.30147885027204224,0.308382946079799,0.368218443080357,0.37742390415736593,0.20328726545061382,0.35594449497767855,0.3352322075544084,0.38049239118303557,0.07441081037248876,0.07824641915457586,0.3007117285156249,0.28767065865652885,0.162629812360491,0.3175884071568079,0.2692597365025111,0.42958818359374995,0.33216372052873877,0.3275609899902342,0.17490376046316958,0.24931457083565844,0.33062947701590395,0.24701320556640627,0.32832811174665166,0.3797252694266182,0.06520534929547994,0.09435597603934143,0.15572571655273426,0.1411504031808034,0.18257497802734368,0.061369740513392834,0.12504084629603784,0.07210944510323658,0.12810933332170749,0.13808191615513377,0.0874518802315849,0.07594505388532358,0.1549585947963169,0.3666841995675223,0.22016394409179674,0.08284914969308022,0.11276689819335939,0.3076158243233815,0.11276689819335939,0.15189010777064715,0.04142457484654005,0.15265722952706462,0.1495887425013951,0.13808191615513377,0.1726023951939173,0.16186269060407354,0.11967099400111592,0.027616383231026664,0.15879420357840401,0.09665734130859371,0.1488216207449775,0.06520534929547994,0.13501342912946412,0.13808191615513377,0.06827383632114947
0.8590072861546774,0.7500390434063209,0.8972325534097236,0.8644564652824891,0.8197049726388883,0.8991674784261301,0.8066849272059247,0.8388376438904541,0.8491126307033725,0.8238988761131565,0.8992160864423484,0.8487075519173284,0.7469460587688079,0.8555254373874175,0.8640838038248155,0.8985765123275709,0.8050493201907676,0.830425101501711,0.8160286918067552,0.7024776694701589,0.8991188704099118,0.8175832854615481,0.889953335201882,0.8564404569274329,0.8577520105011343,0.771649860620828,0.8400119061836335,0.8427808373796912,0.8831277918120777,0.8514364198495254,0.8093489724656058,0.7785402146989231,0.8860587497288632,0.8265867819646258,0.7413510555923413,0.8584239899600576,0.7891955328734555,0.8990139844735356,0.8686179634126119,0.855266194634253,0.8985117016392796,0.7401043127069307,0.8269270500623787,0.8987547417203712,0.7276104107000108,0.8992646944585667,0.8534284856502832,0.7244773627986372,0.8996049505720953,0.8213806549021303,0.8088466896313498,0.8989815791293898,0.8993295051468579,0.897645290115483,0.899183681098203,0.8985765123275709,0.8992160864423484,0.8983334722464789,0.8985279043113525,0.8989491737852444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13463479730819206,-0.13247304686699124,-0.07956825458781225,-0.16701436338596487,-0.15449660078725724,-0.09086314687712171,-0.1408131086635036,-0.1496707931021506,-0.17182396839899905,-0.03066293371802775,-0.026946577637809277,-0.15246445973841372,-0.13052191917851186,-0.08243440181630657,-0.1577192068013522,-0.06980322051308896,-0.17000246208710124,-0.14878050900234108,-0.13610071968290605,-0.06961644636793096,-0.1035105308524118,-0.15405145873735293,-0.1204328196781086,-0.1543507767386023,-0.13901547492761868,-0.02549685793516776,-0.04455706057872799,-0.07626463521335225,-0.04973932704943529,-0.11115387774979446,-0.013732100139972836,-0.06100947191431505,-0.023100600181009234,-0.03852457327207137,-0.06456467612222383,-0.020962710331596135,-0.0330677362245444,-0.06286425841877552,-0.07251587378898883,-0.06594104038421555,-0.019213684611929516,-0.04949628696834374,-0.11432787574767111,-0.0482734046747213,-0.048273416658946466,-0.010112960092190981,-0.062491596961101514,-0.05926899094700655,-0.05178767077035129,-0.0925797672526425,-0.0739732514113447,-0.0485812674283288,-0.011206209025006686,-0.06352769312534079,-0.011359702977601138,-0.031990689963802055,-0.014906362433151799,-0.03649244420745301,-0.041366859908777975,-0.008023666274771024
