1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
529.6698,155.92365,492.19366,781.2927,915.32275,502.99786,2016.5765,892.41656,1505.6946,1584.3723,853.2956,153.37619,2372.3438,1108.7374,690.5917,1205.1199,3045.9585,2091.0725,2212.4954,2649.981,2630.2346,3123.435,3762.2808,3179.349
59610.953,2961.679,76452.09,96338.78,189869.4,129484.49,1166968.4,188949.61,531164.75,845563.2,205440.66,100051.97,1233882.8,286701.12,102379.96,407099.5,2073360.9,1066721.4,1188514.5,1687759.4,1582247.2,2117907.5,2558929.0,2039852.2
-0.056179266,-0.048327673,-0.08520443,-0.19197707,-0.1836907,-0.116251074,-0.076504014,-0.117241755,-0.036831398,-0.048008543,-0.104417555,-0.08302713,-0.04559662,-0.12135758,-0.042887196,-0.05896038,-0.09191039,-0.06898246,-0.09900129,-0.21834093,-0.078662895,-0.114501595,-0.16163492,-0.09864821
-5.3315444,-5.32729,-5.314607,-5.3199,-5.3473773,-5.296292,-5.303064,-5.287602,-5.3287406,-5.3726916,-5.3730073,-5.3552003,-5.3631787,-5.394275,-5.4080005,-5.361983,-5.3356395,-5.3412585,-5.3348784,-5.357672,-5.3823028,-5.3359513,-5.366876,-5.395921
0.4320532364643471,0.0794243050204324,0.4546414699503992,0.4119230326394524,0.5331056085976107,0.4987293394593255,0.7673118512862492,0.6864351933750511,0.8509370188010376,0.7746456738689328,0.6894531132927536,0.4722027710477795,0.799350234466195,0.7894358038069308,0.45179313712997105,0.8014487694468243,0.8382451429152914,0.8040631825715091,0.8424008227622507,0.8042891426298872,0.8126688615623542,0.8128016470421636,0.8657535560065294,0.8427825107846089
0.0053698522949219285,0.013041069859095922,0.022246530936104958,0.014575313371930743,0.020712287423270026,0.017643800397600384,0.022246530936104958,0.0038356087820871076,0.006904095807756527,0.00997258283342628,0.002301365269252287,0.016109556884765563,0.009205461077008814,0.011506826346261212,0.009205461077008814,0.009205461077008814,0.019178043910435205,0.03989033133370534,0.034520479038783414,0.027616383231026775,0.013041069859095922,0.023013652692522313,0.02838350498744402,0.021479409179687492
0.3969987339912746,0.13542874022398244,0.4235564474993374,0.37389813381026604,0.48609665247665745,0.4715143434849609,0.6581713188764624,0.6042466331051166,0.7313591721243746,0.6644954542804289,0.5909920803591944,0.4441064211251744,0.6599126866764138,0.6760419194189633,0.4053302630196536,0.6810050183845919,0.714663720707696,0.6755396365847073,0.7291249410909435,0.6775154997133925,0.6804788629743235,0.6899522489517365,0.7270117866817363,0.7145502900189618
0.0,0.0,-0.0003965340336862244,0.0,0.0,-0.0003479260174679144,-0.0003479260174679144,0.0,0.0,-0.0003479260174679144,-0.0003479260174679144,-0.0003479260174679144,0.0,0.0,0.0,0.0,-0.0003317233453952184,0.0,0.0,-0.0003479260174679144,0.0,-0.0003317233453952184,0.0,0.0
0.0,0.00021917948930383346,0.0005671055067715258,0.0012390849656949143,0.00017057147308552345,0.0006643215392081459,0.0,0.0004860921464082679,0.0,0.0,0.00030019284966797954,0.0,0.001992077784982449,0.005652155945043091,0.00042126947389231617,0.0,0.0,0.0,0.0,0.002235117866073999,0.0,0.0009798302283057225,0.0,3.240534414583607e-05
-0.0009960329003790847,-0.00042893937783183844,-0.0006071687706326045,-0.0004937500661226224,-0.0008502088517241546,-0.0003641167053158867,-0.006477617372336653,-0.00018588731251512058,-0.0024534105227349556,-0.005141328358429398,-0.0003155086890975767,-0.0007367901472150606,-0.0018624444241757132,-0.0004451420499043124,-0.0011418569490340147,-0.007432700176211782,-0.010404608189500841,-0.0015545936547933792,-0.004186233570329101,-0.0007691954913600085,-0.015302896466837801,-0.001586998998938327,-0.027812989161605906,-0.006776935373586035
0.00048608016218310013,0.0004374721459647901,0.00048608016218310013,0.00045367481803770815,0.00048608016218310013,0.00045367481803770815,0.0003888641297464801,0.0003564587856010881,0.0003402561135281701,0.00032405344145525206,0.0019520025368975347,0.0017575704720238505,0.0012714783256160267,0.0012066676373247986,0.0012552756535431087,0.0013038956539865865,0.002559171307529695,0.0013363009981319784,0.002073091145346595,0.0012714783256160267,0.0012714783256160267,0.0033607721430355397,0.0014659223747139905,0.0012714783256160267
-0.002655512491548606,-0.00031552067332274447,-0.001279148229555993,-0.0019835330326247735,-0.0020483437209160016,-0.0020159383767706096,-0.001360161589919695,-0.0022103704416438497,-0.0018701143281156796,-0.0033198220465320283,-0.0005747634264867685,0.0,-0.004226308818414015,-0.0021131544092072296,-0.0009226774597301812,-0.0018701143281156796,0.0,-0.0014411749502838411,-0.00029931800124982644,-0.001084716164682753,-0.001376364261992613,0.0,-0.001100918836755227,-0.0011015006144892148
0.00040945143021975383,0.0007017067282450995,0.00047544456203185703,0.0005037273328083458,0.000334030708148525,0.0006639963672094851,0.0007434821383682788,0.000809475270180382,0.0005602928743617674,0.000809475270180382,0.0004942997425496642,0.0005037273328083458,0.00047544456203185703,0.0015017544081663559,0.0006734239574681666,0.0007205619087629067,0.0013980509153186382,0.00032053806880183444,0.0005602928743617674,0.0004188790204784354,0.0006357135964329963,0.0014357612763542527,0.0004942997425496642,0.0003905962497019466
0.0,0.0,-0.00020741337728180653,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019798578702312497,0.0,0.0,-0.0011394473208277134,0.0,0.0,0.0,-0.0005131549230670274,0.0,-0.0009886058766856998,-0.0014074848971641352,-0.0008525545639734844,0.0,-0.0005602992659481387,-0.0007771338419022555
0.0028043086278526363,0.0014620754384531143,0.0022050973825851194,0.0023968449810707337,0.0029001824270955545,0.0024208134308814078,0.0017257283863709727,0.0022770027320171415,0.0016298545871280545,0.0030200246761491467,0.001965412884477935,0.001246359390156826,0.004506068564412935,0.0021331920331528753,0.0027324032784206143,0.002588592579556348,0.0009108010928069454,0.0023489080814493857,0.001294296289778174,0.0028043086278526363,0.0023968449810707337,0.0005033374460248208,0.002540655679935,0.0033795514233097013
0.0,0.0,0.0,0.0,0.0,0.0,-9.587379924269612e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023009711818278156,0.0,0.0,0.0,0.0,-0.0017496968361814247,-0.00047936899621414675,0.0
0.00048487215229076064,0.0,7.947937957220041e-05,0.00023032082371443607,0.0002680375763364218,2.291383801900082e-05,0.004730227898629202,0.0003717410691841394,0.004349059239186159,0.004169935024267435,2.291383801900082e-05,0.0007246269578504716,0.001420964753337861,0.0,0.0004942997425494422,0.0020661123316159102,0.006664353966620906,0.0023435774982112356,0.0036096421499056675,0.001952981248509511,0.005864306286699206,0.0032944666222749497,0.014792751980372554,0.004532248503192671
-0.0010828817792745138,-0.001290288764969727,-0.0017091677854483844,-0.003097791110508119,-0.0017845885075193912,-0.0015394711607885636,-0.00022626855779961375,-0.0012242956331576238,0.0,-0.0005468066266014482,-0.0010263162377213142,-0.00018855819676422136,-0.0009468304665622984,-0.0032621251939970453,-0.0007299958906081816,-9.021724508762041e-05,-0.00015084144414201361,0.0,-0.0001279276061230128,-0.00022626855779961375,0.0,0.0,-2.828277077671082e-05,-0.0014128474383352518
0.0,1.6800003051757812,0.7700004577636719,5.0,0.0,1.1100006103515625,1.55999755859375,1.55999755859375,1.9200019836425781,2.210002899169922,0.0,4.280002593994141,0.0,0.0,1.1800003051757812,0.0,1.0,2.009998321533203,1.2700004577636719,1.9399986267089844,0.0,5.150001525878906,1.9200019836425781,0.5999984741210938
-16.81999969482422,-10.829998016357422,-14.069999694824219,-14.180000305175781,-16.46999740600586,-17.189998626708984,-23.10000228881836,-16.229999542236328,-28.229999542236328,-29.519996643066406,-20.659996032714844,-16.14999771118164,-28.21999740600586,-27.949996948242188,-16.950000762939453,-23.87000274658203,-21.06999969482422,-26.139999389648438,-21.709999084472656,-32.02000045776367,-27.810001373291016,-25.130001068115234,-25.700000762939453,-25.48999786376953
