1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
19423.64,9340.026,9261.318,15133.416,16714.14,5820.833,5457.5737,19813.201,13937.119,18958.26,20374.828,18981.875,18220.316,9105.757,18404.531,17674.84,17994.729,15079.205,19098.383,18179.885,16758.436,12220.744,19066.422,8572.8,18471.094,11256.788,10714.035,21575.504,20050.41,13504.461,20277.578,20408.664,19155.281,20743.852,20276.81,15068.397,19817.627,19545.621,19508.188,10802.0,20719.262,19968.488,19597.912,19772.83,19373.748,20305.066,21038.7,18669.121,18936.605,13025.504,13409.1875,11609.622,11032.344,19356.111,19339.389,12480.849,18850.82
133095410.0,16847320.0,16888798.0,45334870.0,70605680.0,5695944.0,4840170.5,130951740.0,40257230.0,83892620.0,126735570.0,106986390.0,95904810.0,15051194.0,94882690.0,81888616.0,83498320.0,48112360.0,100858210.0,85256640.0,71401790.0,28090376.0,107865550.0,13062085.0,93276504.0,22302200.0,20704720.0,141685600.0,125667400.0,34061228.0,119067000.0,137470370.0,107706870.0,149104580.0,131469150.0,44016772.0,102096856.0,120373784.0,105845976.0,19889624.0,139967420.0,132765140.0,107806440.0,126509400.0,113552120.0,132718450.0,148466900.0,108547016.0,105188664.0,34309660.0,35213170.0,26340980.0,22366968.0,114362300.0,105237896.0,30174644.0,100830970.0
-0.124699056,-0.18252899,-0.07829573,-0.15155758,-0.038531844,-0.053372614,-0.24866244,-0.13665275,-0.14466247,-0.033340152,-0.15882115,-0.10727489,-0.021991486,-0.20116408,-0.15422064,-0.11973566,-0.082702644,-0.33854553,-0.10111592,-0.055715602,-0.14695476,-0.17184009,-0.08370893,-0.12803046,-0.13412444,-0.19845043,-0.089397244,-0.094237566,-0.188728,-0.24691007,-0.097804986,-0.107686736,-0.17698744,-0.16186564,-0.055496387,-0.18564174,-0.12909742,-0.13104153,-0.08662379,-0.16724561,-0.18315464,-0.087151885,-0.03761207,-0.046253193,-0.116133325,-0.08320331,-0.12564011,-0.09472464,-0.05468279,-0.14195336,-0.24148574,-0.29009548,-0.198852,-0.08005289,-0.10352858,-0.3641215,-0.101076566
-5.2320447,-5.2333293,-5.2752233,-5.3041453,-5.2971616,-5.3302007,-5.348849,-5.340303,-5.3593736,-5.3826933,-5.3975024,-5.4049506,-5.401286,-5.409886,-5.402768,-5.408813,-5.415473,-5.4178166,-5.4312162,-5.4503665,-5.4546576,-5.477326,-5.4581847,-5.4513726,-5.4262724,-5.4612174,-5.494229,-5.5075545,-5.506248,-5.510514,-5.498445,-5.5106616,-5.533653,-5.5448375,-5.566235,-5.583546,-5.5942836,-5.587191,-5.5749497,-5.561314,-5.5630784,-5.6137424,-5.6096187,-5.6250777,-5.6374116,-5.627278,-5.6174407,-5.618168,-5.6113734,-5.606939,-5.623566,-5.6968894,-5.731445,-5.729075,-5.7475805,-5.784989,-5.807338
0.8956401214568955,0.7869135351900968,0.9151741952645353,0.9258733525252126,0.857092346839713,0.8631018730504171,0.8715094038922658,0.8341935938536268,0.9295819816806276,0.9134146471928698,0.925859961605881,0.8763011055860986,0.9464061267152003,0.9537387319415805,0.8423037151863956,0.8325473535609244,0.9085746258180908,1.0050193043448457,0.8914109320177991,0.8549222687655899,0.9118919217435163,0.9338865535677116,0.8829637902747095,0.9666398994686348,0.8516330656779237,0.9787561531086902,0.9227419375429621,0.9511833137761908,0.9528739407525529,0.9816718150969489,0.8883072353021374,0.9293206246466722,0.9373434708968019,0.9141989055803202,0.870860459340023,0.9531413845680227,1.246941432209696,0.8664882773567307,0.9972662429799991,1.1220621197307747,0.8942863276052687,0.9447918186147511,0.8947865674029715,0.9029548409099025,0.9011338631663363,0.8837959001291434,1.1144908190262317,1.0154040091082024,0.889899537346342,0.9638668554534014,0.9666641529519003,0.952681879385071,0.866054804870103,0.8347802659488363,0.8791175062142736,0.9438553906894368,0.931635849049219
0.30531445905412946,0.18871195207868297,0.17030102992466511,0.2961089979771204,0.32065689418247756,0.14115040318080352,0.05216427943638402,0.30147885027204235,0.2853692933872767,0.30378021554129464,0.3068487025669643,0.36361571254185265,0.304547337297712,0.11583538521902892,0.3145199201311384,0.32449250296456467,0.3160541636439732,0.29380763270786825,0.35364312970842626,0.31298567661830357,0.321424015938895,0.20482150896344864,0.3221911376953125,0.1610955688476562,0.3237253812081473,0.17567088221958704,0.15879420357840401,0.31912265066964274,0.3452047903878348,0.23397213570731024,0.34443766863141734,0.3106843113490513,0.3183555289132254,0.304547337297712,0.33830069458007805,0.24087623151506687,0.3283281117466518,0.30147885027204235,0.31682128540039056,0.14652025547572545,0.31528704188755574,0.33216372052873877,0.3183555289132254,0.30147885027204235,0.3122185548618861,0.3275609899902343,0.3022459720284598,0.32449250296456467,0.3260267464773995,0.2424104750279018,0.252383057861328,0.2869035369001115,0.23704062273297988,0.304547337297712,0.3068487025669643,0.27232822352818076,0.3728211736188616
0.8575575784362606,0.7245421734869284,0.8594200228604363,0.8524324527499045,0.8558170854847273,0.7375050781355408,0.7622736906758516,0.8011709373898217,0.8410804196762434,0.8995239372117312,0.8936210832658817,0.7994543170143009,0.8969733106565592,0.8994753291955129,0.7899485256927425,0.8246032609162257,0.8730148317198867,0.8988681604248807,0.8540194517488429,0.837857813662148,0.894188176788429,0.8993619104910033,0.8532988642737012,0.8993457078189309,0.7776413978309811,0.8996049505720953,0.89945912652344,0.8858967230081354,0.8820831508954803,0.8992484917864942,0.7933817664437841,0.7860215348755784,0.8966978532470975,0.8532988642737012,0.7979645340477992,0.8994915318675858,0.8983010549181087,0.8063370011884565,0.8968598919520501,0.8994267211792946,0.8832736158607326,0.890852152069824,0.7711961858027903,0.8583591792717664,0.7884425400541679,0.8618248253669534,0.8398822848070511,0.8961231018048355,0.8469022602617287,0.8991188704099118,0.8986737283600075,0.8977177587234886,0.7950173734589407,0.8064742924689785,0.8515660412261079,0.8571286390584287,0.8312267023372168
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.15791363886622545,-0.08989951932088847,-0.1313235200140177,-0.16751664622022044,-0.14058627125448453,-0.08012681534222565,-0.009197940552176043,-0.16751664622022044,-0.16074738075057482,-0.14826202349601303,-0.15803471549044978,-0.14773586808574368,-0.12904833888408263,-0.04968217428085886,-0.1338579438971168,-0.15608359978619557,-0.14623754036688386,-0.1371854358475888,-0.14818101013564888,-0.1483916448725946,-0.12484590264168105,-0.09902497928083331,-0.11963976359496087,-0.049577300328707885,-0.13312882365384215,-0.08030504473502642,-0.08206174035863256,-0.16469057423981148,-0.15299061514868217,-0.12149367525100363,-0.17224523787289048,-0.1529010570359608,-0.1381567213235364,-0.17921660531134975,-0.1561808158186322,-0.12899973086786432,-0.16074738075057482,-0.1689740238425772,-0.11219851866639186,-0.08251541517666983,-0.16211607510862702,-0.15557364704800047,-0.172625569234504,-0.15372740529589723,-0.17826918042718987,-0.16706297140218318,-0.1689740238425772,-0.12044136443046671,-0.16017261732408805,-0.10788265173525602,-0.10717827891641196,-0.1272745657399863,-0.11029599899413078,-0.1509260687556937,-0.1711843942842206,-0.14661021380878303,-0.15797844955451712
