1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
18017.135,8952.428,8215.592,17769.74,6802.2417,6772.581,5894.0005,12637.578,6330.967,7830.1997,9278.95,18056.492,7930.8804,7901.833,6783.351,6113.649,7647.038,6544.9546,4979.6836,7909.5303,7754.536,4158.545,5079.9595,5478.7754,6943.2666,3642.8547,8219.565,5436.58,5573.7754,6022.876,2311.4985,2730.2056,2601.2822,2345.049,1680.0723,-1111.1672,1884.7769,1954.9524,4270.5874,1852.8864,5269.052,1783.0836,959.5687,3705.5942,3163.3877,3657.0867,4276.787,5169.172,3379.5862,2865.1812,3393.8867,1749.5945,2406.7085,4035.6807,3175.3367,3542.113,3763.026,6289.4043,3903.3958,5891.6807,4081.3076,5506.041,5770.396,4607.005,5277.9644,4383.04,4748.8867,2117.9675,5862.9414,4249.1597,5359.299,6421.1445,3416.018,5126.214,3280.2046,3866.759,5148.815,2098.2217,5591.549,4139.754,2155.9287,1761.7546,4018.6304,2341.646,2064.616,2643.725,1968.8655,966.1214,1929.7638
100465770.0,15758510.0,12317434.0,75927560.0,10490288.0,9251048.0,6351424.0,32262708.0,7734394.0,13071350.0,17536064.0,94314320.0,11768964.0,12116492.0,9230688.0,8125400.5,11054432.0,9150334.0,5109955.0,10793708.0,11808514.0,3541501.0,5435723.5,6177996.0,9794258.0,3026530.5,14043605.0,6048971.0,6134666.5,7399445.0,1182818.0,1530290.0,1566453.2,1152504.2,505858.3,149556.64,768410.7,831548.25,3961064.8,653149.4,5257140.5,643728.06,182130.58,2830110.5,2112710.0,2589882.5,3866997.5,5391297.0,2442224.0,1831097.0,2663165.8,559322.9,1204412.2,3717323.2,2384535.5,2691939.5,3153035.0,7482132.5,3272259.0,6432011.0,3259066.5,5741638.0,6694283.0,3915092.0,5451440.5,4174578.2,4656439.0,841205.4,5927244.0,3412328.0,5618800.0,6769459.0,2543858.2,4750644.5,2228178.2,2932064.0,4649648.5,736916.1,5171937.0,2744560.5,915664.6,546316.44,2763994.5,1157505.0,943753.9,1413642.5,793841.4,140544.0,672652.1
-0.079039425,-0.20330153,-0.10291443,-0.08307126,-0.1433681,-0.451046,-0.19616912,-0.093249746,-0.025992163,-0.26109663,-0.05488292,-0.099086165,-0.25428447,-0.04737335,-0.10129665,-0.15180258,-0.17803542,-0.1032037,-0.12617947,-0.09196276,-0.24512178,-0.12502266,-0.08195201,-0.0628305,-0.119672686,-0.24872543,-0.07248609,-0.028008807,-0.13915838,-0.18295363,-0.08928525,-0.107141145,-0.12452504,-0.044053454,-0.03293704,-0.13172272,-0.07664073,-0.07931853,-0.034779448,-0.0889596,-0.05008807,-0.07220343,-0.11996323,-0.09671841,-0.054116,-0.033720043,-0.1694662,-0.13925086,-0.18789354,-0.16370808,-0.07215843,-0.21654496,-0.04829644,-0.20675723,-0.08339328,-0.07941423,-0.17471379,-0.17850317,-0.09765569,-0.15055747,-0.05905239,-0.18604846,-0.1226797,-0.074057125,-0.11314642,-0.068024375,-0.15225604,-0.17770243,-0.074786276,-0.048921548,-0.12399428,-0.09831402,-0.093954526,-0.19808386,-0.15872797,-0.17610712,-0.049366955,-0.06049844,-0.14560248,-0.07233816,-0.124041684,-0.16293398,-0.19665101,-0.13623695,-0.11103993,-0.13228567,-0.14783795,-0.06017498,-0.18579133
-5.500482,-5.495959,-5.5282235,-5.5351615,-5.53466,-5.5252423,-5.550225,-5.5709586,-5.5381856,-5.524553,-5.466886,-5.4616365,-5.4527,-5.395537,-5.3564553,-5.3059726,-5.2462525,-5.2309146,-5.2198815,-5.2243447,-5.2110076,-5.2459054,-5.237534,-5.238499,-5.255696,-5.224048,-5.2126517,-5.1831098,-5.226176,-5.2286506,-5.202438,-5.2028213,-5.1936526,-5.17648,-5.1857533,-5.2025924,-5.208924,-5.205033,-5.200867,-5.2554736,-5.2937913,-5.3131576,-5.2695584,-5.249394,-5.232187,-5.2407184,-5.2664733,-5.273023,-5.288094,-5.3027034,-5.293596,-5.345363,-5.3528447,-5.423204,-5.44854,-5.456575,-5.4773107,-5.4555964,-5.446999,-5.43663,-5.4503264,-5.444782,-5.481294,-5.4688973,-5.4646506,-5.451979,-5.4752374,-5.545775,-5.565829,-5.5876956,-5.5915856,-5.5923696,-5.590202,-5.6169086,-5.624596,-5.5928884,-5.6099,-5.5793185,-5.607537,-5.6208577,-5.653465,-5.6633716,-5.642135,-5.6423182,-5.6388564,-5.665959,-5.5934863,-5.559054,-5.549212
0.8857201658728721,0.918293249398172,0.8884660534782708,0.8971469276315186,0.9538975501177139,0.861298312866262,0.8733240139259398,0.8208388206395506,0.805259281960513,0.7927414880260825,0.8422502451518604,0.8294314832822339,0.8926437393814751,0.8361937102593057,0.8831210165233697,0.7687178041733164,0.9239652869845928,0.881630878765817,0.832573011686078,0.8881174213616764,0.8182053980279821,1.286080841990092,0.7786356996159042,0.8902668043786502,0.8060858668901877,0.7775825927710959,0.8027887041651564,0.8340057464118088,0.8792672410395316,0.8681130734499437,0.7378670925310468,0.7841819749319553,0.7441991245192289,0.6601438556583438,0.5590749087508022,0.08448569795675581,0.7132644152920585,0.6635444000263299,0.8701455902618381,0.78064199644589,0.8027963828741439,0.8340885266404067,0.4224012865525485,0.8171131484958954,0.8356606954842166,0.8189277585295694,0.8025751049553923,0.8135183889761991,0.827933854101279,0.809836073445486,0.8223508708105557,0.6552141244883197,0.7612239460581965,0.7943946578854323,0.7922694347089317,0.7978757350549955,0.763233707671506,0.7859433958594714,0.8531145882985632,0.8799513952817662,0.7980587130716018,0.8575963323491173,0.9775660468584085,0.826221970211012,0.8874318624775538,0.7667168449825049,0.8502587640547327,0.720164203531359,0.7733876765940656,0.8229129148513293,0.8546214881159792,0.9007084439598664,0.835021489782397,0.8138986723566696,0.8142165896373136,0.7920536817149392,0.7975719578360233,0.6914366549241541,0.8264815480319091,0.858302211719219,0.7556094051463903,0.6273224314472506,0.8824513769139776,0.7796789739674966,0.7270947066066095,0.7445237840809354,0.7241231398712099,0.3585534768203965,0.5950730710557316
0.3198897724260602,0.20865711774553575,0.14038328142438616,0.3490403991699218,0.17030102992466511,0.11583538521902892,0.12197235927036831,0.24317759678431927,0.12427372453962049,0.14115040318080352,0.24778032732282362,0.3244925029645648,0.14498601196289052,0.12197235927036831,0.09435597603934143,0.1357805508858816,0.09895870657784589,0.13654767264229906,0.07594505388532358,0.10509568062918528,0.13424630737304688,0.07517793212890622,0.08208202793666286,0.09665734130859371,0.16032844709123872,0.06750671456473223,0.17797224748883933,0.09819158482142853,0.0874518802315849,0.09742446306501107,0.03989033133370534,0.025315017961774378,0.044493061872209805,0.06060261875697548,0.03989033133370534,0.023013652692522313,0.03145199201311377,0.04065745309012281,0.06443822753906248,0.046027305385044626,0.07134232334681923,0.013041069859095922,0.03221911376953113,0.04372594011579245,0.037588966064453055,0.029917748500279062,0.05523276646205355,0.10432855887276782,0.03375335728236617,0.03298623552594859,0.06367110578264512,0.036054722551618235,0.024547896205357134,0.08591763671874997,0.06827383632114958,0.042958818359374984,0.061369740513392834,0.10126007184709818,0.054465644705636085,0.09128748901367179,0.039123209577287876,0.07517793212890622,0.07901354091099322,0.04909579241071438,0.06673959280831476,0.08361627144949779,0.05983549700055801,0.024547896205357134,0.05906837524414055,0.05599988821847113,0.0698080798339843,0.06827383632114958,0.05753413173130573,0.07287656685965394,0.04832867065429691,0.08208202793666286,0.05830125348772319,0.022246530936104958,0.05369852294921862,0.03528760079520088,0.017643800397600384,0.02378077444893978,0.025315017961774378,0.013041069859095922,0.030684870256696528,0.05599988821847113,0.030684870256696528,0.021479409179687492,0.03298623552594859
0.8206762700990611,0.8380036377108029,0.7945074207207452,0.791106585313849,0.7696577948200702,0.7087608547776219,0.7460148365567201,0.7298779339102306,0.6714830243909611,0.7215540628015664,0.7930577010181037,0.7328412971711615,0.7816331993364365,0.7306709899933783,0.781892442089601,0.6704145108983512,0.8480679897867751,0.7874874452660676,0.7389300504137513,0.7548972564355734,0.7034012337625319,0.7350354649407325,0.7156026008394987,0.7762488308969155,0.7181779748191013,0.6943806477547385,0.6789242693195305,0.7024538088783712,0.765366675313365,0.7240884986688907,0.6609249222488658,0.6577099741544852,0.6668030407545094,0.6413624367710495,0.6628598472652723,0.10466004572116039,0.6223346514558603,0.5949267290960738,0.759868888169335,0.6885835426094586,0.678810850615021,0.708469206680312,0.34985864151322965,0.6925105334266233,0.7179912006739428,0.6811184370891015,0.6819362405966798,0.6919681873285066,0.6833936182190361,0.6984458047008428,0.6858308260696986,0.5903363035723435,0.7004131350613951,0.6928994095405945,0.7027130516315356,0.7117728260547711,0.6742928936992971,0.6947780566368431,0.7559581000242432,0.768459659950878,0.7243878046859153,0.7568893222363311,0.6766004801733776,0.7475532275394401,0.7762812362410614,0.705433374811375,0.750249678143267,0.6934255649508629,0.7177080973289911,0.7380559689860147,0.7716822659649734,0.7700466589498167,0.7372705708225822,0.7025510249108078,0.7222746502767086,0.7141290205450699,0.6849158065296836,0.609922649641947,0.6962516369312719,0.7185907115248606,0.6925591534270663,0.5689437790144978,0.7619820425785417,0.6592245045454175,0.6464227517691148,0.6585525250864941,0.654948712862367,0.7428246358867701,0.5408724219481456
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004698894743353499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0018786470962481872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015343834579116589,0.0004212814581165958,0.0,0.0,0.004065156946104764,0.0,0.0,0.0,0.0,0.000680524211281508,0.0,0.002299928554365671,0.004355930194996027,0.005490129224314799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003595279455994138,0.0,0.014210522382440693,0.010218720876984833,0.018040297167168262,0.0,0.0,0.0,0.011465463762395878,0.0,0.0,0.0,0.0,0.006405148764330626,0.0,0.010056694156257429,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793410792239726,0.0016927597837330666,0.0,0.0,0.0,0.0,0.004688528388809843,0.0,0.0,0.0,0.0,0.021505943262355665,0.002316131226438145,0.008477353077033456,0.004947771141973867
-0.11483015858192758,-0.0522328128202556,-0.06924465975867466,-0.10547019130902413,-0.042476311513666154,-0.014679525024132722,-0.050297887803849584,-0.0893247558944017,-0.0358366674206021,-0.044621871267018776,-0.05534200012984236,-0.12479729462546274,-0.09956733736317425,-0.03434688445410039,-0.05352049381794455,-0.03657345756781716,-0.05363391252245453,-0.07741416206632667,-0.004436943555360173,-0.06949536974370663,-0.06875857959649156,-0.01662298280867258,-0.024954511837051108,-0.05398183853992222,-0.07466143354234145,-0.00616976660295343,-0.06165759078145072,-0.05072682718168142,-0.05760951135583703,-0.05587668830824377,-0.003700153408146001,-0.02468759917994756,-0.0023723971623716977,0.0,-0.0011094516048881786,-0.05736647127474548,-0.014007545565209334,-0.008097021715420816,-0.06577901366348815,-0.005611205848540024,-0.05298579365531886,-0.02923796143981683,-0.03827387527126458,-0.05841111219134287,-0.03740746374746795,-0.05964931032439491,-0.0645808787942963,-0.03649244420745301,-0.021926337887829384,-0.04172331869437862,-0.04756903185587724,-0.0039670540810252675,-0.0038135721126550948,-0.05566605357129717,-0.008355389620166243,-0.0005423580823409324,-0.0076919549136009735,-0.023140663444869425,-0.02719728762284035,-0.02657391618013527,-0.0035543293594910708,-0.06633756243367728,-0.04454085790665463,-0.03313254691283607,-0.0655521642702448,-0.018428286448497033,-0.02156987910222874,-0.0004451420499043124,-0.0367678896326904,-0.03846830733613782,-0.0993242972820827,-0.07714724940922224,-0.019229887284002878,-0.05445171603003285,-0.007432700176211782,-0.006955164766386801,-0.03701092971378195,-0.015999611365967503,-0.05707482317743562,-0.053164035032343904,0.0,-0.01705192218650442,-0.05377119181875134,-0.00782157629018343,-0.012517762598707627,0.0,-0.005627408520612498,-0.005595003176466662,0.0
0.0,0.0,0.0,0.0,0.0020568764890489533,0.0,0.0020492185693341547,0.0073687763205634305,0.006356540748111872,0.009271295992824502,0.011214753777363917,0.0074335870088546585,0.00284227465248188,0.008761343254628962,0.007943539747050199,0.0,0.009368512025261122,0.0,0.0,0.00651856746883972,0.00688269615838033,0.012331875286192062,0.01038074759771268,0.01028353156527606,0.0012390729814701906,0.0,0.002024471144903117,0.0,0.011481654450243184,0.008502100501464493,0.0,8.544752357675378e-06,0.0,0.0,0.016258866103356695,0.005983867306213142,0.0002839901775950615,0.0,0.0,0.007554675617303719,0.008340061796511922,0.007538460961006077,0.00048608016218310013,0.00693130417459864,0.0,0.0,0.0,0.011247159121509753,0.0,0.010202518204912359,0.0,0.013344110858644065,0.013619556283881007,0.0,0.0,0.0,0.009125471944169572,0.014275333070731477,0.0,0.000988374980663842,0.0,0.007376434240278229,0.0002916480973098601,0.0,0.0,0.0012714783256160267,0.000939766964445532,0.0,0.013797785676681329,0.014623259088199614,0.0,0.008332403876797123,0.004785744421246019,0.007813918370468187,0.010315936909421897,0.0,0.010607585006731757,0.0,0.006550972812985112,0.0,0.01193534125250606,0.0,0.008356276452809563,0.00603248730665662,0.0,0.01305246276133376,0.010696256286810257,0.00021063473694615809,0.0005509028346990519
