1,2,3,4,5,6,7,8,9
20187.887,6418.699,7784.5938,9153.84,10356.268,8610.893,11139.918,19357.21,10129.924
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8522122463497307,0.9360015696798264,0.8948603579234863,1.45028825447636,0.8128051118254872,0.8310132973336747,1.1184876806970578,0.9342881875048791,1.8050646492600015
0.3283281117466519,0.08975324550083719,0.17567088221958715,0.14882162074497784,0.2600542754255023,0.16262981236049112,0.27846519757952015,0.32525962472098224,0.2193968223353796
0.8450236131654805,0.8989977818014627,0.8970543240169233,0.8995239372117312,0.7774631684381803,0.8397202580863237,0.8986089176717162,0.8962689258534904,0.8316070336988304
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.17447181098660725,-0.07973795121247917,-0.23151422881989703,-0.08753565492664972,-0.19203368591130765,-0.2692457460088207,-0.15456141147554803,-0.18294061931128347,-0.30596502762529276
0.013918874285130833,0.0099918834679662,0.025797062769060464,0.0075146003692183605,0.017878270446440414,0.0245827252277957,0.01234807795826498,0.01704426426678962,0.03325451036970284
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03890861095320819,0.022294863987950553,0.05772045651370661,0.02332117383408505,0.05604494043179242,0.07031510989883882,0.04415199377490486,0.04920682479142391,0.07209432947360028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0006950850445106571,0.0005992112452677389,0.0002396844981071844,0.0002396844981071844,0.0003834951969714506,0.0005992112452677389,0.00040746364678212466,0.00021571604829651037,0.00040746364678212466
-0.02507099850199901,-0.012895025998159948,-0.03365170353423186,-0.01196025645554255,-0.033292176787071304,-0.04134557592346866,-0.02253034282206401,-0.03331614523688198,-0.049015479862894784
0.07020302703593728,0.025393907849435404,0.07292777319359156,0.029573270463961743,0.06362758643073407,0.07743429556065418,0.05457251701460741,0.07399585844984946,0.11213781776320597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.959999084472656,30.450001001358032,26.079999923706055,21.039998054504395,24.919998168945312,31.099998474121094,21.72000026702881,30.689998865127563,29.519999504089355
-7.450000762939453,-10.14999771118164,-2.990001678466797,-9.400001525878906,-4.870002746582031,-8.19000244140625,-11.430000305175781,-10.240001678466797,-15.90999984741211
