1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
6539.576,10168.998,15366.033,19577.855,2644.2395,4258.133,22474.555,21808.008,4774.383,2774.4321,2843.559,23451.668,20049.98,16268.767,22129.715,5570.653,17610.016,22468.5,9571.613,18081.898,17645.328,1517.0604,2232.4487,9851.926,18379.852,1473.2203,9019.977,16084.783,12401.738,21875.762,2081.8374,6764.671,3943.7803,1885.9163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9597321984133654,0.8522247476625336,1.018769577893178,0.9199430012955939,0.7617732078577898,0.8273630544594036,0.9160517686947433,0.9074630390493464,0.8853571595876236,0.7531974009177621,0.7450756678787193,0.969362797768467,0.9516374344985717,0.8220277563549258,0.9397837552487741,0.8372483622101906,0.9911633080837449,0.9736608146600741,0.9444407049641544,0.9983291354966269,0.9617851293540317,0.5163612004008782,0.9049645557018157,1.0598933720901074,0.9929484206377713,0.49404799579649095,1.04882320208542,0.9713426873309589,1.00166150791165,0.8755871261144429,0.6680492270252426,0.9699367344438922,0.8709590183791626,0.6253688086880634
0.07134232334681934,0.17183527343750005,0.28230080636160715,0.3145199201311384,0.036054722551618235,0.05523276646205366,0.32909523350306924,0.3183555289132255,0.134246307373047,0.029917748500279173,0.056767009974888594,0.3352322075544085,0.31912265066964296,0.31145143310546886,0.3237253812081473,0.17950649100167415,0.31528704188755585,0.3145199201311384,0.2953418762207032,0.3022459720284598,0.29380763270786836,0.023013652692522313,0.01687667864118303,0.21479409179687503,0.335999329310826,0.026082139718192066,0.16646542114257823,0.2930405109514509,0.16953390816824787,0.3183555289132255,0.04372594011579245,0.06520534929547994,0.049862914167131844,0.0506300359235492
0.8495339001772644,0.7196677577856034,0.8992970998027126,0.8077295681225216,0.6695557572942694,0.7226063736221038,0.8152594963153952,0.7980455474081629,0.7844507385487125,0.6373544325935216,0.6548600415822885,0.8835891365340549,0.8256803071769685,0.7248900995043961,0.824360208850909,0.7443954322136359,0.8972973640980149,0.8300038320278191,0.7553185259094652,0.8709417525587653,0.8426026079868905,0.4707528059133157,0.7781675532412495,0.897645290115483,0.8786260375684263,0.44218682393242226,0.8992808971306396,0.8513230011450159,0.8599623809427777,0.780111011025789,0.5803282294165295,0.8143606794474527,0.7705156615915087,0.5543290766628806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0009312222120874125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002833741884348484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008502088517241546
-0.05401424388406806,-0.10105712032967595,-0.14439984336713962,-0.16728980881120226,-0.0022427757857892416,-0.013303160762140998,-0.1443674380229938,-0.14431883000677548,-0.07034557859543078,-0.011092790320496704,-0.009246548568394353,-0.16920086125159628,-0.1883011271590167,-0.1439060933010161,-0.13792222599480297,-0.09910599264119746,-0.120627263727207,-0.15674703449276173,-0.11635234689257512,-0.18234199529300898,-0.15971127260211038,0.0,-0.005287152407084328,-0.1275099479013626,-0.172625569234504,-0.0017976337358849293,-0.09467671898977681,-0.15972747527418285,-0.12188253938075011,-0.18229338727679067,-0.00296336326093094,-0.04305107494015292,-0.002947160588858466,-0.001586998998938327
