sns_1_Indiv: [3, 21, 13, -3, -11, 62, 75, 16, 45, 32, 57, 22, 20, 20, 45, 13, 84, 77, 98, 84, 36, 36, 34, 22, -12, -8, -20, -3, -1, -9, 7, 5, -2, 10, 17, 16]
sns_2_Indiv: [419, 0, 0, 0, 492, 396, 0, 0, 250, 0, 0, 0, -35, 20, -24, 0, 4, 0, 0, 0, 5, 0, 0, 0, 5, 20, 62, 7, 36, -1, 21, 17, 33, 10, 22, 7]
sns_3_Indiv: []
---
sns_1_Indiv: [46, 16, 23, 4, 94, 117, 62, 18, 39, 29, 52, 36, -31, 11, 25, 8, 98, 78, 113, 91, 20, 28, 42, 28, 15, 4, -21, -3, -42, -4, 16, -3, 16, 23, 29, 20]
sns_2_Indiv: [-90, 0, 0, 0, 152, -28, 0, 0, -52, 0, 0, 0, 10, 2, 203, 0, 4, 0, 0, 0, -4, 0, 0, 0, 7, 17, 111, 21, 1, -1, 6, 11, 41, 6, 18, 2]
sns_3_Indiv: []
---
sns_1_Indiv: [40, 22, 10, 22, 33, 61, 69, 25, 34, 23, 54, 28, 17, 13, 69, 0, 91, 77, 97, 84, 42, 28, 53, 35, 6, 4, -12, 0, -33, 5, 8, -9, 17, -4, 17, 11]
sns_2_Indiv: [-90, 0, 0, 0, -230, -28, 0, 0, -24, 0, 0, 0, -17, 5, -31, 0, -3, 0, 0, 0, 5, 0, 0, 0, 1, 15, 4, 3, 20, -1, 28, 9, -20, -4, 7, 6]
sns_3_Indiv: []
---
sns_1_Indiv: [33, 13, 26, 16, 29, 84, 49, 20, -23, 44, 48, 25, 13, 2, 31, 9, 81, 79, 113, 96, -15, 38, 39, 26, -5, 5, -25, 0, 5, 3, 15, -6, 24, 11, 17, 10]
sns_2_Indiv: [-90, 0, 0, 0, 492, 304, 0, 0, -52, 0, 0, 0, -29, 16, -82, 0, -3, 0, 0, 0, 5, 0, 0, 0, 51, 19, 44, 7, 7, -1, 19, 12, 17, 8, 11, 14]
sns_3_Indiv: []
---
sns_1_Indiv: [66, 11, 16, 19, 104, 82, 54, 29, -13, 41, 56, 24, -44, 22, 46, 16, 79, 59, 105, 107, 30, 44, 53, 35, -51, -3, -26, 2, 0, -8, -1, -9, 11, 7, 17, -11]
sns_2_Indiv: [-90, 0, 0, 0, 409, -28, 0, 0, 81, 0, 0, 0, -32, 19, 203, 0, -3, 0, 0, 0, 5, 0, 0, 0, -5, 18, 34, 11, -1, -1, 20, 2, -11, 3, 21, 8]
sns_3_Indiv: []
---
sns_1_Indiv: [-32, 12, -14, 10, 79, 48, 37, 5, -16, 35, 46, 23, 9, 9, 49, -7, 87, 67, 135, 92, 38, 50, 55, 31, -33, -2, -16, 5, -2, -11, 6, -2, 5, 5, 21, 10]
sns_2_Indiv: [229, 0, 0, 0, 492, 296, 0, 0, 84, 0, 0, 0, 20, 25, -4, 0, 119, 0, 0, 0, -4, 0, 0, 0, -4, 24, 46, 10, -5, -1, 14, 7, 26, 4, 17, 15]
sns_3_Indiv: []
---
