sns_1_Fast: [23, 19, 22, 42]
sns_2_Fast: [77, 20, 16, 18]
sns_3_Fast: []
---
sns_1_Fast: [10, 9, 18, 28]
sns_2_Fast: [67, 34, 9, 26]
sns_3_Fast: []
---
sns_1_Fast: [18, 13, 13, 27]
sns_2_Fast: [73, 32, 19, 23]
sns_3_Fast: []
---
sns_1_Fast: [3, 12, 11, 26]
sns_2_Fast: [-3, 30, 12, 26]
sns_3_Fast: []
---
sns_1_Fast: [25, 17, 22, 33]
sns_2_Fast: [-3, 31, 9, 17]
sns_3_Fast: []
---
sns_1_Fast: [18, 11, 16, 30]
sns_2_Fast: [-23, 22, 11, 14]
sns_3_Fast: []
---
sns_1_Fast: [16, 16, 18, 38]
sns_2_Fast: [1, 24, 10, 17]
sns_3_Fast: []
---
sns_1_Fast: [11, 13, 16, 36]
sns_2_Fast: [-17, 30, 14, 30]
sns_3_Fast: []
---
sns_1_Fast: [19, 27, 18, 31]
sns_2_Fast: [10, 36, 13, 26]
sns_3_Fast: []
---
sns_1_Fast: [26, 18, 19, 28]
sns_2_Fast: [72, 30, 10, 20]
sns_3_Fast: []
---
sns_1_Fast: [18, 14, 15, 31]
sns_2_Fast: [89, 38, 11, 31]
sns_3_Fast: []
---
sns_1_Fast: [4, 14, 15, 34]
sns_2_Fast: [75, 29, 7, 20]
sns_3_Fast: []
---
sns_1_Fast: [25, 25, 25, 48]
sns_2_Fast: [5, 40, 15, 31]
sns_3_Fast: []
---
sns_1_Fast: [9, 17, 20, 34]
sns_2_Fast: [-6, 21, 12, 31]
sns_3_Fast: []
---
sns_1_Fast: [19, 25, 23, 38]
sns_2_Fast: [4, 41, 17, 22]
sns_3_Fast: []
---
sns_1_Fast: [22, 22, 19, 36]
sns_2_Fast: [-2, 20, 12, 25]
sns_3_Fast: []
---
sns_1_Fast: [23, 25, 19, 38]
sns_2_Fast: [4, 50, 16, 22]
sns_3_Fast: []
---
sns_1_Fast: [7, 15, 10, 26]
sns_2_Fast: [-9, 27, 12, 18]
sns_3_Fast: []
---
sns_1_Fast: [19, 17, 13, 32]
sns_2_Fast: [70, 40, 12, 26]
sns_3_Fast: []
---
sns_1_Fast: [22, 17, 16, 36]
sns_2_Fast: [81, 27, 11, 19]
sns_3_Fast: []
---
sns_1_Fast: [19, 19, 15, 34]
sns_2_Fast: [87, 42, 12, 26]
sns_3_Fast: []
---
sns_1_Fast: [8, 14, 12, 34]
sns_2_Fast: [-8, 36, 11, 24]
sns_3_Fast: []
---
