1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
6030.0654,4974.0537,5251.199,4724.3896,2200.7913,4676.831,5214.456,6905.5137,4523.3286,1802.3584,4975.2573,6591.751,4211.019,4848.7417,4752.992,4853.971,6955.5054,5102.8467,2191.3054,4739.852,5664.7256,3826.35,1696.5919,5056.4365,4343.6963,2013.0236,4455.2476,4511.6973,5590.626,5102.0303,1608.1827,3834.9028,-44.149696,1940.5392,105.16224,4800.2344,4705.9424,4766.9604,5058.5737,5353.731,6036.128,5051.252,5268.918,5226.071,5340.0127,4961.866,4765.814,6628.5312,4657.4336,4886.1484,5297.715,2742.4707,2730.6006,4821.4326,4978.5625,2288.628,3930.9202,-52.11764
6348953.0,4483679.0,5301729.0,4039629.5,892249.75,4319789.5,4712592.0,8343527.0,3814529.2,478978.56,4788161.5,7483305.0,3100990.0,4129505.0,3984536.2,4821067.0,8467258.0,4636536.0,797520.1,4054403.5,5799607.0,2918529.2,423446.25,4355869.0,3190682.0,660680.7,3381147.5,3647008.0,5503458.0,4487832.5,422782.97,2704405.8,941.7648,637163.0,4499.462,3996837.2,4028765.0,4393556.5,4693877.5,5396297.5,6263738.5,4507902.0,5096442.0,5092566.0,5430875.0,4600084.0,4121952.0,7618257.0,3898854.2,4541009.0,5111692.5,1284651.4,1347713.2,4232558.0,4983672.0,938819.5,3053910.0,1161.7778
-1.2761425,-1.197029,-0.90530753,-1.6392139,-0.87459016,-1.3587679,-1.4904572,-0.7347958,-1.0918351,-0.9343943,-1.49381,-1.3851546,-1.1153247,-0.93510866,-1.0648957,-1.333601,-1.1103138,-0.91355664,-0.81304574,-1.5581266,-1.1364396,-1.067751,-0.85878044,-0.71638304,-1.022802,-1.2204288,-1.1083932,-0.75265425,-1.286377,-1.3862844,-1.1533059,-0.81322277,-1.0744318,-1.00205,-1.5289577,-1.3150823,-1.435799,-1.0969148,-1.1367605,-1.4765775,-1.1527117,-1.1360605,-0.982206,-1.0312463,-1.1458832,-0.9650956,-0.9045948,-1.3588747,-0.88815,-1.8485073,-1.1648093,-0.7991245,-0.82566047,-0.9803251,-1.0268568,-1.3935148,-1.2201676,-0.8024877
-30.548859,-30.60586,-30.6348,-30.660717,-30.681894,-30.679583,-30.705769,-30.74897,-30.795744,-30.89639,-30.953215,-31.009953,-31.103086,-31.213964,-31.212227,-31.224537,-31.229887,-31.261105,-31.281713,-31.300772,-31.3243,-31.36867,-31.394579,-31.473143,-31.510117,-31.525759,-31.592518,-31.644356,-31.66589,-31.677681,-31.666584,-31.689798,-31.819176,-31.87105,-31.866886,-31.909,-31.916002,-32.00001,-32.0847,-32.168266,-32.186,-32.232773,-32.338203,-32.378193,-32.420673,-32.446285,-32.498013,-32.522415,-32.531124,-32.60001,-32.643837,-32.66406,-32.673,-32.77376,-32.790195,-32.834076,-32.868183,-32.89886
0.7438940363011615,0.7534176019443997,0.7636291611843662,0.7669042242103601,0.5884352953499341,0.7704852182395541,0.7878287062015066,0.7704228521397283,0.8001117376550604,0.5363627858502311,0.7725949903552871,0.7777632297178889,0.7570997301895277,0.7611452861124701,0.7917399783599588,0.78108923442302,0.7455895327027353,0.7816206572706357,0.6374643204495736,0.7297977058130287,0.7879721669596647,0.7486601735126333,0.5036211452983745,0.8026561996137243,0.7377065887846479,0.6208003045902293,0.7461048489900357,0.7728484813946699,0.7656991351132734,0.8514289243902051,0.49574485001855667,0.7708071621602774,0.0,0.6223547749462508,0.5773993986073136,0.8294078852985161,0.7915754479734811,0.7633417714540873,0.8639348256899839,0.7620730989008717,0.8687659509994727,0.8501852544625954,0.8487731211512215,0.7918660215587061,0.8517218390452435,0.7951006308983266,0.8311196755459902,0.8106256694721108,0.8074966892024662,0.8290704903170252,0.8305070643972499,0.6933238381220399,0.695788703707052,0.7861687004183018,0.8380380050582119,0.5902448486728114,0.8143729731008409,0.0
0.10969841116768975,0.09589021955217625,0.08821900198800203,0.06520534929547983,0.08438339320591515,0.07441081037248876,0.08284914969308033,0.10202719360351553,0.05753413173130573,0.036054722551618235,0.09358885428292418,0.1181367504882811,0.06060261875697537,0.05676700997488826,0.061369740513392834,0.0889861237444195,0.10893128941127217,0.06673959280831454,0.042958818359374984,0.06290398402622766,0.12273948102678556,0.09052036725725443,0.03989033133370534,0.06443822753906248,0.06367110578264501,0.026082139718191732,0.07287656685965382,0.07210944510323658,0.09435597603934143,0.055999888218470906,0.04219169660295752,0.13884903791155123,0.0,0.03375335728236595,0.019178043910435205,0.055999888218470906,0.06980807983398418,0.06904095807756694,0.06290398402622766,0.16186269060407354,0.08515051496233239,0.0659724710518973,0.0659724710518973,0.07901354091099322,0.07594505388532358,0.07287656685965382,0.05139715767996633,0.09819158482142842,0.08975324550083708,0.08745188023158479,0.06673959280831454,0.0659724710518973,0.07287656685965382,0.055999888218470906,0.09742446306501107,0.06904095807756694,0.047561548897879335,0.0
0.6701066601289685,0.6629894686418543,0.6590300724805442,0.6696453154069912,0.5860281065451476,0.6959923941781079,0.6752965965036157,0.6705355875225756,0.6992636082084216,0.485570497066389,0.6957169487528705,0.663564232068341,0.6741146643064968,0.6786650265663661,0.6679935057197612,0.7020649447486247,0.666131061295586,0.6817742138759519,0.5888865958539271,0.673037618045754,0.67111889570142,0.7124047422498343,0.4767852932199723,0.6751431025510213,0.6693374646376085,0.5903849115885618,0.6661796693118043,0.6637748668052872,0.6616941177402258,0.7567110928435308,0.4835383560175459,0.6575564921861154,0.002979565933003858,0.5804416481210386,0.7071499951868958,0.754484519729814,0.7446137248702969,0.6792397899928528,0.7491888345545972,0.6636452454287052,0.7470594774733175,0.746031039228793,0.7514640156845318,0.7401853260672948,0.7436262367222759,0.7389624557578971,0.7328088918270161,0.7253923823386521,0.7232706951613124,0.7188823596221705,0.722598715702389,0.6447632841621704,0.7059109222054252,0.7251817476017064,0.7502334754711941,0.5539811506454129,0.7406952788054904,0.0011904649652523247
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001700417703447421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005919056617922358,0.0,0.0,0.0,0.0021131544092067855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004170030898255739,0.00301197127714925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012066676373247986,0.0,0.0,0.0,0.0,0.0
-0.038063240534318865,-0.027083868918331255,-0.03686510566512702,-0.048265746755006056,0.0,-0.015999611365967503,-0.04193395343132522,-0.048062769937775585,-0.022744141395407702,-0.008574569109470964,-0.012687447239150274,-0.053115427016125594,-0.06692087061252217,-0.022776546739553538,-0.03867894207308442,-0.02059858164205508,-0.041107605171388784,-0.0489053208697845,-0.00597533453808019,-0.05800604538952303,-0.04853265941211049,0.0,-0.002947160588858466,-0.045698917527762006,-0.05198210283522453,0.0,-0.0542086759489413,-0.049091220166524785,-0.047731058576604646,-0.05737412919445983,-0.0038135721126550948,-0.036112112845839484,-0.008728051077840249,0.0,-0.05047611719665035,-0.0677872821363188,-0.024192974265406342,-0.016412348071726868,-0.062410583600738256,-0.016072091958198698,-0.05722064722609055,-0.041804332054742765,-0.05377120380297651,-0.06712297258133493,-0.045439674774597094,-0.0679083707447683,-0.06869376890820078,-0.04415198179268387,-0.032225185292535485,-0.03681649764890871,-0.06360104856598969,-0.004404538211214337,-0.0068007959653737515,-0.054929263424083,-0.017950739054446885,-0.004202436242401575,-0.00932756192875761,-0.008728051077840249
