1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
11438.689,13533.133,10073.115,8455.918,10570.076,9010.285,10789.593,13162.242,16535.377,18188.76,9331.151,18171.875,7331.0474,12314.612,10776.103,16558.895,10429.775,11736.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9923081614545359,0.8727765079287066,0.9161849053350248,0.9403225524663019,0.8437364733228248,0.8113919718540938,0.933827956590285,0.8335025334554429,0.8906889694980797,0.8876291912521153,0.880999000612513,0.9321064274923874,0.9688171178056884,0.9170384593889487,0.9554232955471265,0.8678839529473172,0.8828936752338015,0.9936408856778431
0.22169818760463167,0.3183555289132255,0.22399955287388396,0.13271206386021206,0.2807665628487723,0.20328726545061382,0.24394471854073663,0.28230080636160715,0.35671161673409607,0.30915006783621657,0.19561604788643971,0.3413691816057477,0.1864105868094308,0.24547896205357145,0.21095848301478803,0.3060815808105468,0.18871195207868308,0.2661912494768415
0.8681080106744163,0.7685082679670963,0.8330891467613926,0.7869851624318116,0.7248252888161053,0.6996763449141805,0.8034299158476834,0.7056278068762483,0.7664513914780473,0.8140042086776269,0.7716012526046097,0.7827102455971793,0.8486188806372494,0.8024748210595831,0.7704107876393573,0.7505089208964315,0.7821755574187779,0.8711037792794927
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0008587536040813859,0.0,0.0,0.0,0.0,0.0,0.001004577652736316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.053115427016125594,-0.03619312620620363,-0.05505888480066545,-0.05484825006371885,-0.028978718686652805,-0.019213684611929516,-0.06821622151415063,-0.06312350117193954,-0.052832311686948685,-0.026784550917081873,-0.008218110323869432,-0.09094416023748586,-0.07717965475336808,-0.029699306161794503,-0.061965441550833056,-0.03020924691576532,-0.05501027678444714,-0.07258068447727961
0.0013363009981319784,0.0,0.0,0.0,0.002656387339966315,0.0006481188671356719,0.00105318566895507,0.006016284634583702,0.004413082963572457,0.008105566467778047,0.009910870107602499,0.0073849789926363485,0.00095596963651845,0.008599316533901114,0.004494096323936159,0.0003974088821041555,0.00637274342018479,0.0
-0.012865688616175763,-0.015124655089812755,-0.014436484943041616,-0.010509494125876984,-0.014436484943041616,-0.01748939433246921,-0.023926073592527075,-0.01158654038661977,-0.015221883106474543,-0.014436484943041616,-0.0007205874751416985,-0.012865688616175763,-0.026217457394534627,-0.004339727522923553,-0.012809410696017487,-0.016720198841109202,-0.006744530029440643,-0.023610552919204775
0.03612729925400071,0.06631487149923121,0.05808813253380274,0.02644594383170018,0.05451083820376157,0.05764097074254737,0.04145016784685618,0.009813341685924737,0.05306158428806018,0.03373658380449518,0.017343736464279225,0.020619347906036367,0.027462826087575998,0.01826634281756645,0.01534361726447564,0.05933534200497936,0.0,0.05983370679661659
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027970618469472353,-0.005962647238376029,-0.019174159039423433,-0.022285436397691427,-0.02965556214164522,-0.005294585822078535,-0.024115858972835635,-0.020821392350560686,0.0,-0.0277402912541711,0.0
0.0008149272935640273,0.0,0.0,0.0,0.0,0.0,0.0023249396316384896,0.024495755706542166,0.007597998589994104,0.018239990305947806,0.020516993037964948,0.025718146646888096,0.007070692694158387,0.021164141182854035,0.019030949149700938,0.0,0.024208134308813634,0.0
-0.01572330307582348,-0.04012318498312273,-0.03703125495754156,-0.0141174169385061,-0.023057648717899504,-0.02789927557966232,-0.018359832555001177,0.0,-0.025814020446130792,-0.006303702300215708,0.0,-0.007885619987722414,-0.011385013660085486,0.0,0.0,-0.032189628095778744,0.0,-0.03710316030697358
