1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
19536.824,19290.701,20741.434,22497.746,1326.3237,3567.8318,22290.611,18947.84,2655.0156,1824.3096,1606.1313,21896.043,6215.1094,14651.551,13840.801,2202.631,6030.4277,8906.771,3842.4106,15248.162,17692.729,-874.1356,962.1225,22873.371,13299.323,1810.1956,21146.773,18872.29,15650.686,9191.407,1074.2114,10402.297,1991.0469,-281.89105,-379.72522,3490.6565,10883.763,2231.646
126766530.0,97662470.0,143993000.0,201099890.0,245033.34,2481811.2,186986500.0,107683160.0,1043560.5,436492.7,423031.44,173099300.0,6050313.0,53062530.0,35455056.0,795546.06,5782524.0,13213499.0,2409299.0,54926744.0,74488980.0,89482.91,193912.62,183107020.0,34656870.0,446746.78,137365950.0,92536210.0,45459420.0,15192225.0,186355.53,18923184.0,639876.9,21715.467,18442.732,1792708.0,27971076.0,808264.7
-0.1434219,-0.17970851,-0.120272756,-0.16106863,-0.19616574,-0.17681494,-0.1531474,-0.13394846,-0.24379338,-0.25096586,-0.046735678,-0.0769902,-0.06674201,-0.13537388,-0.13433729,-0.19141142,-0.21639489,-0.094210796,-0.108104564,-0.116854675,-0.03454475,-0.051148005,-0.4965063,-0.09088663,-0.18892054,-0.10592861,-0.050445728,-0.11468705,-0.20415036,-0.14146103,-0.025635425,-0.06635721,-0.14029887,-0.42203036,-0.5188556,-0.20588799,-0.1180175,-0.16774602
-5.198542,-5.210032,-5.212424,-5.190536,-5.197472,-5.1567674,-5.14533,-5.144549,-5.1634793,-5.173288,-5.160212,-5.1592546,-5.2005525,-5.229919,-5.250157,-5.249988,-5.2989717,-5.311935,-5.3064475,-5.305177,-5.314977,-5.3354926,-5.3496757,-5.3650107,-5.4,-5.375136,-5.3608937,-5.359033,-5.372435,-5.345323,-5.37289,-5.389483,-5.374721,-5.2937875,-5.3179545,-5.3143296,-5.3029437,-5.2877593
0.8732908643773837,0.8856490909933404,0.8531356579268831,0.9135981870662314,0.37545787372816886,0.8208592347683225,0.9352173112923757,0.9151168858755058,0.8069014019703439,0.545545866299825,0.7566822706204227,0.8353217085752528,0.8807815386375571,1.1096301962370956,0.8815299318354682,0.9533326967931642,0.9365668912183386,0.9622655637011143,0.744685317898052,0.9108789876567039,0.8493811438031281,0.18295100066075365,0.6889171955910963,0.9747257673181381,0.9179432126396895,0.4406245485503333,0.8894027623319626,0.9285212897696237,0.9298284495105701,0.819104087907906,0.38229464036809546,0.8327175025149541,0.6407585802480366,0.3088580427877071,0.2568876507532597,0.7186140407437936,0.8315488404641619,0.7270698912665886
0.30915006783621646,0.32832811174665166,0.31682128540039056,0.304547337297712,0.06290398402622766,0.05830125348772319,0.3705198083496092,0.30378021554129453,0.09972582833426336,0.06520534929547994,0.07057520159040165,0.3720540518624441,0.12120523751395085,0.36898556483677436,0.27002685825892847,0.0368218443080357,0.11046553292410699,0.13654767264229895,0.036054722551618235,0.3260267464773995,0.31912265066964274,0.07441081037248876,0.046027305385044626,0.36131434727260026,0.23704062273297988,0.06980807983398418,0.3766567824009486,0.325259624720982,0.2907391456821985,0.22016394409179674,0.04832867065429669,0.19331468261718743,0.04372594011579245,0.05983549700055801,0.08208202793666275,0.0813149061802455,0.29380763270786825,0.044493061872209694
0.8360201046781781,0.8336391627634487,0.8480117118666173,0.857816821189425,0.4927115491452905,0.7517309163574111,0.8618248253669534,0.8980017489010836,0.760977464925805,0.5520129454364424,0.46397587053972966,0.8411614330366071,0.7575365542708239,0.797632810702404,0.8184658996574177,0.6189824240651829,0.8857671016315529,0.868059402658198,0.7032468649615189,0.860010988958996,0.7909607612651941,0.4032733745463799,0.6371924058727938,0.8975156567546758,0.8427970400517637,0.437636461672553,0.847720063769307,0.8865524997949858,0.8970219186727775,0.7583466998586874,0.41726471743951654,0.782022063466183,0.5854695457907337,0.44595178802885904,0.4803882186114561,0.6235003809809068,0.7510512789787729,0.6440503546067435
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0012066796215499664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004299652274838195,0.0,0.0,0.0,0.000210634736945714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003910788145091715,0.002979565933003414,0.0,0.0,0.0
-0.16465816889566653,-0.17405054151271493,-0.17628564739456465,-0.19147512515689336,-0.0010284382445249207,-0.007360231568205755,-0.1812973543764116,-0.14818101013564888,-0.015019781137660893,-0.007934994994692524,-0.005173733702574346,-0.217555291270906,-0.10920275006131508,-0.15703102467035635,-0.1665530186639872,-0.016169307990635318,-0.09305731464669265,-0.08284713852206504,-0.004186233570329101,-0.20189593601846667,-0.18622037809395486,0.0,-0.0019349130321817398,-0.16725740346705642,-0.14354963451541547,-0.000259242753164024,-0.22058346522012773,-0.19332902482871095,-0.1574437613761157,-0.1250889427227726,-0.0018786470962481872,-0.11319455156677005,-0.0018138364079574032,0.0,0.0,-0.06247539428902904,-0.1426022096312547,-0.009788894666510117
