1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
20399.443,11930.574,22633.08,10628.987,4684.426,7637.8306,21558.062,21524.82,5016.165,3350.8315,2974.2698,22040.81,19920.084,22257.396,11239.92,21765.373,23530.016,15387.102,17426.137,21452.979,21014.08,1333.1746,2665.278,20649.725,22593.385,2445.4521,23360.559,21230.69,12431.713,23305.785,2313.705
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9804277471874705,0.9059973654713429,0.8291839619708752,1.050553182445344,0.8646127760972133,0.9455069452106155,1.0006014949108923,0.8487354533379259,0.9157416471765774,0.8167109292912749,0.6708507618601034,0.9163698030288783,1.0604517874726704,0.8376780187530231,1.0388792973572065,0.8256273150677391,0.8319000711682489,0.9972809214877285,0.9528845926202034,0.9845210609346045,0.8882183448813268,0.3848935790213144,0.709494801268008,0.9880837946192547,0.9870230090654588,0.795038335030595,0.8563454285157843,1.0092932316280743,1.0330496589509557,1.0040411819661565,0.584559677684738
0.32679386823381695,0.22553379638671878,0.34597191214425216,0.1710681516810827,0.0813149061802455,0.23627350097656252,0.35978010375976566,0.3820266346958705,0.06520534929547994,0.061369740513392834,0.1127668981933595,0.3298623552594867,0.33906781633649563,0.3567116167340959,0.194081804373605,0.3022459720284598,0.3866293652343749,0.2853692933872768,0.3221911376953125,0.3237253812081473,0.31528704188755585,0.04065745309012281,0.06597247105189741,0.3045473372977121,0.300711728515625,0.059835497000558235,0.3574787384905135,0.3574787384905135,0.21019136125837068,0.30531445905412946,0.05906837524414066
0.8809660293866521,0.7849368187108956,0.7438368714592221,0.8993781131630763,0.7757789414225806,0.8334046674347149,0.836805502841611,0.7544521143856686,0.8320197584203646,0.7128660749875868,0.5880525776900511,0.816595785329302,0.806733535222143,0.733958406695765,0.8992484917864942,0.7347523496115556,0.7413186502481954,0.89945912652344,0.8771515824255793,0.8559381740931769,0.7856412035139648,0.5127754426089446,0.6077199371200184,0.8978883301965745,0.8917833742819119,0.7071252477624652,0.7465333220630486,0.8838321766151465,0.8996049505720953,0.8836215418782007,0.49362656868530586
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0006395741147775524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007117191487114205,0.0001782293928007661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1696946113177189,-0.09902497928083331,-0.17450421633075308,-0.10375357093350335,-0.028881502654216185,-0.10283855139348841,-0.1488853949387181,-0.17035038810456982,-0.01700331417028611,-0.011206209025006686,-0.005270949735010966,-0.1672736061391289,-0.18414729893283344,-0.13234342549040878,-0.08675792666715676,-0.13268368160393695,-0.1604156574051796,-0.14793030015061692,-0.1366916857814653,-0.1627880545675504,-0.16946777390869983,0.0,-0.0026316399155357217,-0.1574360914721753,-0.15470723552420296,-0.0058619038493459286,-0.18638240481468227,-0.15831017289991234,-0.10594773870307428,-0.15818908429146283,-0.004105220209964955
0.012064962629088072,0.009910870107602499,0.013668164300099317,0.004558907012227387,0.007603283633522029,0.009910870107602499,0.000842550932008912,0.0028746919808519955,0.0013687063422773704,0.0031825427502347736,0.0006805242112810639,0.0003888641297464801,0.005983867306213142,0.011611287811050364,0.009975680795893727,0.012461496662774518,0.00901204125543531,0.005781777321625103,0.012194584005670084,0.01004049148418451,0.013837860924766687,0.0006805242112810639,0.00090736162030014,0.002056888473273677,0.00076153757164521,0.002559171307529695,0.00612970333909324,0.0012714903098407504,0.00076153757164521,0.0008263482599359939,0.0014659223747139905
0.0,0.0,0.0,0.0,0.0,0.0,-0.00016968464044264664,-0.00029930601702510273,-0.00029930601702510273,0.0,-0.0010847041804575852,-0.001165729525046455,-0.0018701143281156796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024372078506624817,-0.0015298462303623417,0.0,-0.0018701143281156796,0.0,0.0,0.0,-0.00029930601702510273,-0.001084716164682753,0.0
0.030842141022180858,0.020200468885557932,0.031321650633300724,0.007356633104607102,0.01371523913385575,0.03016871706471269,0.030691299578038844,0.030502747772861216,0.002141533053686917,0.0031584153095627343,0.00458881404474587,0.02397980766012342,0.02543442411699548,0.033444328506469834,0.01388900080760358,0.02991010707863495,0.029844113946822848,0.022445705432092566,0.04147845061763267,0.01867579424778576,0.029664989731904345,0.013249222162083019,0.012566370614355726,0.028968645544830363,0.02724599151162188,0.006443454341579002,0.02787227751779575,0.03197621941025108,0.01150771294835673,0.027693153302876805,0.001882923067609621
-0.005581478578932764,-0.0052757306415607275,-0.004786799831768995,-0.007266422251106075,-0.0008943235825102924,-0.0037510560037889995,-0.006664353966620684,-0.007539822368613169,-0.004532248503192449,-0.00383590431611891,-0.0008848959922511668,-0.0097190657833357,-0.010147378785660077,-0.004207645385303049,-0.006456946980925693,-0.004475682961639471,-0.007054950216322631,-0.007732439222878806,-0.003332176983310564,-0.008236166555687152,-0.0070360950358048235,0.0,0.0,-0.006349178438989966,-0.008321014868017063,-0.0008000476799212564,-0.00842471836086478,-0.006198336994847953,-0.007388980924471156,-0.007332415382918178,-0.000809475270180382
0.007286408742454897,0.006543386798322892,0.0054408381070305545,0.00790958843753331,0.0037151097206595818,0.005536711906273251,0.008317052084315213,0.008532768132611501,0.006974818894915691,0.005656554155326843,0.004122573367441484,0.009803095972579001,0.010378338768036066,0.0054648065568412285,0.007957525337154658,0.005896238653433805,0.00824514673488319,0.008604673482043745,0.004697816162898549,0.008508799682800827,0.00824514673488319,0.0,0.0,0.00802943068658668,0.009155947827689914,0.0034754252225526194,0.008916263329582952,0.007717840839047474,0.008412925883558131,0.008125304485829599,0.0038109835199025
-0.02667688463931639,-0.014405038336234632,-0.02924150876906184,-0.005297027408166066,-0.004913532211194838,-0.018839201551215323,-0.02303368026808883,-0.02797118092909434,0.0,0.0,0.0,-0.021691447078689308,-0.02684466378799133,-0.0273959381336375,-0.011049455362735605,-0.024375913457488574,-0.026868632237802004,-0.0184317379044332,-0.027659591081555357,-0.022793995769981867,-0.03137470080221472,-0.004601942363655631,-0.0034993936723630714,-0.022434469022821313,-0.02164351017906796,0.0,-0.027587685732123113,-0.027539748832501765,-0.007070692694158387,-0.02286590111941389,0.0
