1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
20371.934,18.928295,22948.137,22021.533,1780.3176,2905.9836,14767.84,17603.0,4337.507,1952.7452,2196.3684,19620.312,6845.3184,21427.707,10891.727,6471.377,22150.371,22117.803,4576.9194,20437.871,15510.659,3193.6172,1640.2042,23076.416,16489.83,3318.4683,21968.352,8549.943,21997.771,22368.771,1921.4336,10955.214,4194.714,2096.2158,1686.0806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9606447240158862,0.015001177381665565,0.9599989633185895,0.9288636712298171,0.6145034120599446,0.8775603436279671,1.0706770653817428,0.815677627897087,0.8982159771617555,0.5739378225492953,0.6399978496122094,0.891184527156156,0.8217838871124761,0.8699909157792745,1.0237421740514838,0.9296599158947116,0.9157621081267457,0.8666900073425419,0.8702203406209763,0.8661195354504403,1.0342462733753184,0.8299224758541743,0.5021547225780305,0.8200830530717278,0.8399816782706924,0.7658094697335733,0.9500185144905906,1.0058568688919447,0.9483175868070499,0.9224464243004311,0.6296012522142009,1.0390984683131268,0.7797749812405397,0.7138698393564724,0.5422759770381185
0.30531445905412946,0.0,0.3060815808105469,0.31145143310546874,0.034520479038783414,0.03375335728236606,0.2661912494768415,0.3429034251185826,0.04986291416713173,0.04832867065429691,0.05523276646205355,0.3145199201311384,0.19561604788643983,0.3452047903878348,0.2424104750279018,0.25852003191266737,0.3275609899902344,0.39890331333705353,0.08668475847516743,0.3122185548618862,0.28997202392578125,0.0874518802315849,0.04142457484654016,0.3022459720284598,0.28997202392578125,0.06673959280831476,0.3145199201311384,0.1050956806291854,0.3221911376953125,0.34443766863141745,0.06673959280831476,0.17030102992466523,0.0774792973981584,0.052931401192801264,0.06443822753906259
0.8386431998413557,0.00561120584853958,0.8819211241747524,0.8409755337398668,0.532637234103785,0.8048710907979673,0.8992646944585667,0.7239750679801564,0.8113563660900183,0.48533511490501224,0.5593245689884299,0.7755444460938468,0.7015387893383562,0.738598327068356,0.8889086942852846,0.8177205647578449,0.7973897706213124,0.7603140302192393,0.7883129066933607,0.7577071257439094,0.8990301871456081,0.7542329348963648,0.43436524764223927,0.7110283779878417,0.730922574826828,0.6837253295802066,0.8044259487480625,0.8687475847891943,0.8105309046627251,0.8047175968453724,0.5769435846974815,0.899183681098203,0.7010364945198755,0.6045945591225848,0.502492797876311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0017652283917390932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004348260291056505,0.0,0.0,0.0,0.0009474248841607746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003271214030313274,0.0035304567834781864
-0.14656160579256472,-0.009359967272903447,-0.11064392501159848,-0.1715084477256763,-0.0011333121966758952,-0.012258519845543603,-0.120627263727207,-0.1718077657269257,-0.017068124858576894,-0.009821311994881121,-0.0065910360768457465,-0.17056102284151553,-0.13787361797858466,-0.15393804003284295,-0.1411362872565407,-0.08688754804373922,-0.16028603602859715,-0.18363734619463745,-0.007246812863696661,-0.203482935017405,-0.1583263755719848,-0.035820464748529623,-0.004040409521674171,-0.1641806215016164,-0.15758958542477064,-0.0032388086861683263,-0.16971081398979138,-0.079001161065265,-0.15486926224493125,-0.18551599329088564,-0.005724624553049118,-0.09429638762816328,-0.0062993879795358865,-0.0005909660985601306,0.0
