1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
4587.0664,5282.444,5137.1675,4850.116,1880.7255,4470.626,5542.1816,6661.1157,4804.162,-6.1265182,5998.6475,6509.9707,4800.525,4889.636,5181.802,4672.2314,6810.8945,4624.2207,4073.5095,5386.7095,5337.214,2613.5068,1561.4967,4963.0693,5205.711,2362.6914,4935.1924,4922.261,6001.7295,4717.711,1512.0686,5480.324,4179.4805,1986.0052,1211.043,-2223.5432,5406.744,4707.594,4990.8525,2090.6606
3654688.8,5176917.0,4776621.5,4178026.0,568719.25,3990351.0,5703804.0,7325277.0,4515204.5,308.16278,6802279.0,7496524.0,4081846.2,4299950.5,4787908.0,4505104.0,8159318.0,3836839.2,3124548.2,5218052.0,5113621.0,1043321.75,375657.78,4385082.0,4913585.0,924663.25,4267752.0,4286956.0,6188661.0,3927195.0,351862.38,5445415.5,3394240.5,689550.4,193408.45,609147.75,5542797.5,4033812.0,4411499.0,690128.75
-1.310135,-0.74410915,-1.1649276,-1.4225891,-0.897186,-1.2622536,-0.27234173,-0.9075515,-0.5926351,9.953513e-08,-0.9550326,-0.9726315,-1.3182526,-0.9341519,-0.9989691,-0.9479627,-1.0710946,-0.5493875,-0.86144763,-1.3821979,-7.047293e-08,-1.0370241,-0.7222643,-0.3909552,-0.62758857,-1.1950797,-0.9599553,-0.6716983,-1.031261,-2.1499358e-07,-0.67073023,-0.5731263,-0.28289375,9.997795e-08,-0.8801317,1e-07,-0.0044305394,-0.8509329,-0.7198926,9.999978e-08
-30.649311,-30.871468,-31.044598,-31.298204,-31.294752,-31.317123,-31.432919,-31.61806,-32.017937,-32.06684,-32.35859,-32.45009,-32.63267,-33.17696,-33.196148,-33.205097,-33.272236,-33.38722,-33.387398,-33.350445,-33.343964,-33.580082,-33.706516,-33.825874,-33.99518,-34.09215,-34.318962,-34.308105,-34.46264,-34.460285,-34.464245,-34.818935,-35.11387,-35.125355,-35.23904,-35.235737,-35.216427,-35.547237,-35.833164,-35.89513
0.8120675577808117,0.7936041020201837,0.8346602861209053,0.8252517138268957,0.5597493943747079,0.8317470588452528,0.8305147196955395,0.8173469511381483,0.8073334464043856,0.0,0.7885474848662796,0.8118076990315372,0.767817311669636,0.8054969239572595,0.8857917791984603,0.8186229278291813,0.8680003977598302,0.8312266858471559,0.7699883261716843,0.8514527798916026,0.9045999340783965,0.8596403438137951,0.5299993601158527,0.8775422237476121,0.866345542330215,0.6524656851168241,0.8844476305544641,0.8743220353980415,0.882838285522019,0.8593808596356903,0.541625487379799,0.8714735152920282,0.7896650179523496,0.6282423548303809,0.6669380850597629,0.09703909956304618,0.8180149988200675,0.8013744873016487,0.9111364819254671,0.6717298803963884
0.05906837524414055,0.08668475847516743,0.07978066266741068,0.07671217564174104,0.04372594011579245,0.05906837524414055,0.09895870657784589,0.08975324550083685,0.08591763671874986,0.0,0.10432855887276771,0.1219723592703682,0.07364368861607129,0.07671217564174104,0.10202719360351553,0.0659724710518973,0.0928217325265066,0.04986291416713173,0.09665734130859371,0.07671217564174104,0.0813149061802455,0.04679442714146209,0.024547896205357134,0.06904095807756694,0.08208202793666275,0.0659724710518973,0.06290398402622766,0.07671217564174104,0.12504084629603796,0.05753413173130573,0.027616383231026664,0.11353401994977663,0.08745188023158479,0.05830125348772319,0.05369852294921862,0.0038356087820868856,0.16032844709123872,0.06060261875697537,0.06980807983398418,0.026082139718191844
0.6675560335737964,0.674721833077129,0.6660662506072947,0.6777176016822057,0.4901046566541858,0.7033040177300953,0.6735561035520825,0.6756206499450714,0.6935875916715908,0.0038783828009461008,0.6880898045275607,0.6572486414167327,0.6692564512772443,0.6639855015422333,0.7445412562622908,0.6826892334159673,0.7474807469472093,0.6609573275930112,0.6750620891906571,0.7378939422652873,0.7447032829830187,0.6753290018477616,0.4668343598485092,0.7303878866484266,0.7346627914988337,0.5669926633102431,0.7314649329091694,0.7405818601009808,0.7206961960301279,0.7234813298982581,0.46670473847192717,0.7212223514403964,0.7071337925148229,0.5306784484955909,0.6815797818110787,0.06104275210687837,0.6648357103939571,0.6713696056864515,0.7421850617719925,0.5724580451101278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00281753921227601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005708421880975756,0.0,0.0,0.0,0.0004860921464082679,0.0,0.0,0.0,0.0,0.0,0.0,0.0004212814581165958,0.0036029373757084926,0.004793402340960817,0.0,0.0,0.0,0.0,0.0
-0.03899446274640628,-0.027853064409691264,-0.03628179748628213,-0.05342327778550793,0.0,-0.015432517843420257,-0.04013631969544029,-0.04707528178975373,-0.021157142396469375,-0.008809064438204395,-0.013715897467899474,-0.05257306893378466,-0.061713856717383386,-0.023140663444869425,-0.03982846892605796,-0.02128676377305183,-0.04054905640119966,-0.04828961933101894,-0.005076505685913446,-0.0574636873071821,-0.048062769937775585,-0.017642888285063663,-0.0035867347036360187,-0.04372305439907631,-0.05171431532970239,-0.0006881821309967506,-0.05366631786659948,-0.04748800651128793,-0.04594962751279308,-0.056127386309049676,-0.0019349130321817398,-0.037277830386661215,-0.008785203846416678,0.0,-0.09555933318564591,-0.055892890980316245,-0.025610288623902022,-0.01685749012163118,-0.0608397872738724,-0.008785203846416678
