1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
13260.41,19958.066,22625.492,23021.541,2044.2434,2377.0286,20958.707,17006.717,2621.405,2005.3096,1450.425,21358.906,5941.819,4014.7056,17670.508,3127.3523,18643.254,21002.766,2410.3975,11459.893,21839.043,-305.37604,2187.1685,19788.727,15518.946
30512076.0,131572740.0,188754190.0,201114910.0,627866.0,804807.56,95478230.0,87939980.0,903528.5,641633.75,269133.1,164561040.0,5519221.0,2973480.5,71603816.0,1534350.0,99510856.0,159412980.0,898775.56,21898928.0,161657540.0,14466.043,843140.7,127810510.0,43373428.0
-0.063829385,-0.13244662,-0.26714453,-0.12605393,-0.13815482,-0.17428406,-0.0326053,-0.107667774,-0.71842444,-0.1073639,-0.12118391,-0.0870608,-0.08116192,-0.23961745,-0.05182449,-0.10437942,-0.084101945,-0.15607964,-0.20276122,-0.16809388,-0.19450447,-0.059480608,-0.11044799,-0.0837373,-0.118661694
-5.1904283,-5.1796966,-5.1969423,-5.1822915,-5.1852984,-5.122667,-5.1307726,-5.136681,-5.112328,-5.1386256,-5.1652417,-5.1492553,-5.109593,-5.1336055,-5.1343026,-5.1410747,-5.120253,-5.1210504,-5.116837,-5.092361,-5.105209,-5.129354,-5.118797,-5.1055293,-5.1061425
1.1387498038059312,1.2961596859823434,0.8926524247504823,0.9752651263924208,0.5237282895856084,0.6832484120917159,0.9339314786974289,0.9687054487755948,0.8382769580540541,0.5924509558113611,0.5224676703125504,1.0335565473869281,0.968448212024511,0.8615731310516437,0.9097351175352346,0.8325339392308944,0.9675989655390433,0.9494810516828565,0.8439094783820265,1.0419723187945198,0.9479366011056358,0.47344688577865396,0.46389429086973094,0.9755814517455921,0.9442688938505575
0.24931457083565844,0.33216372052873877,0.38739648699079227,0.34597191214425216,0.07517793212890633,0.061369740513392834,0.32832811174665166,0.31145143310546863,0.0521642794363838,0.055999888218470906,0.034520479038783414,0.3919992175292968,0.07671217564174093,0.05139715767996633,0.30684870256696417,0.06213686226981019,0.355177373221261,0.3030130937848772,0.04832867065429669,0.19024619559151779,0.30531445905412935,0.10432855887276771,0.07517793212890633,0.3122185548618861,0.2577529101562499
0.8991512757540576,0.7793418155344289,0.800579971291262,0.8817752881418728,0.4853027095608664,0.5730165938803169,0.8270805320307484,0.8529986714240332,0.5624013509538703,0.5306374983990874,0.5582236501516746,0.8760020555726054,0.824100966097745,0.8122713856300332,0.8512095824405068,0.6211117811464626,0.8780990073097397,0.861282467284612,0.5766195312560258,0.8987061337041529,0.8491850993113785,0.5730003912082444,0.5329288822010949,0.84590622736135,0.8211299449170988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0012066796215499664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002785133868130174,0.0,0.0,0.0
-0.13112908794914446,-0.19888396474131742,-0.19779071580850172,-0.22485071215082097,0.0,-0.006712124685295251,-0.16192930096346903,-0.20314267890387683,-0.014906362433151799,-0.010963168943915136,-0.00777296827396512,-0.22591922564343037,-0.05592529632446208,-0.016736401513181676,-0.18336190076940007,-0.013157336713486067,-0.22266421428518957,-0.18992053150209998,-0.0036839507360726387,-0.11939672351386932,-0.17121679962836645,0.0,-0.0027203111956142223,-0.17022076672798736,-0.14291771832035227
