1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
18943.781,20299.727,9971.264,13176.031,21932.295,9134.793,10330.464,22972.785,10778.177,15155.402,22454.648,18910.281,11795.167,9367.372,22139.809,21481.41,23089.428,23375.895,20817.793,14866.887,21784.697,21895.52,13002.852,12248.463,8397.887,22404.861
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0751729026725727,0.8108104032910775,1.0042266883381614,0.9629975459996343,0.8530253233065828,0.9932557796935575,1.0354348345195235,0.9082472272047029,0.9228131762973806,1.0108887175272245,1.7181012800663547,0.9111981925257455,1.021494793852126,0.9102905129377381,0.7949548993024496,0.7465532809127706,0.8024127985852372,0.8318749748998506,0.8984360845456008,0.8105461433305539,0.8276642330908828,0.8324627707085706,0.9940978156840004,1.0589949865492592,0.9780704771710771,0.9268237098159162
0.3689855648367746,0.42421833129882824,0.20328726545061382,0.24778032732282362,0.3536431297084265,0.14115040318080352,0.14805449898856027,0.3030130937848773,0.22016394409179696,0.26312276245117194,0.35594449497767866,0.3413691816057478,0.18871195207868308,0.13731479439871652,0.35594449497767866,0.3313965987723215,0.32525962472098224,0.34597191214425227,0.3336979640415737,0.29764324148995536,0.3336979640415737,0.30147885027204246,0.22936940516880588,0.2623556406947545,0.24931457083565856,0.3336979640415737
0.8603674477445971,0.8006123766354074,0.8994267211792946,0.8983496749185518,0.7919729968376461,0.8989491737852444,0.8983496749185518,0.8616141906300072,0.8435090827745477,0.8989653764573173,0.8387890358742358,0.851112354423845,0.8992808971306396,0.819008257739759,0.7429542572633525,0.7443229516214052,0.7836815430573525,0.8113973161865218,0.8119558769409356,0.7616017112169282,0.7697064028362886,0.74784487563675,0.8991998837702759,0.8986575256879346,0.8490964280312996,0.892260921675962
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1575571800806248,-0.14997864387153292,-0.05486445273579221,-0.12114574923353594,-0.12861086673811783,-0.047536626511731406,-0.05897733086547152,-0.14240010766244193,-0.08542162566902523,-0.11731597444880837,-0.16162999494644392,-0.1649498169929764,-0.06044325324018551,-0.05047611719665035,-0.15012446792018785,-0.1328133029805194,-0.1196721689391067,-0.14608405839851457,-0.15408386408149788,-0.14403571467759857,-0.16265843319096884,-0.12211704669370871,-0.0828633411941384,-0.0876729462071717,-0.130230271081202,-0.1506506233304563
0.009959478123820809,0.01302859018532132,0.00362768480013953,0.006850290814234938,0.00598387929043831,0.0012714903098407504,0.0012714903098407504,0.0019033945206787806,0.005425318536024015,0.011692301171414066,0.008793748598774354,0.006145906011165714,0.0033769748151080137,0.0028422866367066035,0.005733169305406793,0.005295697159442003,0.004947771141973867,0.016194055415065467,0.008372479124882037,0.015206555282819334,0.007975945091196035,0.005490129224315243,0.0032311507664530836,0.004801947093318937,0.006437554108475574,0.011595085138977446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04051406885422226,0.03621214756633062,0.01992300371896283,0.029806403585787233,0.03918201107071573,0.015023079195673805,0.018543807984161553,0.03950661418860557,0.026370523109629396,0.031872515917403366,0.038744276869719485,0.03839139098105315,0.021791136655142207,0.016449412881768932,0.0386028630158366,0.03655560586473827,0.03623100274684843,0.03788766364824481,0.037078188378064425,0.041925612408888036,0.03376486657527167,0.033072587437285694,0.02560818579074331,0.02349493550783288,0.0348518070120476,0.03879141482101378
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00035952674716055455,0.0004554005464034727,0.0,0.0,0.00014381069886426623,0.00016777914867494026,0.00021571604829651037,0.0,0.0001198422490535922,0.00016777914867494026,2.396844981067403e-05,0.00016777914867494026,0.0003834951969714506,7.190534943224414e-05,0.0002396844981071844,0.0003115898475392065,0.00040746364678212466,0.0003115898475392065,7.190534943224414e-05,0.00021571604829651037,4.7936899621570106e-05,0.0002396844981071844,4.7936899621570106e-05,0.0,0.00016777914867494026,0.0
