1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
14829.531,17661.605,20579.959,16259.595,-2.3031762,15623.995,18670.158,20309.34,18822.674,6425.965,3594.8413,17237.432,3306.763,18487.947,19458.879,19016.307,20071.975,20603.164,16576.643,19395.79,20000.605,8216.99,17681.523,15990.991,15760.442,19719.498,19235.154,19470.637,21367.246,18410.873,16227.7705,13893.855,14780.289,13566.277,18255.586,1968.2249,19935.49,20921.646,3465.0635,20239.697,12221.748,19250.773,19789.426,2756.599,17969.596,3127.064,12885.947,21341.621,18620.771,21136.654,17031.613,18844.086,13307.837,19679.45,18395.168,19930.887,20920.729,20855.23,21114.83,20446.469,19393.832,15888.162,21022.701,21197.777,21394.031,18197.033,21965.582,18739.285,21360.43,9070.658,5138.2686,2462.6948,19167.432,15874.248,17699.596,14787.23,14303.164,19095.148,6748.804,3182.9734
52395716.0,92015016.0,151763140.0,64468750.0,39.050983,60989692.0,111293610.0,139699970.0,112623620.0,9856668.0,2740851.5,90296770.0,1645028.2,108090160.0,120547320.0,126855530.0,147069140.0,150462530.0,77089980.0,131550660.0,144508780.0,15070203.0,110499400.0,70086860.0,70104440.0,140231980.0,111992140.0,128045330.0,163689970.0,100540920.0,79923740.0,37804710.0,65878252.0,59431708.0,120464850.0,583863.25,133242030.0,145664400.0,2115118.5,144290050.0,29825536.0,128027060.0,132970470.0,1197062.4,105848970.0,1706206.0,45969228.0,177895150.0,110854376.0,174082370.0,90890880.0,130367450.0,46108004.0,139334850.0,116022130.0,137482300.0,147734350.0,160746860.0,173620750.0,155665820.0,108320280.0,68650390.0,161930670.0,165023620.0,171171870.0,115448270.0,178630460.0,112120780.0,178015200.0,15672095.0,5372534.0,1030466.3,120493360.0,59807360.0,97015080.0,56412772.0,59238100.0,121294744.0,9096948.0,1788570.8
-0.14410682,-0.14346519,-0.079699725,-0.081503235,-0.21728916,-0.026397273,-0.15334012,-0.17680365,-0.070357144,-0.11505239,-0.13126689,-0.0726725,-0.36700904,-0.13662057,-0.021370348,-0.1652786,-0.12616855,-0.22667928,-0.11271384,-0.23194982,-0.06961649,-0.14104335,-0.110373296,-0.017193003,-0.09993855,-0.2945203,-0.013926065,-0.06755138,-0.20301953,-0.050397802,-0.05219013,-0.19893502,-0.14321972,-0.03756277,-0.10552096,-0.18873243,-0.19993928,-0.042841014,-0.10103378,-0.052530415,-0.26631802,-0.14620839,-0.20563601,-0.18413971,-0.04265,-0.17542434,-0.019807592,-0.2750134,-0.08929309,-0.048262738,-0.074669555,-0.07971536,-0.08873248,-0.21751554,-0.13030212,-0.16491257,-0.11904105,-0.14743102,-0.1766331,-0.03267117,-0.046366792,-0.08576067,-0.08213752,-0.12021309,-0.08391424,-0.20348303,-0.21986534,-0.1125638,-0.12500682,-0.36055765,-0.11541419,-0.11846981,-0.028503014,-0.27233925,-0.1449525,-0.17932434,-0.05960281,-0.30868953,-0.12632635,-0.03181793
-5.6601386,-5.648501,-5.638289,-5.659928,-5.637337,-5.650783,-5.6739774,-5.681845,-5.6917486,-5.6951556,-5.6667457,-5.629226,-5.6120877,-5.6005807,-5.6045184,-5.605434,-5.57192,-5.5714784,-5.5440764,-5.5110536,-5.4770026,-5.4503083,-5.4486356,-5.4477396,-5.4482684,-5.4652467,-5.466783,-5.462211,-5.4901977,-5.515884,-5.506999,-5.5368,-5.5527844,-5.562144,-5.5619597,-5.5775495,-5.5627265,-5.530478,-5.5194345,-5.5355554,-5.520004,-5.533255,-5.547068,-5.5516458,-5.518124,-5.4789615,-5.4906373,-5.4943233,-5.480224,-5.4632425,-5.452846,-5.451493,-5.453399,-5.456986,-5.445866,-5.425401,-5.416907,-5.429692,-5.438327,-5.4256816,-5.4311495,-5.449359,-5.4691405,-5.465519,-5.4351163,-5.427503,-5.4239707,-5.4236703,-5.4342237,-5.50143,-5.530351,-5.596087,-5.574059,-5.5769944,-5.5694137,-5.54865,-5.5747914,-5.5538526,-5.5347695,-5.531588
0.9282481805652061,0.8898373117107046,0.837606826820001,0.9321132868269404,0.0,0.8555326793087059,0.9267801425066908,0.8958179022985164,0.8341238767945873,0.8683732599489922,0.8340865133203672,0.8507407903292881,0.7990827438293289,0.8294033436230783,0.8253854123239324,0.8977016207130786,0.9588452138825079,0.8205809752103153,0.7849928746938812,0.815553949178851,0.9333638863211975,0.756144339598726,0.8269653535195227,0.8035291845470984,0.8655659426716926,0.8406898284785129,0.856745353471988,0.899796316339214,0.8571110285768231,0.8795989706320739,0.7911973651986355,0.9714036487888971,0.8816005853224333,0.7816844748337461,0.808592918553235,0.4686378367575045,0.7964820961951464,0.9319999790479774,0.8295771446460165,0.8269607650226887,0.9805234267107397,0.8530592922295734,0.8212693433782139,0.6594613401649787,0.8905961929013793,0.731866790135407,0.7971563243013726,0.8474123509115512,0.8919953098645912,0.8149735511507412,0.8792671005753425,0.8287840838360678,0.8200341013019317,0.8427107335841335,0.8012263209931658,0.8633029709473783,0.8136701371214963,0.892280733096227,0.885374108933072,0.9747855582411691,0.8959917969642472,0.8341294017193466,0.8739649520194213,0.9164710074769065,0.9641207678853505,0.801246266907975,0.7912565474435156,0.8214871565136419,0.8884128175507164,0.7817572352835429,0.8509215209188736,0.6007617302378268,0.8134968043125208,0.9552886606221644,0.8177103554052645,0.7680593548776316,0.8345082804579287,0.7999130744707053,0.8461531362803811,0.7287616887778576
0.32449250296456456,0.3620814690290178,0.3467390339006695,0.31298567661830345,0.0,0.3030130937848772,0.32832811174665166,0.3122185548618861,0.3198897724260602,0.17336951695033476,0.14038328142438605,0.3313965987723213,0.0813149061802454,0.32525962472098213,0.3106843113490513,0.3298623552594865,0.3313965987723213,0.30684870256696417,0.31912265066964274,0.37895814767020075,0.3083829460797991,0.24164335327148423,0.3022459720284597,0.34060205984933023,0.3106843113490513,0.3628485907854352,0.3198897724260602,0.33446508579799095,0.3137527983747209,0.3429034251185824,0.31145143310546863,0.24854744907924098,0.304547337297712,0.3375335728236606,0.3160541636439732,0.0636711057826449,0.304547337297712,0.3444376686314172,0.08591763671874986,0.33062947701590395,0.252383057861328,0.3076158243233815,0.30378021554129453,0.055999888218470906,0.3099171895926338,0.057534131731305616,0.3275609899902342,0.3083829460797991,0.32065689418247756,0.31298567661830345,0.321424015938895,0.31912265066964274,0.3336979640415735,0.35747873849051326,0.3076158243233815,0.3076158243233815,0.3007117285156249,0.3429034251185824,0.30378021554129453,0.30531445905412935,0.3452047903878348,0.3551773732212611,0.3198897724260602,0.3697526865931918,0.3022459720284597,0.33062947701590395,0.3452047903878348,0.3106843113490513,0.30684870256696417,0.13654767264229895,0.17950649100167393,0.0636711057826449,0.3413691816057477,0.3766567824009486,0.36438283429827,0.30147885027204235,0.3260267464773994,0.34060205984933023,0.14421889020647316,0.07978066266741057
0.8727231836225768,0.8379550296945846,0.7695605787876336,0.8528937974718818,0.0023075864740804697,0.8067249904697849,0.8686341660846848,0.834254876286439,0.7795038422551568,0.7914382966750195,0.7710179444257648,0.8047662048615907,0.670049507360392,0.7646784931823687,0.7625244006608831,0.8617438120065897,0.8669823563974552,0.7449787284082556,0.7379263476094327,0.740646670789272,0.857816821189425,0.7560229107125345,0.7755282434217738,0.7611804417430363,0.781746618040946,0.7976976213906948,0.7807667878126399,0.8166520512652355,0.77573887815872,0.790976963937267,0.7733502783242758,0.899702166604532,0.8278582722744665,0.7539984395676309,0.7381446522503183,0.4188031084222368,0.7379425502815056,0.79802934473609,0.7175784639681839,0.7418371357545244,0.7540794529279946,0.8022479836505645,0.76947189552333,0.5672919693272682,0.8325706612550636,0.628196567289431,0.7330843372522531,0.7559581000242432,0.838214272447749,0.7346389309070465,0.8083853449093725,0.7511971030274278,0.7644431110209919,0.7860377375476508,0.744241938261041,0.7980455474081629,0.7533827260446406,0.8416151078546448,0.777414560421962,0.8982285863101027,0.819154081788414,0.7695605787876336,0.786248372284597,0.8524000474057587,0.8566672943364515,0.732331344432966,0.7368168960045445,0.7471242881616083,0.8087256010229007,0.6998383716349084,0.7729852747863171,0.5323779913506206,0.7513753324202281,0.8459548353775683,0.7339183434319043,0.6996601422421076,0.7603140302192393,0.7339345461039772,0.7415940956734328,0.6226262995531702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004040409521673283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004760996996815869,0.0049554290616891095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001505985638574181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002615437243463248,0.0,4.860801621831001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2222514775794302,-0.20402529309974682,-0.24574861179412544,-0.22228388292357604,-0.009116927191811897,-0.18794465638919,-0.23076889392032474,-0.22140126872770605,-0.20261652349360837,-0.14675603785743796,-0.08022403137466227,-0.2515056416913204,-0.060070591782512395,-0.20545026537795774,-0.2330202144584721,-0.2024382941008085,-0.2262270764128127,-0.2255550969538893,-0.19389613033548336,-0.28519674935856987,-0.22143367407185188,-0.18491648243996828,-0.17839880180377143,-0.2310204787537744,-0.23584628643888106,-0.19992007288978186,-0.2297652031002313,-0.17280379862730477,-0.24082558807658216,-0.24072837204414554,-0.21094805252198778,-0.18065778026163404,-0.2098795390293775,-0.17851222050828142,-0.18668172281593254,-0.0576981946201407,-0.21603310296025846,-0.17916799729513144,-0.059479625683952264,-0.20128876724783407,-0.18890829592964842,-0.21186307206200272,-0.24476878156581972,-0.06010299712665734,-0.2220408428424845,-0.06476677809103659,-0.2671325915996139,-0.22770065670724193,-0.22962791181970932,-0.20255171280531759,-0.2449956189748379,-0.1974589924631065,-0.21685856438755202,-0.25281719526502133,-0.21737706187810524,-0.21970085102425863,-0.21272948358579935,-0.21893165553289862,-0.21212231481516675,-0.20929624283475778,-0.18966128874893595,-0.2616186017835105,-0.23856660961872045,-0.23383801796605042,-0.19779071580850172,-0.18783978243703903,-0.2022276593638619,-0.18407481834060224,-0.21284290229030844,-0.09385891548219849,-0.1920174832392343,-0.06321218443624321,-0.229579303803491,-0.23098807340962857,-0.19517527856503936,-0.18407481834060224,-0.18484401383196225,-0.19362068491024598,-0.12665973904963845,-0.060839775289647235
