1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
21439.223,22552.441,19972.398,21141.799,4407.413,2299.0537,22540.926,17345.494,15742.127,4135.9644,3157.0415,22497.54,21775.328,17591.59,20775.78,17599.582,21543.48,22128.904,2129.9688,22481.168,9985.015,2102.385,1476.9658,22985.396,19163.547,2255.6196,20330.885,22133.848,13814.725,21227.328,2229.4746,22311.973,18472.697,3604.1963,2596.6448,4043.6887,20162.33,20052.762,995.4933,17463.287,17372.14,20997.543,21865.355,4977.424,15234.076,1816.1216,2617.2666,23909.615,6969.2515,21594.914,1708.1067,2947.1057,4377.4497,16427.611,17288.79,4511.029,18983.996,22995.967,12427.944,19704.148,14040.975,9016.038,18821.977,12255.821
170447330.0,182889070.0,136753920.0,156526350.0,3826037.0,981743.5,182921860.0,68027570.0,66086908.0,2895484.0,1973136.0,195690290.0,168903460.0,87893730.0,138712740.0,96792970.0,150906750.0,178287120.0,722051.0,193691260.0,18155760.0,714835.6,321968.88,187859000.0,96484530.0,921818.0,151401660.0,192789200.0,36268690.0,173103580.0,724493.25,160710240.0,121028670.0,2299487.0,1154335.0,3138486.5,141715620.0,145232130.0,140723.4,90707230.0,55294744.0,164697420.0,162263540.0,3518688.8,41516440.0,526917.4,966470.0,241425250.0,7698010.5,164045260.0,460227.75,1285995.2,3438693.2,58153840.0,75114320.0,3203561.5,96301830.0,197679470.0,28495652.0,95406900.0,38517750.0,14475962.0,104683960.0,26213280.0
-0.18589221,-0.19521186,-0.23533356,-0.26965106,-0.11487213,-0.40303615,-0.10403024,-0.11176341,-0.14700064,-0.15650839,-0.08742178,-0.12287727,-0.094512284,-0.13637578,-0.18072623,-0.09890106,-0.106963664,-0.2529332,-0.14821067,-0.30700484,-0.095745146,-0.0926812,-0.15586516,-0.12443107,-0.11608286,-0.12839167,-0.068022214,-0.22689068,-0.19755782,-0.15689477,-0.18388397,-0.11295466,-0.12645982,-0.34701243,-0.36168495,-0.08294223,-0.05564059,-0.01886434,-0.3871911,-0.13001306,-0.23764154,-0.16325216,-0.068434745,-0.12415853,-0.24226205,-0.111979984,-0.16126327,-0.24849357,-0.10707907,-0.078992024,-0.1619717,-0.4161432,-0.1432298,-0.25679064,-0.06276312,-0.08337314,-0.04692372,-0.28648955,-0.29296562,-0.09972598,-0.1092205,-0.08834556,-0.3258227,-0.14783126
-5.761308,-5.797171,-5.7897897,-5.79818,-5.8043427,-5.7644114,-5.7903037,-5.786382,-5.793588,-5.793402,-5.7864394,-5.7594733,-5.780414,-5.7749944,-5.791043,-5.7910185,-5.8012137,-5.794372,-5.7799964,-5.784759,-5.784737,-5.7656016,-5.7818274,-5.7772126,-5.7736387,-5.762979,-5.7332616,-5.7396665,-5.776074,-5.791861,-5.831159,-5.842049,-5.8657346,-5.8711877,-5.867,-5.8741555,-5.881005,-5.8791394,-5.8751674,-5.866012,-5.8558164,-5.8785834,-5.871119,-5.894114,-5.9030347,-5.894034,-5.901275,-5.936769,-5.936869,-5.9168925,-5.894466,-5.903278,-5.897307,-5.901632,-5.898167,-5.83835,-5.8286138,-5.8616986,-5.808824,-5.8105936,-5.82177,-5.7914767,-5.8042655,-5.786554
0.9720115075659165,0.8363032489158692,0.9656977359222781,1.0176789436992633,0.887153158116282,0.7937779966859148,0.8914656896407317,0.9644016260308507,0.9254341444175426,0.884700278808714,0.8168183375743084,0.8663837485895679,0.9352076426740469,0.8348182615119059,0.8949627797278176,0.8029303622995584,0.9702653504135831,0.8983047973504715,0.7577436882630683,0.8375221971462506,1.0546039823646685,0.7386969315477622,0.6225375422665743,0.9134744615265992,0.9136433931243261,0.7184264508196551,0.8961150542899167,0.9474372040930658,0.9343971643046874,0.9968124265966937,0.7278169500547061,1.008715361955363,0.9001722219191332,0.834258839469323,0.7524517467715325,0.9128123133406095,0.9275878350029726,0.9232058205264647,0.368228626734045,1.0179505077976043,1.0220419486888868,0.999928109589799,1.1306194556299753,0.8851923716834665,1.027929551983715,0.4990831921616038,0.6854037882474117,0.8630082068471875,0.8017755593820609,0.8365741575146625,0.5376172012882839,0.8673998665313264,0.886084412925121,0.8825320735904415,0.9618655919235147,0.9657228321906762,1.0004848159913986,0.9656100862684686,1.0272089706951855,0.9452144051267474,0.839353943810958,1.074140865456084,0.9955384164043036,0.9830623871553422
0.3605472255161829,0.30378021554129453,0.33676645106724323,0.3137527983747208,0.11046553292410699,0.03528760079520077,0.31145143310546863,0.3628485907854351,0.3145199201311383,0.05753413173130573,0.03835608782087041,0.3398349380929129,0.308382946079799,0.3060815808105468,0.3336979640415735,0.30684870256696417,0.3582458602469307,0.31145143310546863,0.04219169660295752,0.3198897724260602,0.18947907383510032,0.05906837524414055,0.024547896205357134,0.32909523350306913,0.347506155657087,0.05139715767996633,0.3022459720284597,0.3030130937848772,0.23704062273297988,0.3260267464773995,0.0521642794363838,0.3030130937848772,0.3260267464773995,0.04832867065429669,0.04526018362862716,0.12273948102678556,0.3797252694266182,0.30378021554129453,0.0268492614746092,0.3490403991699218,0.2945747544642856,0.3359993293108259,0.37895814767020075,0.10586280238560264,0.22630091814313602,0.061369740513392834,0.08054778442382804,0.3313965987723213,0.08821900198800203,0.36898556483677447,0.02838350498744424,0.03682184430803559,0.07210944510323658,0.3022459720284597,0.3160541636439731,0.03835608782087041,0.31528704188755563,0.3122185548618861,0.19101331734793525,0.37742390415736593,0.2769309540666852,0.13194494210379448,0.30915006783621646,0.22630091814313602
0.8850789195005571,0.7348333629719197,0.8951031963284439,0.8960096831003259,0.7860215348755784,0.671337188358081,0.7475532275394401,0.8439713023449431,0.7955435288692092,0.7762402861445579,0.7226549816383221,0.7765728843383712,0.8254125196714464,0.753067217355543,0.7852361367121454,0.7152470169023162,0.8916699555774024,0.7862159669404516,0.6729241993412445,0.7279830841419095,0.8994915318675858,0.6613615195464124,0.5461186242587259,0.7703945849672844,0.7951145894913774,0.6106670977088764,0.7760543988320423,0.8246680716045169,0.8140451587741304,0.8637921557275052,0.6324476115480508,0.8982123836380298,0.7993408863255667,0.7466219933431275,0.6540746434188556,0.8036968165205627,0.8374774823005344,0.8406591382181263,0.3006454698740626,0.8834757178295454,0.8646423645792294,0.8789253555696761,0.7800624030095706,0.7676819197071603,0.8987709443924441,0.4234754341389735,0.5747008089116923,0.7457965319158344,0.6693698699817539,0.724906302176469,0.4351753932301028,0.7554148670934837,0.8237206467203562,0.7669860796564492,0.7608887936457265,0.8842525712406206,0.858974880810532,0.7127449983633625,0.8995887479000224,0.81965636462267,0.7106881218743135,0.8996049505720953,0.852319034045395,0.7813901592553449
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001246742885410157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037325587522909487,0.0,0.0,0.0,0.0012066676373247986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001992077784982449,0.0037163560802184747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937500661226224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.17236631449711481,-0.14858607693746784,-0.13898306958347284,-0.17079551817024985,-0.059002078289902116,-0.011699959091129308,-0.1592738004561456,-0.1613707521932799,-0.12761483383773875,-0.011044182304278394,-0.009003496503077635,-0.18615556740566408,-0.18366120678642517,-0.13567945020901373,-0.18054436155712406,-0.1389992722555462,-0.1683182470557263,-0.15179248027949033,-0.006647313997003579,-0.18336190076940007,-0.11648196826915669,-0.00038033136161352843,-0.004291107522480075,-0.15709583535864713,-0.18409102101267472,-0.0017652283917390932,-0.15770300412927973,-0.1611362448803213,-0.1345299233560402,-0.14958977974178644,-0.0023885998344441717,-0.1323920335066271,-0.13443270732360357,-0.001327756245774303,-0.0003641167053158867,-0.11391513904191264,-0.16998625941502876,-0.14467528879237612,-0.053601507178308694,-0.17358919679073814,-0.17856082852449973,-0.19049529492858763,-0.20655971698284592,-0.060362239879822255,-0.14233529697415026,-0.060265023847385635,-0.05926899094700655,-0.15752477473647897,-0.06685605992423138,-0.1774590348393259,-0.04926944955932466,-0.0064128066840449804,-0.003651545391927691,-0.16900642918672304,-0.12133164853027623,-0.0064128066840449804,-0.14435123535092131,-0.16044806274932544,-0.11481395590985422,-0.1618082243392447,-0.11082215440439924,-0.11269226873251448,-0.17498176372480323,-0.09003679861718528
