1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
6819.5386,9160.916,8811.383,8407.624,9479.006,15444.8,19442.32,20429.352,10888.253,8492.639,10848.979,18900.918,19715.36,19862.895,17140.53,12255.201,20190.668,9258.809,11785.699,10736.992,7609.828,11727.441,9014.93,8435.254,10212.067,9122.576,8045.37,11933.618,10332.044,12403.909,13157.91,13729.15,8905.843,8243.465,7852.514,7574.0605,8267.855,10087.627,10025.883,9614.723,7752.5977,7723.734,9957.965,7401.798
7145831.5,15228072.0,13081804.0,12475727.0,15301984.0,61334856.0,100426170.0,126352150.0,20875596.0,11921154.0,21941508.0,87823790.0,81605140.0,114442030.0,68593620.0,28107544.0,101267640.0,13528892.0,25612502.0,19080490.0,9951558.0,23055068.0,12793379.0,11254248.0,17579640.0,12745618.0,10445916.0,25475902.0,18576960.0,29042120.0,32303388.0,32881692.0,13501715.0,11206890.0,9940845.0,8765582.0,11224414.0,16900956.0,16194756.0,16663337.0,8946388.0,9972330.0,15963961.0,8830261.0
-0.04866931,-0.183443,-0.08830546,-0.27718857,-0.27087036,-0.03606631,-0.22771229,-0.051617797,-0.12014588,-0.050873667,-0.12033212,-0.08222784,-0.23667215,-0.08450088,-0.1871537,-0.21935935,-0.2561144,-0.07467257,-0.11395709,-0.15529759,-0.31840685,-0.07002621,-0.07277214,-0.096199736,-0.14662947,-0.1802572,-1.129669,-0.060062155,-0.0689405,-0.16834353,-0.09510085,-0.15357408,-0.19109057,-0.11430893,-0.14762375,-0.22490393,-0.17308465,-0.098358005,-0.04019734,-0.30874935,-0.16307235,-0.15856604,-0.16696623,-0.13290684
-4.9892697,-4.974048,-4.976337,-4.9777856,-4.9884257,-4.9819307,-4.981069,-4.982757,-4.9839625,-4.970489,-4.967303,-4.9850645,-4.994576,-4.996636,-5.014483,-5.0288053,-5.054824,-5.0893903,-5.124822,-5.108722,-5.0870996,-5.0271297,-5.033417,-5.028257,-5.0336585,-5.062904,-5.030639,-5.066997,-5.0574794,-5.07363,-5.064735,-5.0413766,-5.0536017,-5.078777,-5.079128,-5.145449,-5.161757,-5.121877,-5.115867,-5.100326,-5.1392703,-5.1355596,-5.162804,-5.2015405
0.9245116926790133,0.9716613069325473,0.8601491285163163,0.8004990442449706,0.9993601894637942,0.8616329922067694,0.8445088156649256,0.9344986965024897,0.8887928668242053,0.9763582421203381,0.9659139805409311,0.8920564117867178,1.0618262061493524,0.9518628795215913,0.8737615130526466,0.9356328980056303,1.0170306780572662,1.0967326807789504,0.9093599142762592,0.8589452567755325,1.188386781325383,0.8307716989289435,0.9877173001399848,0.8735707626842601,0.831858985393026,0.8850815220278077,0.8390641427787711,0.9705796390360166,0.8772266709474794,0.8115637829676909,0.922398830351127,0.9379136618605255,0.837258803381558,0.9807160031135806,0.9189747816422156,0.8041578554347584,0.9875509905404491,0.9101174844678384,0.9456989363460029,0.8284461738192184,0.9573922991349866,0.9318257566324726,0.852281729301789,1.0369330489679318
0.09052036725725432,0.19868453491210936,0.1296435768345423,0.13041069859095966,0.14805449898856016,0.30531445905412935,0.3590129820033481,0.3590129820033481,0.20788999598911828,0.15956132533482137,0.1841092215401784,0.30915006783621635,0.347506155657087,0.33830069458007805,0.31528704188755574,0.2846021716308593,0.3060815808105467,0.1649311776297432,0.2209310658482141,0.17030102992466511,0.14038328142438605,0.19331468261718732,0.14958874250139487,0.10049295009068071,0.19715029139927442,0.2132598482840401,0.16032844709123872,0.19331468261718732,0.1726023951939173,0.24394471854073652,0.28997202392578114,0.2347392574637276,0.16416405587332583,0.12810933332170749,0.11736962873186385,0.09128748901367179,0.11353401994977663,0.16799966465541272,0.14805449898856016,0.1879448303222655,0.11967099400111603,0.19331468261718732,0.14498601196289063,0.1649311776297432
0.8278420696023936,0.8704804078367876,0.7868393383831567,0.7121941075128881,0.8992160864423484,0.7841190152033173,0.7719815839662232,0.890082956578464,0.8482948271957942,0.8985765123275709,0.8978559248524287,0.7971219831157899,0.8943664061812293,0.8827713330264766,0.8378902190062933,0.8710875766074202,0.8976776954596284,0.8993619104910033,0.8001587018173701,0.7637958789864991,0.8797593617493273,0.6876199150532254,0.8409994063158792,0.7659252360677788,0.7128098090516537,0.7157893749846571,0.7111417966923512,0.8979369382127929,0.7963289270326421,0.7445088509181454,0.8280117542428362,0.7836815430573525,0.7133683698060675,0.8608774004827926,0.7868393383831567,0.692502875506908,0.8546266205194755,0.7954463128367726,0.8469346656058745,0.7010936472884515,0.8435824382151966,0.8016160674555013,0.7360152951690386,0.8981961809659573
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.030581920357663606,-0.07896875572111917,-0.06544729031809293,-0.08113050616231998,-0.0638602913191546,-0.15192210165607278,-0.16311977791294652,-0.16192164304375378,-0.1118343899768508,-0.04635469431461203,-0.11317834889469758,-0.15850460496478558,-0.15166285890290876,-0.13749328661697113,-0.14228668895793195,-0.13459473404433098,-0.129833737047516,-0.04794169331355125,-0.12451330444786812,-0.07374641400232651,-0.056273222341929774,-0.06781968748046463,-0.03593388345303872,-0.045164229349360596,-0.06294527177913967,-0.05892872284925321,-0.045196634693505544,-0.07531721032919236,-0.05162564404962389,-0.10653870480163352,-0.10213416659041918,-0.08840973635438676,-0.0681590687455742,-0.04152888662950538,-0.039553011516595404,-0.023448526198476927,-0.05381981181919482,-0.047471803839215454,-0.0640461906158949,-0.06394130467951786,-0.02459038314751094,-0.04577138613576803,-0.03612831551791196,-0.03293811484796283
0.0030691240457252356,0.01574891336516071,0.006915101502525722,0.01791067579058625,0.0072553576160543365,0.014032292989639927,0.01839675595276935,0.02145733524613691,0.015352379331474264,0.004996379158192177,0.016728743593466877,0.014979717873800702,0.016582919544811947,0.018550249905364247,0.020736747770995212,0.01574891336516071,0.016210258087138385,0.006769277453870792,0.014550778495968864,0.010987916368345285,0.008372479124882037,0.006307932731893562,0.003741103504649068,0.00632413540396648,0.009069194024011296,0.007975945091196035,0.005781777321625103,0.006996114862889868,0.0072715602881268104,0.011514071778613744,0.009206485304533274,0.008235187844360503,0.011247159121509753,0.005716966633333875,0.005198481127005383,0.002154104505710297,0.006405148764330182,0.006453756780548492,0.0071905469277631084,0.007570878289376637,0.0017737731440967686,0.008340073780736645,0.0028422866367066035,0.0031825427502347736
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
