1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
5388.5703,5261.654,4212.607,5976.4326,7399.9185,6099.0527,5422.134,9963.646,6218.531,7221.3286,9149.939,7933.001,7827.084,5966.178,7927.748,5453.056,6012.2124,8673.545,7628.9873,6167.7437,8378.357,8136.6436,8063.3027,5735.1675,6918.011,6238.05,9860.308,6121.0225,8653.365,7641.5513,7410.7207,8730.273,8461.76,7031.7295,6947.336,13011.982,10332.308
4635181.5,4348175.5,2724290.0,5527083.0,10287541.0,5999602.5,4752727.0,18121338.0,6122056.0,8947114.0,15282948.0,11450300.0,10584884.0,5522582.5,10672688.0,4467095.5,5656504.0,13480376.0,10284906.0,6399981.5,11237486.0,11331420.0,10902985.0,5222020.5,7727108.0,6278872.0,17739728.0,5773802.0,12896936.0,10425708.0,8951843.0,13537504.0,12884444.0,7608895.0,7708235.5,31676448.0,19218678.0
-0.05050434,-0.16289209,-0.08812424,-0.26399985,-0.313326,-0.10830299,-0.32336366,-0.15068673,-0.049848612,-0.0768075,-0.16303004,-0.072738215,-0.09181484,-0.1879463,-0.15032299,-0.21926208,-0.1718293,-0.09510036,-0.05571789,-0.28518245,-0.18828416,-0.09020934,-0.20034674,-0.098278664,-0.17366393,-0.14282653,-0.015619566,-0.048502687,-0.11634884,-0.1750034,-0.24227941,-0.24259515,-0.14068398,-0.20439933,-0.12478836,-0.19485854,-0.4721667
-5.161677,-5.1443086,-5.148706,-5.149463,-5.1628795,-5.118321,-5.1097064,-5.1089225,-5.124805,-5.171657,-5.1733193,-5.1870627,-5.1895957,-5.2335944,-5.2451587,-5.2425895,-5.216006,-5.2254806,-5.2103057,-5.199206,-5.1904244,-5.1567216,-5.186403,-5.2242017,-5.250015,-5.227822,-5.25493,-5.2634463,-5.245482,-5.2393365,-5.2101464,-5.198565,-5.2009444,-5.180283,-5.2042956,-5.213219,-5.1811004
0.8147558316581057,0.9128159419988201,0.9723960751041448,0.8793714186462226,1.0098125511447553,0.9311570066296097,0.9676627128700593,0.9613096112535574,0.8922349417706793,0.942436936489567,0.9810238537940276,0.8044775987498568,0.8666060331683393,0.8252378312829028,0.9953445524130654,0.7743127269200875,0.8212614773836414,0.855708353187495,1.003754705253105,0.9818547462921589,0.8318215750974097,0.982244206666297,0.9370594991284501,0.9000852979969657,0.8800522953907187,1.2054214821789624,0.9924666284701972,0.7767796526465353,0.9141223525974259,0.9865033617990037,1.023845298176759,0.9186117753569675,0.9621268319039792,0.8690062852265047,0.9292007150508356,0.872140790420909,0.9514854522462933
0.04909579241071438,0.044493061872209805,0.02838350498744424,0.07441081037248898,0.13117782034737724,0.06290398402622766,0.03989033133370545,0.138081916155134,0.055999888218470906,0.12657508980887278,0.18027361275809162,0.11123265468052457,0.10126007184709829,0.044493061872209805,0.11583538521902903,0.058301253487723304,0.05216427943638402,0.14115040318080363,0.10893128941127239,0.09819158482142865,0.17720512573242198,0.1357805508858817,0.1495887425013952,0.058301253487723304,0.11123265468052457,0.10969841116768964,0.15035586425781255,0.061369740513393056,0.10969841116768964,0.11583538521902903,0.12964357683454242,0.11123265468052457,0.14652025547572556,0.08054778442382815,0.08975324550083708,0.21632833530970974,0.190246195591518
0.7455858971788882,0.8035919425684113,0.899183681098203,0.805454386992587,0.8983095996704664,0.8650960393972671,0.8987709443924441,0.8655573841192443,0.8007419980119899,0.8409269257236485,0.8977425061479196,0.709935129055026,0.7844507385487125,0.722857958455553,0.8992808971306396,0.6773210676485193,0.7146799233797689,0.7638035369062139,0.8979531408848653,0.8986089176717162,0.704923422073179,0.8325220532388453,0.8228303626205467,0.831137144224495,0.7843296499402634,0.8985765123275709,0.7482985504547877,0.6726086786679222,0.8068307512545796,0.8619544467435354,0.8635414457424742,0.8409994063158792,0.8645212759707803,0.7610184150223085,0.847574239720652,0.7876085338745167,0.8385383258892043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03614451818998532,-0.022889965444062632,-0.008218110323869432,-0.04277561753069126,-0.06716303584519512,-0.026193584818521742,-0.01791833371030105,-0.07986757258906163,-0.02726209831113202,-0.056321830358148084,-0.06926086243074803,-0.04862987544454711,-0.060653887977132115,-0.01884955592238935,-0.0794872412274481,-0.02138397980548845,-0.02515660182163959,-0.07266936774158328,-0.062491596961101514,-0.03178005522685545,-0.053803609147121456,-0.06193303620668722,-0.07025689533112711,-0.02356194490298602,-0.03550494407520688,-0.02112473705232354,-0.07520379162468238,-0.02628226808282541,-0.06432163604113139,-0.04552068813496124,-0.034719545911774397,-0.06047565858433135,-0.06648339846655738,-0.0439984998243137,-0.04098652854716445,-0.11864373069458267,-0.09228811915533264
0.0018061784882421605,0.002137901833637379,0.002478157947165993,0.00598387929043831,0.0036276728159143623,0.0034579881754721598,0.002299928554365227,0.002154104505710297,0.002105496489491987,0.00284227465248188,0.002299928554365227,0.0014335170305685985,0.004048954274031402,0.002251320538146917,0.004623717700518615,0.002721198028257543,0.0029070973249978316,0.00284227465248188,0.004413082963572457,0.00362768480013953,0.0036276728159143623,0.0020568764890489533,0.00362768480013953,0.00372490083257615,0.0029881106853615336,0.0033283667988897037,0.003935535569522308,0.0031339347340164636,0.0051984691427802154,0.00284227465248188,0.002510563291311385,0.0013363009981319784,0.0015955437512964465,0.0016279490954418385,0.0029719080132886155,0.002137901833637379,0.005214683799077857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001100918836755227,-0.0018701143281156796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00029931800124982644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00029931800124982644,-0.00029931800124982644,-0.00029931800124982644,0.0,-0.00029931800124982644,0.0
0.0053700065441497635,0.004071594072590834,0.0018357851163148808,0.006871760952316119,0.013136091078976175,0.006947181674387348,0.005520847988291777,0.017602346450356965,0.00646230952209681,0.01334756311375962,0.018015856538077912,0.013677528772820136,0.01235895723707392,0.006330323258472159,0.01142286463602682,0.004569958864228507,0.006805767820504016,0.017974087519541104,0.013879573217344454,0.008551335691731499,0.014585344994677563,0.014251314286528594,0.01534361726447564,0.0058925890574759165,0.009319041943375073,0.007111515757876052,0.018332335949378553,0.0054642824467388,0.012547515433837919,0.013907855988121387,0.009558796748935006,0.015145637869038886,0.02013447575374583,0.012947539273798991,0.008777604249531112,0.026855395261919934,0.02118906837065726
