1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
14527.988,21101.615,23192.223,22926.816,17964.352,10358.318,17116.043,21714.666,20620.908,16240.016,7052.637,22833.488,19117.879,20688.438,18703.684,6295.0015,20907.965,22903.72,22659.072,17556.97,21219.84,11751.596,7483.5664,13729.153,4496.7686,7650.5225,16746.172,17387.322,5366.617,14672.589,22211.012,18727.266,20625.328,8945.457,21455.277,5678.966,22828.549,19053.48,6602.9897,21002.168,22135.871,14082.273,12588.791,18644.871,8378.795
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0069000496007448,0.8243315329260857,0.8726382911669303,0.9545017568258248,0.8417254007104199,0.9856327413461409,0.97726322947806,0.9393477309960497,0.9465726470110193,0.8848973500655964,0.8520855710621337,0.931947234745084,0.971096477018696,0.8651969666584208,1.0083834450772349,0.8972849805184081,0.9438267594056203,0.9938310741894744,0.9468549800305014,0.948833933165068,0.9770082401539969,1.1183198025807473,1.0515183118865692,0.8543304697274895,1.006999123675243,1.0146005773589812,0.9603342045158522,1.01397832100261,1.0228064952685099,1.0113451793194193,0.9579558648711392,0.9866246058046336,0.9876892307129234,1.0360038549483406,0.9475159108601882,1.1410014915737454,0.9532164158555386,0.9415558280439408,0.9707726602421222,0.8811768282755305,1.91428887673701,1.0073543107873149,0.9926121259590929,0.9998542722478881,1.0539627633428093
0.2623556406947545,0.3022459720284598,0.3375335728236607,0.3390678163364955,0.3168212854003907,0.1357805508858818,0.38509512172154015,0.3429034251185825,0.30531445905412946,0.27616383231026786,0.10739704589843757,0.3068487025669643,0.3083829460797991,0.3352322075544085,0.31528704188755585,0.06750671456473223,0.31758840715680803,0.31375279837472103,0.32295825945172985,0.3030130937848772,0.3352322075544085,0.19101331734793525,0.24241047502790192,0.24010910975864952,0.03835608782087052,0.15572571655273437,0.3168212854003907,0.28383504987444197,0.07134232334681923,0.2730953452845982,0.31758840715680803,0.3505746426827566,0.30531445905412946,0.14958874250139498,0.3198897724260603,0.09589021955217625,0.36131434727260037,0.35441025146484373,0.0813149061802455,0.33676645106724334,0.31298567661830357,0.25852003191266737,0.16186269060407366,0.3122185548618861,0.12887645507812506
0.8977825694117798,0.7579254303847951,0.7964099403930063,0.8700915437070411,0.7692288554422384,0.8990139844735356,0.8725935622459948,0.8648367966441026,0.8619544467435354,0.7476342408998042,0.7334160605976483,0.8562050747660561,0.8868031977957926,0.7553671339256836,0.8626750342186775,0.7773821550778166,0.8516956626026899,0.897224008657366,0.8494528868169007,0.8660758696255733,0.8929977118231767,0.8994429238513675,0.8984630936230613,0.7439178848195858,0.8992646944585667,0.88619602902516,0.8495176975051919,0.8983820802626972,0.8992160864423484,0.8980341542452295,0.8759133842925269,0.899313302474785,0.8675008419037842,0.8985927149996433,0.8213405796540449,0.8986737283600075,0.8544159857825293,0.8461492674424416,0.8297369193707151,0.8138993347254755,0.8848444121875985,0.8992970998027126,0.8997183692766044,0.8839293926475831,0.8987061337041529
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12198741333290197,-0.1563914505555788,-0.16924093649968164,-0.15609980245826893,-0.13980087309105116,-0.065698000303124,-0.16409960814125224,-0.1653949590428807,-0.14654540312049225,-0.11099183904484189,-0.057107228521580566,-0.13431928861909448,-0.117622950369773,-0.12885390681920939,-0.12720209713198027,-0.027083868918331255,-0.14279664169612794,-0.12291010277685643,-0.1661155465180224,-0.1337445251926077,-0.14151749346657194,-0.10108952567382179,-0.03535912002655195,-0.09283901000580652,-0.005141328358429398,-0.07430497475673992,-0.1051137325234226,-0.11263599081235665,-0.020193514840236126,-0.1333718637349337,-0.14541207893959118,-0.14512043084228132,-0.13103187191670784,-0.05401424388406806,-0.14523384954679042,-0.013141134041412705,-0.14189782482818547,-0.12180152602038685,-0.032023095307947,-0.14449705939957624,-0.12904833888408263,-0.10080641034464488,-0.0727665837740199,-0.1352743714229696,-0.04959350300078036
