1,2,3,4
556.70197,212.49086,52.83836,154.58014
60030.535,7660.9307,4138.648,5038.173
-0.28188846,-0.9148457,-0.84640366,-0.69465566
-5.3263974,-5.534681,-5.631987,-5.5943303
0.4353887459129201,0.13867345767555495,0.04501043830094603,0.055508029450699714
0.0053698522949219285,0.01534243512834832,0.012273948102678678,0.020712287423270248
0.4040187094459522,0.17443940564246185,0.04688938249301389,0.05770672738827365
0.0,0.0,-0.0002754574094618878,0.0
0.0,0.0,0.0,0.0
-0.02923796143981683,-0.01729496226759597,-0.02842015793223851,-0.04329411502124447
0.0,0.0,0.0,0.0
-0.0036677480640001647,-0.00460662819580282,-0.004712388980597559,-0.0034409106549810886
0.009888762407995966,0.01684000913147088,0.01939099361537755,0.013385273474795234
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.004793689962141245,-0.010306433418603822,-0.012032161804974573,-0.008221178285072295
0.008273876916722767,0.0010680788646713069,0.008673900756683617,0.023516347322997122
0.0,-0.0005980032353971598,0.0,0.0
3.3400001525878906,1.4500007629394531,0.0,0.0
-5.599998474121094,-9.599998474121094,-12.389999389648438,-8.060001373291016
8.069999694824219,2.0800018310546875,1.2100067138671875,2.4399948120117188
-0.5999984741210938,-6.1699981689453125,-6.439994812011719,-2.9900054931640625
4.600006103515625,3.7099990844726562,4.3699951171875,4.5800018310546875
0.0,0.0,0.0,0.0
0.0,0.8549999818205833,0.25700000301003456,0.2759999930858612
-0.9449999779462814,0.0,-0.38199999555945396,-0.421999990940094
0.4269999861717224,0.06099998950958252,0.0,0.0
-0.863999992609024,-1.1389999687671661,-1.446999967098236,-0.988999992609024
0.026000022888183594,0.22900009155273438,0.18199992179870605,0.037999868392944336
-0.30299997329711914,-0.21599996089935303,-0.13100004196166992,-0.17100000381469727
0.059699999999999996,0.049499999999999995,0.047099999999999996,0.0573
-0.04649999999999999,-0.024599999999999997,-0.035699999999999996,-0.046799999999999994
0.1293,0.0957,0.11489999999999999,0.060899999999999996
-0.044399999999999995,-0.034499999999999996,-0.025799999999999997,-0.044399999999999995
32.0,32.0,32.0,32.0
3.0,3.0,3.0,3.0
1.0,0.0,0.0,0.0
0.0,0.0011395683473770374,0.0,0.0
-0.0009034253202677978,0.0,-0.0013565794825992905,-0.005387512126703034
0.0,0.0,0.0,0.0
-0.004075190778008664,-0.006169746069939919,-0.007896493354249967,-0.006953674803962195
0.0,0.0,0.0,0.0
-0.001781420121704902,-0.00142199852985464,-0.0012624024026201552,-0.0009834481939320905
0.029005627453850706,0.019992840625557538,0.020746990005893248,0.020738039070086017
0.0,0.0,0.0,0.0
0.00018992672393813859,0.00021278762436882648,0.00024502520777403003,0.00024173821043982358
-0.08178331327411892,-0.01563159983015938,-0.0010313998091325827,-0.001621170759375179
0.0,0.0,0.0002516873983596439,0.0
-0.39296110845258536,-0.1737222247392019,-0.04694567057450128,-0.05745125934464447


-0.9762700785464951,1.2482557747461498,-1.3608912218786462,-5.56313501899701
-4.303787327448389,-7.835460015641595,-8.51193276585322,-7.400242964936383
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
