1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
8086.123,7826.677,11086.17,8310.531,5361.0645,8996.262,11925.189,8219.925,8869.158,16613.348,9757.277,17144.348,10559.075,9654.883,10645.309,16816.174,17926.494,14918.58,18059.977,8550.425,11900.417,16864.062,17345.61,17164.918,17516.309,9195.945,9349.586,19379.578,16026.213,6311.6,8400.463,8708.977,7223.926,5768.746,7668.981,4654.177,7966.2305,6653.307,8104.8,8716.717,4616.4053,8637.789,8145.416,5470.038,5850.8203,5483.9453,5537.005,5364.501
13452773.0,12334598.0,25562812.0,13427514.0,4805350.0,16203947.0,30012192.0,13008174.0,15386354.0,82373260.0,18519136.0,74882730.0,22854852.0,18817268.0,23714196.0,85525496.0,87656264.0,51205384.0,90854180.0,14670379.0,27913690.0,69137224.0,72414990.0,65476616.0,82690590.0,16713378.0,15711918.0,109417896.0,63834676.0,6737059.0,14107818.0,14692672.0,9039994.0,5688473.0,11402136.0,3421034.0,11542674.0,7927244.0,11923485.0,14446210.0,3316996.0,13887892.0,13454880.0,5267823.0,6028363.0,4882482.5,4862324.0,4959253.0
-0.09826351,-0.2287876,-0.1250808,-0.32110345,-0.4613022,-0.10698604,-0.21469249,-0.21979989,-0.04813202,-0.07312478,-0.22015154,-0.08266709,-0.10535247,-0.1582615,-0.21981685,-0.027954726,-0.10736028,-0.10691487,-0.07188902,-0.25766477,-0.18711697,-0.084710605,-0.076648094,-0.19980045,-0.07545467,-0.24402127,-0.27237722,-0.08308606,-0.07873767,-0.21778919,-0.21825136,-0.17066823,-0.24385108,-0.11354195,-0.11095498,-0.06890043,-0.1788162,-0.120935984,-0.12647234,-0.0664052,-0.21915673,-0.073135845,-0.15361533,-0.20177417,-0.20977573,-0.099800445,-0.11636801,-0.32234347
-5.664785,-5.644263,-5.643494,-5.6463256,-5.65054,-5.5919747,-5.5885367,-5.5843997,-5.617286,-5.632865,-5.592152,-5.59395,-5.584334,-5.6104236,-5.6271663,-5.611221,-5.6124945,-5.6029935,-5.585029,-5.600756,-5.6184306,-5.627492,-5.596911,-5.6280303,-5.631655,-5.661143,-5.649836,-5.6529174,-5.645882,-5.6877227,-5.681789,-5.6813073,-5.6775603,-5.675283,-5.662479,-5.6903634,-5.6466527,-5.624597,-5.62561,-5.595472,-5.64675,-5.6637044,-5.674587,-5.6369166,-5.5929713,-5.5959897,-5.629371,-5.6709514
1.0195686786632454,0.944849408932158,0.8662728052911162,0.94019142914606,1.0212287780892422,0.8825729252586834,0.897877528698849,0.9458634667324806,0.8817657243870625,0.9691013939131157,0.953375959763314,0.8825803230392935,0.9082314249834631,0.9126574515724608,0.8293982400908855,0.8978701309182386,0.8924332303838645,0.948873052441648,0.8587571284053368,0.9839119379798853,0.9822268359282826,0.921583857127726,0.9775620202183297,0.9221740876490514,0.9435686564587056,1.0381274627866703,0.9918936750440936,0.9043218383952762,0.9069228606006292,1.049257845106955,0.893066068375792,1.1214111150370965,0.9975239479450455,1.0902144869192156,0.9657615300746902,0.8812795310082393,0.9352131910095045,0.8464647326725296,0.9908207159272686,1.2780501297453897,0.9832670200677214,0.9265224843630409,0.9012054999026229,0.9488641563763576,0.828563976452223,0.9929425679632382,0.8528940595221519,0.9867738490052309
0.22169818760463156,0.1687667864118303,0.28230080636160704,0.21862970057896192,0.08054778442382804,0.19868453491210936,0.27999944109235475,0.17030102992466511,0.16569829938616054,0.3007117285156249,0.19024619559151779,0.3313965987723213,0.23320501395089266,0.2677254929896762,0.28230080636160704,0.3030130937848772,0.32065689418247756,0.30915006783621635,0.33676645106724323,0.18104073451450875,0.2892049021693637,0.3313965987723213,0.30378021554129453,0.3298623552594865,0.3137527983747209,0.2539173013741629,0.14958874250139487,0.3175884071568079,0.3175884071568079,0.0928217325265066,0.20098590018136153,0.2209310658482141,0.19561604788643971,0.11736962873186385,0.1841092215401784,0.04372594011579223,0.16723254289899547,0.13041069859095966,0.12657508980887278,0.18257497802734368,0.07057520159040165,0.13654767264229895,0.18871195207868297,0.06673959280831476,0.09512309779575878,0.0813149061802455,0.09512309779575878,0.08054778442382804
0.8848606148596709,0.8397364607583961,0.7561764046651289,0.7954463128367726,0.8993295051468579,0.7864266016773978,0.7926935843127878,0.8155187390685592,0.7733340756522029,0.8910303814626248,0.8141261721344941,0.7828799422218466,0.7959647983431015,0.8029847737977791,0.750249678143267,0.8039970093702307,0.785479176793237,0.8320607085168681,0.7589052606131013,0.8409994063158792,0.8986251203437892,0.8312991709452229,0.8991026557536141,0.7993895063260097,0.8734923791139368,0.8985117016392796,0.8991512757540576,0.8093489724656058,0.7878191686114628,0.8992808971306396,0.8032116112067977,0.8225549171953097,0.7106232992017976,0.8985765123275709,0.7968960205551894,0.7586298151878643,0.8441009237215256,0.7509378602742633,0.743472742769681,0.8346761457603309,0.8283119470925042,0.7962317110002055,0.8001587018173701,0.8008230113723536,0.7089476289227803,0.8722132308843813,0.688777986658557,0.8231944913100877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.15930620580029142,-0.14243251300658688,-0.19349105154943924,-0.09758380433054992,-0.045407269430452146,-0.17784024104935803,-0.20840595873494827,-0.10895970998022353,-0.11013397227340249,-0.18386418360365653,-0.11290290346946019,-0.18617177007773655,-0.16665023469642382,-0.14252118428666627,-0.1978555264967934,-0.19402575171206493,-0.22577340159477544,-0.19783932382472003,-0.18257650260596758,-0.13416491981808143,-0.19987146487356355,-0.19086795638626075,-0.16755670948408152,-0.1825278826055241,-0.21970085102425863,-0.09538963656097899,-0.08889581651656986,-0.1936530902543918,-0.205903940195995,-0.053455683129653764,-0.13322603968627877,-0.12321029562652441,-0.10535677260451415,-0.04120483318805057,-0.13454612602811267,-0.02380498498407757,-0.12631948293611028,-0.09968075606768423,-0.1091865473892426,-0.14024601514095636,-0.02549685793516776,-0.12061106105513453,-0.13995435505942133,-0.06905022769380142,-0.06568179763105153,-0.04701047110146295,-0.0631397038440129,-0.06957638310407077
