1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
18265.605,20681.777,11740.764,21411.207,22174.172,12064.187,21217.82,16309.281,22068.922,5705.9062,21465.531,13513.33,21039.79,22081.64,22155.248,17104.469,17768.748,21983.95,9360.637,17031.145,18452.863,20942.34,22562.334,13828.4,20400.625,10543.322,18934.48,10187.291,21317.059,5029.539,18975.527,22324.191,21537.32,10796.542,14644.924,22343.645,19950.85,20475.7,8142.887,16381.98,5048.5947,14156.836,20555.082,20376.988,5167.617,20000.092,21707.08,19542.496,20950.807,10538.965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0005561015672129,0.9932882035104718,1.1315618064619175,0.941537169717529,0.8827022459551692,0.9507536806440566,0.9514573125871377,0.9893109131832845,0.9229817567346352,1.0450863396280579,0.946922379430426,1.1982115958321946,0.9943871016808279,0.9902408797559143,0.9566616044248641,0.9957266618279899,0.8470460671285647,0.8828300683669745,1.0283665126643649,0.9758868443027351,0.940814715573149,0.9136645798061362,0.8257139580615289,1.0701961862313958,0.948215586395285,1.0113648208951524,0.9684645292811096,1.0523857016630895,0.9103020544119178,1.0506727877021047,0.8675278059966225,0.9753830460789159,0.9121915786796169,1.0115886271693026,1.010098676697335,0.8649155466561658,0.9237730383315257,0.9860933468319049,0.8673874354506177,1.0573689028676492,0.9229249155595685,1.0450638653578501,1.0570547312987064,0.9319719330316143,0.8265388574209385,1.0081183189208804,1.008953425344676,0.8688513532262614,0.847626933370637,0.995411272902744
0.3590129820033482,0.35978010375976555,0.1825749780273438,0.33216372052873877,0.30378021554129464,0.18487634329659608,0.3030130937848772,0.35210888619559144,0.34827327741350445,0.12197235927036831,0.3643828342982701,0.2738624670410157,0.403506043875558,0.33216372052873877,0.30378021554129464,0.30378021554129464,0.3390678163364955,0.34443766863141745,0.1764380039760045,0.300711728515625,0.3045473372977121,0.41041013968331475,0.30147885027204235,0.23934198800223216,0.36208146902901794,0.1472873772321428,0.30147885027204235,0.18564346505301343,0.3060815808105469,0.0813149061802455,0.32065689418247767,0.3198897724260603,0.34443766863141745,0.19638316964285707,0.26312276245117183,0.3099171895926339,0.31758840715680803,0.34060205984933034,0.10356143711635046,0.3106843113490514,0.05523276646205355,0.2776980758231027,0.32525962472098213,0.31145143310546874,0.0506300359235492,0.34980752092633927,0.32909523350306924,0.3359993293108259,0.31375279837472103,0.14958874250139498
0.8989977818014627,0.8947467375428428,0.8989815791293898,0.8124257544310463,0.8114945322189584,0.8184821023294906,0.857047625698065,0.8799699964862735,0.8332750460581329,0.899046389817681,0.8258099285535505,0.8988519577528078,0.807502730713503,0.8832088051724414,0.8620917260398326,0.8973297694421603,0.7576099097114728,0.7878029659393899,0.8978073168362104,0.8735247844580827,0.8354777465958367,0.86038365041667,0.7397316512492571,0.8987061337041529,0.857816821189425,0.8994915318675858,0.8913459021359471,0.898544106983425,0.815826589837942,0.8991188704099118,0.7610022123502356,0.8800024018304189,0.8223928904745819,0.8992484917864942,0.8992322891144213,0.7631401021996487,0.7670832956888858,0.8904394153640651,0.7489781878334263,0.843857883640434,0.7883214514457189,0.8989491737852444,0.8989005657690261,0.8210975395729534,0.718623116869006,0.8826254969935965,0.8726907782784314,0.7793742208785743,0.7566138768110937,0.8912648767913582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12938006222947784,-0.17784024104935803,-0.0825802258649615,-0.15531440429483556,-0.12978512903129769,-0.07821576290183163,-0.1407645006472853,-0.1739533254802783,-0.14945248846126447,-0.03197448729172869,-0.16177581899509885,-0.1633218678975341,-0.15354917590309647,-0.16621276255045903,-0.14488504868090413,-0.14266702031954548,-0.1585532129810039,-0.16828584171158134,-0.09115479497443157,-0.16490120897675808,-0.16218855570085822,-0.2059687508842858,-0.15392183736077047,-0.11503226055074034,-0.16354104738683795,-0.07708243872093146,-0.16299015653636406,-0.0719726408582293,-0.14161470949900856,-0.016687793496963366,-0.1515818455425446,-0.1430882897934378,-0.1767145867723965,-0.08789978361619077,-0.11503226055074034,-0.14994623852738798,-0.1677187481890341,-0.1715084477256763,-0.0659486983039308,-0.1855808039791773,-0.020517568281691823,-0.14946869113333783,-0.12870808277055446,-0.163022561880509,-0.0380632285500937,-0.18838214051937996,-0.16002679327543312,-0.18405861566852977,-0.1680914096467081,-0.08461236691380414
