1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
17629.094,10011.842,9326.018,8323.672,12263.112,6469.3086,10605.789,13562.561,19021.277,19196.242,9532.0,19611.03,11076.468,11807.408,9758.618,17387.27,18895.938,17514.656,9542.611,17920.473,17001.936,18946.93,16754.61,17380.883,16070.956,11633.615,18000.8,11868.959,17604.31,17992.709,10544.819,10463.697,13644.267
69006620.0,20690468.0,15944880.0,12039283.0,30457132.0,6997728.0,22784028.0,35917880.0,102784050.0,108950920.0,16768377.0,129835944.0,23576924.0,26251228.0,19137194.0,87288060.0,103096696.0,73918580.0,19723880.0,85707050.0,69397940.0,118786330.0,72039810.0,75489200.0,55110668.0,25971556.0,69646850.0,29074904.0,78728220.0,85110270.0,21121154.0,22803388.0,37793224.0
-0.10928336,-0.23035264,-0.099563174,-0.26439473,-0.32599598,-0.10753324,-0.19106199,-0.16104768,-0.08159947,-0.05529124,-0.07764979,-0.011897816,-0.10693475,-0.13485095,-0.19016537,-0.07127917,-0.1635693,-0.08370079,-0.16965374,-0.07676888,-0.07508647,-0.023339817,-0.065896794,-0.12936205,-0.20415024,-0.12959361,-0.20187464,-0.17528991,-0.10133428,-0.039335646,-0.17958508,-0.17425558,-0.112361565
-5.1523957,-5.134006,-5.136603,-5.1414695,-5.1584306,-5.1078076,-5.105181,-5.1030326,-5.1091866,-5.1195292,-5.0905213,-5.073005,-5.0886273,-5.084329,-5.1121163,-5.1108027,-5.1428437,-5.154639,-5.1981473,-5.198548,-5.190058,-5.1699862,-5.1763716,-5.149533,-5.187527,-5.2189927,-5.223868,-5.206467,-5.2190385,-5.2152395,-5.242991,-5.239,-5.226997
1.4804718314539373,0.8677357632281366,1.0070438381086768,1.0174839794052126,0.9514561654629292,1.058521809518598,1.4357088910536524,0.9367761594489483,0.9213327773902511,0.9919975014903131,1.0104302424149907,0.9399064507176889,0.92911514894916,0.9446549830841646,0.9467298264382833,0.9153007769093398,0.8664919060149416,0.9130716102331293,0.8997966206782897,0.8501612584970095,0.9206468439349587,0.90221110644092,1.391556501660672,0.8817346115692439,0.9398920297276387,0.9485950972227168,1.403660581737698,1.0028340327276342,0.9262898522556946,1.175469952041278,0.9103641161726681,1.1054624130592017,0.9335339650431327
0.30531445905412957,0.24087623151506699,0.2078899959891184,0.12197235927036831,0.22783516165597106,0.06750671456473234,0.20558863071986622,0.2562186666434152,0.32525962472098224,0.3413691816057479,0.1265750898088729,0.3283281117466519,0.18410922154017872,0.24471184029715398,0.24547896205357156,0.30147885027204246,0.3452047903878349,0.3375335728236608,0.2892049021693639,0.32065689418247767,0.3030130937848773,0.31375279837472103,0.3083829460797992,0.3083829460797992,0.3183555289132255,0.21019136125837057,0.3045473372977121,0.2945747544642858,0.3099171895926339,0.300711728515625,0.2117256047712054,0.2692597365025112,0.28843778041294643
0.8602540290400875,0.7911389906579949,0.8917347662656936,0.8985031568869215,0.8355988352042858,0.8632660003172368,0.895726567771149,0.8372506448915153,0.7864914123656885,0.897005716000705,0.8992970998027126,0.8074865280414301,0.8213644522300574,0.8513392038170888,0.8764881477190136,0.8441009237215256,0.7805160778276083,0.8640027904644514,0.847963103850399,0.7941509619351441,0.8135104705957286,0.7964261430650788,0.7640227163955182,0.8111142008573449,0.8409993943316545,0.8343358896468027,0.7729452115224564,0.871646137361834,0.8052437522556408,0.7982561821451091,0.8289191158631364,0.8991188704099118,0.8310322702723436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2140896451757186,-0.17447181098660725,-0.13880484019067296,-0.08018308127815921,-0.16616415453424072,-0.06810280280964154,-0.1569014032937739,-0.16619655987838655,-0.18434173099770668,-0.17256075854621322,-0.09557553585771927,-0.14848886090503122,-0.14160616474665133,-0.1158099888102333,-0.15207559560866724,-0.17360539946281062,-0.19120821249978892,-0.17622083670627386,-0.15459381681969386,-0.16363826341927457,-0.15472343819627632,-0.14289385772856456,-0.15889346909453206,-0.17761340364033895,-0.20322369226424097,-0.150205481280552,-0.22634049511732268,-0.14931432233232478,-0.1863662021426098,-0.17200219779179893,-0.16068257006228404,-0.13202790481708693,-0.15078024470703877
