1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
14221.904,20240.258,11976.666,16175.807,18895.5,19973.133,17663.594,7954.3325,10892.456,6191.167,12291.445,17696.965,2259.475,8042.586,11591.762,19624.96,14365.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.911218349136838,0.8390680757760576,0.8655748855583794,0.9627344331633194,0.7777992821930135,0.8889175990238571,0.8646516612668123,0.8469829518863985,1.2106473586803677,0.9106860835040893,0.8445216447275026,0.9730839282366845,0.6949330895116923,0.8930341361835388,0.9586436477715841,0.8711595544193684,0.9000828164629635
0.3168212854003907,0.3283281117466519,0.18564346505301343,0.3083829460797992,0.33676645106724334,0.42575257481166295,0.30761582432338175,0.095123097795759,0.20865711774553575,0.08438339320591526,0.22630091814313624,0.3160541636439733,0.031451992013113994,0.12887645507812506,0.2600542754255023,0.3574787384905134,0.2508488143484934
0.7235623432586222,0.7099837370712443,0.7240722959968178,0.8719053801149985,0.7305175080250086,0.7622088799875608,0.7229389718159172,0.727602752780296,0.8279230829627577,0.7879001819718265,0.7176918946569182,0.8779131199972245,0.5944329910141755,0.7449301203920373,0.8038511853215757,0.7532778520924892,0.7581360651217413
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0007367901472141725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.24231537104308387,-0.23421067942372442,-0.11487876659814589,-0.2342268820957969,-0.24131166823876526,-0.22002490446571432,-0.2460888679076536,-0.06863749098804295,-0.17196979244765398,-0.0434399390698994,-0.1316066353431946,-0.19170196256591243,-0.06433783871320475,-0.08781877025582663,-0.1830463800960782,-0.237927035503942,-0.13482924135728958
0.013182084137916217,0.015732710693088237,0.0,0.010056694156257429,0.017222493659589944,0.00688269615838033,0.017125277627153324,0.007765310354249877,0.01540865725163254,0.013837860924766687,0.017125277627153324,0.016979453578498394,0.004413070979347289,0.016194055415065467,0.010575179662586365,0.01540865725163254,0.011481654450243184
-0.0005014079858378651,-0.0013030088213437097,-0.005797093161055145,-0.0010036908200938832,0.0,-0.004696186308524641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002898552572640156,0.0
0.03355745958957623,0.044133138594387056,0.03564242710171017,0.033044304666509206,0.05635605091033513,0.05557485841093168,0.018124928963683118,0.0,0.011338016323696909,0.0,0.010575679004810823,0.0,0.0,0.0,0.011117116698654783,0.04331423573394799,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.004856851621082292,-0.030578168494932,-0.009290759172598584,-0.014962454996618746,-0.01565343025093524,-0.03118560571217488,-0.009079293529401955,-0.016928922492888354,-0.01433616899044532,0.0,-0.030968764744633948
0.0,0.0,0.0,0.0,0.0,0.0,0.0060879862519194194,0.026197515643102243,0.009659285273714735,0.013805827090967115,0.01433313298680261,0.026652916189505715,0.008652610381665093,0.014908375782259453,0.013206615845699377,0.0,0.026748789988748634
-0.029768814664897336,-0.03978762668577285,-0.023992418260517123,-0.033579798184799836,-0.037055223407352234,-0.038613172645048044,-0.020133497840993497,0.0,-0.005728459504758865,0.0,-0.00376304662028093,0.0,0.0,0.0,-0.005177185159112474,-0.03389138803233904,0.0
0.12153228042865205,0.11427935081689289,0.05607833647186178,0.1254367345112295,0.10047519832161944,0.10553002933813826,0.11897186835448648,0.03689219320753323,0.08320431955317797,0.01664458637068078,0.05757066328976923,0.0995877456947214,0.04171132807599354,0.039833773941141626,0.08687589617739477,0.11463223670555922,0.06430101038820224
0.0,0.0,0.0,0.0,-0.020555911408870697,-0.011709757392880826,0.0,0.0,-0.004437972600604079,-0.011158892108778184,-0.013672166231649241,0.0,0.0,-0.004635951996040388,0.0,-0.007234074431241355,0.0
9.05999755859375,11.19999885559082,9.040000915527344,0.0,22.940000534057617,22.440000534057617,12.930000305175781,1.1699981689453125,17.94999885559082,23.900001525878906,21.979999542236328,1.7999992370605469,0.0,22.599998474121094,0.09999847412109375,23.139999389648438,2.6599998474121094
-22.330001831054688,-16.540000915527344,-27.19000244140625,-27.20000457763672,-16.420001983642578,-26.959999084472656,-25.400001525878906,-27.439998626708984,-30.390003204345703,-23.459999084472656,-18.799999237060547,-39.47999954223633,-25.470001220703125,-23.520004272460938,-35.03999710083008,-15.450000762939453,-34.48999786376953
14.620010375976562,17.720001220703125,5.5,6.6200103759765625,17.160003662109375,17.300003051757812,31.600006103515625,4.6399993896484375,4.339996337890625,4.970001220703125,9.789993286132812,12.110000610351562,0.0,5.7700042724609375,12.419998168945312,17.669998168945312,16.259994506835938
-26.949996948242188,-18.600006103515625,-9.449996948242188,-14.75,-5.4699859619140625,-9.110000610351562,-4.9799957275390625,-9.32000732421875,-25.009994506835938,-32.07000732421875,-21.620010375976562,-19.149993896484375,-11.979995727539062,-32.779998779296875,-28.900009155273438,-4.160003662109375,-10.889999389648438
3.149993896484375,7.1399993896484375,5.819999694824219,4.400001525878906,7.6399993896484375,7.989997863769531,8.520004272460938,9.389999389648438,9.540000915527344,7.0,7.6100006103515625,8.990005493164062,3.339996337890625,7.30999755859375,8.610000610351562,8.299995422363281,7.239997863769531
-4.6100006103515625,0.0,0.0,-2.3600006103515625,-0.9300003051757812,0.0,-0.7999954223632812,0.0,0.0,0.0,0.0,0.0,-2.5300064086914062,0.0,0.0,0.0,0.0
3.5689999014139175,2.2829999774694443,0.7379999794065952,1.1110000163316727,0.7550000250339508,1.0840000212192535,0.17999999970197678,0.0,2.7129999101161957,3.8790000826120377,3.0599998980760574,2.4149999022483826,0.45799998939037323,4.524999782443047,2.8840001076459885,0.6490000188350677,0.7520000040531158
-2.9290000051259995,-1.6490000635385513,-1.967999991029501,-1.5709999650716782,-3.3900000751018524,-1.9840000569820404,-3.6879999190568924,-0.992000013589859,-0.28199997544288635,-0.18699999153614044,-0.811999961733818,-2.4429998993873596,-0.4959999918937683,-0.32599999010562897,-3.6770000010728836,-2.703000098466873,-2.797000080347061
2.084999918937683,2.8800000846385956,0.6479999721050262,0.0,3.098000079393387,3.123000055551529,3.391000062227249,0.0,2.572000116109848,2.9770000278949738,2.1319999992847443,0.0,0.0,3.0560000240802765,0.35600000619888306,3.050999939441681,0.6449999809265137
-3.8709999322891235,-2.841000109910965,-3.5120001137256622,-4.385000169277191,-1.4359999597072601,-3.195999950170517,-1.9569999873638153,-3.613999992609024,-4.226999908685684,-4.291000097990036,-3.7039999663829803,-4.3109999895095825,-3.3700000047683716,-4.295000046491623,-4.894999980926514,-1.7770000100135803,-3.677999973297119
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021000027656555176,0.0,0.039999961853027344,0.0,0.046000003814697266,0.0,0.0,0.0
-0.43199992179870605,-0.28600001335144043,-0.3020000457763672,-0.5719999670982361,-0.5990000367164612,-0.45499998331069946,-0.3669999837875366,-0.3489999771118164,-0.48799997568130493,-0.6530000567436218,-0.49800002574920654,-0.4490000605583191,-0.5549999475479126,-0.4610000252723694,-0.4159999489784241,-0.5349999666213989,-0.35899996757507324
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,17.0,32.0,31.0,21.0,21.0,25.0,32.0,32.0,32.0,32.0,26.0,32.0,32.0,32.0,19.0,32.0
15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,6.0,15.0,15.0,15.0,15.0
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
0.0,0.0010000705701559143,0.0,0.0,0.007115399290509278,0.004261283771668997,0.0,0.0,0.0032561011652718352,0.005207354460588093,0.006083267804228437,0.0,0.0,0.003672673037027785,0.0,0.0032202627083874474,0.0
-0.02355404285654733,-0.021584962604023913,-0.01138067456526047,-0.02551403514222428,-0.016259877469782635,-0.01968557201196483,-0.02259666744371852,-0.007411038864364505,-0.016134138516214785,-0.0023455999850513914,-0.01025225989709111,-0.020506368966442645,-0.009842000146943461,-0.007284771516894328,-0.01653273208710973,-0.021444174417786982,-0.012317811496285108
