1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
10008.222,8660.628,14154.625,10600.27,16523.707,9548.799,18677.05,11497.473,10215.967,9963.379,6722.8594,10769.955,8714.625,7776.1777,11595.459,11192.488,10384.16,7527.9,13944.419,11164.62,18578.176,8819.225,20533.17,17383.44,19566.27,19876.477,17617.586,20043.043,14579.4795,19326.652,12298.165,17491.594,11915.7,17724.91,20401.238,22839.621,20066.48,21763.594,22090.59,22346.854,19456.738,21578.61,21898.37,21797.066,11713.172,22466.668,23052.557,10071.996,22601.303,21805.258,22397.877,19473.11,22068.371,11833.066,22826.738,14160.533,18131.566,15201.832,7323.2593,7916.4053,16572.254,22747.299,14549.629,22623.28,21965.23,20842.672,15429.369,20934.703,21006.54,12075.544,23051.992,7280.034,21157.658,18579.621,17305.527,9800.646,11421.213,17616.092,7779.3486,18508.855,11987.885,19457.188,19039.404,11855.6875,15753.793,23121.504,10416.223,18273.05,20003.754,9299.131,10046.332,21209.084,15100.611,13533.158,9745.471,11857.955
18060648.0,13212772.0,38503904.0,20943288.0,62561080.0,16478842.0,106635400.0,25656776.0,19497178.0,18329150.0,6358876.5,19901052.0,12459134.0,9600006.0,25830070.0,25215200.0,18914400.0,8680364.0,36396480.0,21812374.0,98478750.0,13530755.0,130819416.0,63777476.0,121945650.0,117048376.0,87229736.0,114273450.0,38795220.0,111767350.0,26039908.0,71716070.0,25935424.0,83387570.0,122210504.0,188215840.0,92369830.0,142778700.0,169430700.0,186634140.0,78664580.0,176681300.0,138174770.0,146651650.0,22765696.0,192833140.0,184498020.0,16471793.0,185722510.0,165773580.0,190899630.0,106512990.0,160838020.0,23161244.0,185497470.0,35694508.0,93557096.0,41866096.0,8830501.0,9614152.0,52191424.0,193849860.0,34777052.0,179907330.0,150138850.0,124335710.0,41004080.0,110176160.0,155294500.0,23432254.0,198799310.0,7387106.5,112156744.0,96542230.0,56620800.0,15819303.0,22745014.0,55397776.0,9527860.0,102515560.0,22951588.0,79634170.0,79948790.0,24920416.0,45061350.0,198459410.0,17274848.0,91867784.0,115453550.0,14243169.0,16445096.0,136309840.0,39445130.0,33840730.0,16286430.0,24516072.0
-0.081582315,-0.19678286,-0.099386536,-0.28764752,-0.18412247,-0.2125486,-0.2292261,-0.10898274,-0.03228299,-0.31503645,-0.17758016,-0.08588209,-0.15142217,-0.120192595,-0.19089937,-0.24486543,-0.5535923,-0.05683045,-0.09111929,-0.12813398,-0.18028092,-0.13957354,-0.09372756,-0.12675649,-0.066323414,-0.06119401,-0.14223926,-0.050628945,-0.09371633,-0.06979288,-0.19124536,-0.14615875,-0.16817318,-0.15623286,-0.115191385,-0.15720157,-0.110168055,-0.10158159,-0.07135515,-0.16399841,-0.22243407,-0.25029042,-0.11392715,-0.14000057,-0.15631472,-0.20561875,-0.19369563,-0.13360636,-0.10524131,-0.11043115,-0.26560715,-0.096761994,-0.07720291,-0.1135786,-0.21805914,-0.3186841,-0.06862675,-0.13718665,-0.03505129,-0.48203737,-0.1764817,-0.23068558,-0.05444428,-0.10641393,-0.031658184,-0.084793404,-0.06543803,-0.12917556,-0.14786622,-0.14177327,-0.1898539,-0.57595295,-0.06845282,-0.04403429,-0.14496166,-0.21105652,-0.11594591,-0.15347122,-0.19830595,-0.04852401,-0.12410262,-0.04490181,-0.17141312,-0.29706427,-0.15154327,-0.2190451,-0.14437172,-0.08659831,-0.17191814,-0.08924906,-0.10993492,-0.09647984,-0.3344436,-0.102375895,-0.17542103,-0.33181903
-5.596267,-5.569925,-5.5659146,-5.5631623,-5.5727296,-5.52564,-5.5250297,-5.5468307,-5.5137353,-5.4791255,-5.4116883,-5.4230714,-5.4157643,-5.4263186,-5.44041,-5.4800267,-5.4814057,-5.4919763,-5.481314,-5.477286,-5.470036,-5.5104814,-5.5112405,-5.5337186,-5.5232215,-5.5476127,-5.5483904,-5.533727,-5.555491,-5.567654,-5.5945935,-5.59352,-5.5974135,-5.5887423,-5.5790925,-5.563479,-5.5637603,-5.5660195,-5.5307326,-5.5242896,-5.548084,-5.588465,-5.5922294,-5.5877347,-5.5684524,-5.5643625,-5.5741315,-5.587603,-5.562673,-5.5419793,-5.5314107,-5.515675,-5.52354,-5.493358,-5.517057,-5.470013,-5.477632,-5.498113,-5.4808393,-5.4779544,-5.486323,-5.4356036,-5.456228,-5.4832845,-5.466101,-5.4437165,-5.427238,-5.416163,-5.3901362,-5.380382,-5.3878503,-5.376743,-5.3704805,-5.370627,-5.3391833,-5.382958,-5.3831496,-5.3768353,-5.369736,-5.3411837,-5.3254027,-5.3009543,-5.309152,-5.2993293,-5.3213286,-5.3266206,-5.295957,-5.2898088,-5.288384,-5.2972703,-5.3278337,-5.355555,-5.3289332,-5.289476,-5.309074,-5.3609023
0.8726756780518483,0.8675419928796908,1.0038104227146614,1.0274592544689243,1.0054538537235878,0.8992220987354111,0.9830361437627353,0.8865197348569014,0.9687236857094403,1.0146065939084015,0.8553638413537719,0.9834212029256246,0.923883583648109,0.9717636116833879,0.8922435569075919,0.9904219380952737,0.9529484335940117,1.0367297972867426,0.9211643842385815,0.9332134023535996,0.927456992611108,0.8804155357829482,0.879943482465797,1.0892138668596212,0.8237013403430475,0.8700472185082839,0.9937322108112596,0.9274377021958464,1.014746964454406,0.8559912480637324,0.9896000353052254,1.1924295747859457,1.0346441850114825,0.8599299575603965,0.8543620507592706,0.8442198808285701,1.082087837633565,0.9472609449468232,0.921173654875042,0.8331126282780403,0.9841571416321289,0.9789475121552285,0.9976879632961642,0.9404741835581085,0.9170028048956924,0.8734300643884816,0.9689871965276238,0.948575783396757,0.9228404965821015,1.00333022247456,0.8526159872497299,0.8629916086622114,0.9439397160241114,1.0292851016377018,1.0070514934069663,0.8842217407281803,0.9129632421114722,1.009314184202903,1.0329976637904026,0.8066259516961127,1.0581927253349446,0.8741242384095171,1.0513543667675447,0.998366873542017,0.95682477699085,0.8653232205534513,1.0267149815538845,0.9367612468342377,0.9120707326558553,1.0389964210799654,0.8780028292333759,1.0912993854920883,0.8848769593475228,0.9354625149446194,1.0391752788137008,1.061840767603591,1.0284201231630892,1.0519622021338662,1.029978339230812,1.0207752192236164,1.0382463423117887,0.9631839653888663,0.9621874187907469,1.0697435637936952,0.9259101073212814,1.2622344707649842,1.0665768454786602,0.9297044196318622,0.9738540933838593,0.8022244595187582,0.9236923650657598,0.8590232144003149,1.020081607059336,0.8961178401629946,0.8103780311072617,0.9861475191873843
0.16953390816824776,0.1687667864118304,0.26849261474609376,0.23243789219447553,0.3237253812081473,0.19868453491210925,0.3045473372977121,0.22476667463030142,0.21479409179687492,0.28383504987444197,0.11199977643694203,0.19254756086077007,0.15572571655273437,0.10586280238560264,0.2485474490792411,0.22936940516880588,0.20328726545061382,0.16032844709123883,0.2830679281180245,0.21556121355329239,0.3221911376953125,0.16953390816824776,0.30531445905412946,0.300711728515625,0.3060815808105469,0.33676645106724323,0.30761582432338164,0.3060815808105469,0.2915062674386161,0.33216372052873877,0.2270680398995535,0.3551773732212612,0.2523830578613281,0.3083829460797991,0.3022459720284598,0.3106843113490513,0.3183555289132254,0.3030130937848772,0.3804923911830357,0.321424015938895,0.3030130937848772,0.30761582432338164,0.3122185548618861,0.42421833129882813,0.1610955688476562,0.30761582432338164,0.3030130937848772,0.12887645507812506,0.3513417644391741,0.3467390339006696,0.30991718959263403,0.31758840715680803,0.3935334610421317,0.18947907383510032,0.39276633928571436,0.27846519757952015,0.3313965987723214,0.25775291015625,0.1143011417061941,0.08515051496233261,0.2945747544642856,0.3030130937848772,0.25698578839983266,0.31912265066964285,0.3766567824009487,0.3045473372977121,0.21786257882254467,0.31298567661830357,0.3122185548618861,0.17873936924525669,0.35978010375976566,0.17413663870675222,0.30915006783621646,0.30378021554129464,0.2984103632463727,0.21786257882254467,0.18871195207868308,0.2984103632463727,0.10356143711635046,0.36591707781110494,0.2270680398995535,0.32065689418247767,0.360547225516183,0.2738624670410156,0.2876706586565291,0.32295825945172985,0.17183527343750005,0.3551773732212612,0.34443766863141745,0.15265722952706473,0.17183527343750005,0.3060815808105469,0.2792323193359375,0.2661912494768416,0.17950649100167404,0.23550637922014517
0.7564680527624388,0.7385335163800653,0.8915727395449657,0.8877429647602382,0.8321579245493047,0.7763460469293522,0.8932407519042682,0.7404445688204588,0.8486674886534677,0.8983334722464789,0.7146313153635506,0.8632984056613826,0.7744187918168857,0.6982999806521879,0.7589862739734654,0.7893737622662558,0.8281013123555581,0.8988681604248807,0.7974221759654578,0.8185469130177814,0.8144740981519623,0.7552375125491015,0.7635042308891893,0.8090573243682959,0.7124695529381251,0.753982236895558,0.8628046555952595,0.8208382968197889,0.8988195524086624,0.742573925901739,0.8622051447443422,0.8636386617749108,0.8992160864423484,0.7304689000087903,0.7344120934980274,0.7307605481061001,0.8985765123275709,0.82438495627534,0.7985154248982735,0.7251331395854881,0.8533474722899195,0.8640027904644514,0.8766987824559598,0.8133407739710612,0.7940213405585621,0.7424443045251565,0.742840838558843,0.8075999467459396,0.8208707021639348,0.894827750903207,0.7479744970133324,0.7329871212198165,0.8291945612883738,0.8988681604248807,0.8972325534097236,0.7665648101825568,0.7940051378864892,0.8922285163318167,0.8988357550807349,0.6737095975046774,0.8990787951618264,0.7573992749745266,0.8989329711131715,0.8977425061479196,0.8296072979941327,0.7380559689860147,0.8991350730819847,0.8306109888142266,0.7962641163443509,0.8990949978338993,0.7797144769921025,0.8994753291955129,0.7767425809630386,0.8488457180462681,0.8984630936230613,0.8986575256879346,0.8991350730819847,0.898916768441099,0.8991674784261301,0.8600595969752143,0.8988519577528078,0.8405542642659749,0.8452828559186445,0.8837511632547828,0.7855763928256736,0.8974431881466698,0.8987385390482983,0.7928556110335157,0.8560677954697589,0.6776365883218416,0.7254409903548704,0.7592941247428482,0.8472749217194027,0.7369951253973448,0.6929232701323822,0.7083157247119423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.10807709578435354,-0.08987564674487558,-0.1877425664046024,-0.15387322934455216,-0.18900551196208504,-0.11231193737090095,-0.17874672782124001,-0.1344165046515311,-0.14071589263106699,-0.11761529245005775,-0.026897969621590967,-0.10496790847476767,-0.09822337844532747,-0.06926086243074803,-0.15228623034561384,-0.16167860296266223,-0.12067587174342531,-0.030792555094610208,-0.16967840864564643,-0.14223808094171364,-0.1677187481890341,-0.10468479314559076,-0.17358919679073814,-0.1809494283589439,-0.18674653350422332,-0.18823631647072503,-0.17980757140990988,-0.19149132782896583,-0.12728311049234353,-0.19469773117098832,-0.13075642649147046,-0.1973455737585974,-0.12633568560818365,-0.13591394553774716,-0.14545214220345137,-0.1537436079679697,-0.12957449429435108,-0.14975180646251474,-0.16414821615747055,-0.15274757506759062,-0.15073163669082046,-0.15344428996672033,-0.15938721916065468,-0.1986247219881534,-0.08044232403132323,-0.15243205439426877,-0.1709737595472749,-0.06690466794044969,-0.17982377408198236,-0.20124015923161576,-0.18240680598129977,-0.1819531311632625,-0.19865712733229834,-0.06828103220244142,-0.19375030628682843,-0.16995385407088293,-0.17456902701904387,-0.140602473926557,-0.027269756230846376,-0.03497025589680547,-0.1578812335220805,-0.13698333387877515,-0.12036035107010257,-0.1660183185013615,-0.17983997675405483,-0.1607635834226473,-0.13042470314607524,-0.17856848644421408,-0.16765392551651814,-0.08557599447003739,-0.1929973134675409,-0.02413670832947279,-0.17478733165993,-0.16778355887732488,-0.16659308192784827,-0.08058816006420333,-0.10062818095184412,-0.15818908429146283,-0.03603109948547534,-0.1817834345385947,-0.07395704873927222,-0.16975942200600969,-0.19417157576071986,-0.14366305321992456,-0.15835878091613065,-0.14310449246551027,-0.08300916524279334,-0.17661737073995987,-0.20237348341251682,-0.08112284824260474,-0.09606161601990237,-0.1603670493889613,-0.1592738004561456,-0.1515818455425446,-0.09291147861381255,-0.12888631216335522
