1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
19390.709,19531.209,20326.531,21224.953,4095.5166,19621.498,21735.691,20530.562,15951.248,4276.8545,2893.794,21886.717,22380.861,17097.816,21485.746,18846.865,21317.691,19547.566,19159.488,20901.49,20962.93,1840.5284,2074.2812,22627.613,21370.61,7330.211,15254.598,8423.344,19903.396,21640.383,2223.9116,10799.48,2889.637,1903.267,1497.4958,4612.0615,18850.297,16073.271,19704.293,4068.5107,20093.553,21960.84,21772.926,14653.785,18833.504,20295.822,16352.289,17596.596,19842.0,19860.8,15233.91,2136.628,2073.3135,18709.658,2450.0684,3395.1904,2592.1501,13279.978,22120.604,21370.04,2102.9097,22254.443,21762.742,11429.229,19141.348,1935.4208,15852.795,2019.1046,10247.459,3155.358,17096.729,4863.7295,15351.692,21142.506,3358.4558,2433.175,23376.465
126824296.0,133704800.0,141935900.0,163000910.0,3147804.2,130919820.0,182327300.0,118397336.0,83598020.0,3396450.8,1516902.2,175964290.0,187112590.0,78732610.0,139810420.0,101383860.0,159889380.0,108364960.0,136945760.0,153150640.0,151944500.0,496159.75,665077.75,194493980.0,162267820.0,12019514.0,64675908.0,11812386.0,98441770.0,182446500.0,757272.25,20102568.0,1301156.1,483664.56,321672.06,3569435.8,98280536.0,68344696.0,127531840.0,3023142.5,124897310.0,170078480.0,172884940.0,42056130.0,105245110.0,126450140.0,65554852.0,79673190.0,107079940.0,127060640.0,50267732.0,674433.1,716018.0,109560056.0,940625.4,2066814.2,1241201.0,34741244.0,180441970.0,170162380.0,652273.1,178796100.0,160665890.0,23921298.0,100595540.0,638602.4,71821976.0,600547.0,17603622.0,1574421.1,84912820.0,3980272.5,60985450.0,147236110.0,1826871.2,845456.5,205455330.0
-0.15194593,-0.03849644,-0.25508133,-0.09258906,-0.20999432,-0.27460438,-0.19986959,-0.09740921,-0.0766977,-0.3608313,-0.099751264,-0.22234829,-0.11756767,-0.06216593,-0.0699434,-0.061617848,-0.1379697,-0.03569633,-0.20567882,-0.13834906,-0.18733,-0.338409,-0.11039933,-0.3645026,-0.14682563,-0.1639302,-0.097948365,-0.22752678,-0.061885428,-0.33831924,-0.11420964,-0.062128857,-0.32160142,-0.58260095,-0.11532892,-0.0314997,-0.058655884,-0.15574047,-0.13519578,-0.14387946,-0.16413581,-0.13086699,-0.1501952,-0.08846488,-0.055397693,-0.05364692,-0.051064275,-0.13156544,-0.05980555,-0.10629419,-0.14963192,-0.32999638,-0.070963204,-0.114928976,-0.17789385,-0.078607,-0.18758272,-0.08880173,-0.12328161,-0.17192109,-0.26311347,-0.1277696,-0.1720533,-0.19606784,-0.14662531,-0.105883606,-0.030871755,-0.25797024,-0.13770229,-0.23548047,-0.016241645,-0.15944579,-0.082446694,-0.26273808,-0.21516393,-0.18800507,-0.17252636
-5.657187,-5.640469,-5.6488185,-5.6458936,-5.677054,-5.648684,-5.6550455,-5.660909,-5.6824603,-5.703201,-5.704539,-5.702228,-5.676967,-5.7000957,-5.7045684,-5.714044,-5.7009864,-5.6933465,-5.6931205,-5.6857,-5.664516,-5.6226172,-5.6020827,-5.5830545,-5.588839,-5.585589,-5.5929513,-5.595986,-5.5990367,-5.575301,-5.5558715,-5.563062,-5.5444083,-5.511477,-5.504477,-5.509929,-5.503728,-5.5194287,-5.5258946,-5.508394,-5.488916,-5.4808764,-5.501575,-5.486981,-5.4888463,-5.45274,-5.430379,-5.4005094,-5.3862886,-5.3666377,-5.362781,-5.3590484,-5.347753,-5.3302236,-5.3683457,-5.332584,-5.3307633,-5.330546,-5.3360314,-5.346625,-5.3644776,-5.3532424,-5.3554435,-5.3771462,-5.3762217,-5.373673,-5.373225,-5.426101,-5.4586034,-5.487333,-5.510348,-5.4596066,-5.4541965,-5.4337316,-5.428946,-5.4693484,-5.4599447
0.9086573124038957,0.8032956862439213,0.7923902339112971,0.8820759629587189,0.8028717653221316,0.9246859619159145,0.9087444938437428,0.9814251599814208,0.8781874459988517,0.8822363730623253,0.7940845129565681,0.9620798700435247,0.8395368515954698,0.8763662809697004,0.939418033322543,0.9512904411308465,0.9956938868506038,0.8666402596090095,0.9060517017017091,0.9106488136726616,0.8979975787588739,0.6194787238592334,0.5587187852108052,0.8624996562516476,0.8512325554542668,0.8657383858741394,0.9728525368963394,0.849941127702466,0.9982716856434088,0.8424674027877408,0.5081664728050572,0.9893705636421268,0.6177994276607675,0.4061701813230769,0.48594831563508933,0.8544821476406923,0.9344397951859873,0.8893195138894021,0.9798015812445111,0.8875120207079608,0.8819843803076233,0.9150443127112942,0.83102902932282,1.0459940192160648,0.9280845397852573,0.9268395588585523,0.8554641796059692,0.8204553534041343,0.9668755047346438,0.9404461375417452,0.8940758186076578,0.5672844787292394,0.4566290382218786,0.8612907278000668,0.760982066725088,0.7865158342502159,0.7046747492187364,0.9535507908569703,0.8890106799596336,0.9152924661115025,0.5998647727495645,0.8383634137622586,0.9573083015500861,1.0238267100824416,0.9994941922999065,0.5037210621580056,0.9333389305169879,0.4481671945603616,1.0246463654454687,0.601754577945641,0.8891013261828038,0.880741178593976,0.9668283087672078,0.8885075372353621,0.7554369151225473,0.7002284957865519,0.8983279505309247
0.3145199201311384,0.31912265066964285,0.3313965987723215,0.34213630336216516,0.0813149061802455,0.31758840715680803,0.36745132132393976,0.3160541636439732,0.321424015938895,0.08821900198800225,0.04602730538504474,0.3513417644391741,0.373588295375279,0.3359993293108259,0.33830069458007805,0.3313965987723215,0.3582458602469307,0.32295825945172996,0.31528704188755585,0.3536431297084264,0.3106843113490513,0.03835608782087052,0.03989033133370534,0.3083829460797991,0.3160541636439732,0.2869035369001116,0.3060815808105469,0.12734221156529024,0.31145143310546874,0.33293084228515624,0.05983549700055801,0.2424104750279018,0.06827383632114958,0.07824641915457586,0.05216427943638402,0.05369852294921884,0.3567116167340959,0.32679386823381695,0.3260267464773996,0.05446564470563631,0.3068487025669643,0.33062947701590395,0.3022459720284598,0.2869035369001116,0.3751225388881138,0.33293084228515624,0.3099171895926339,0.31145143310546874,0.33293084228515624,0.33446508579799106,0.30915006783621657,0.08745188023158479,0.09282173252650683,0.3022459720284598,0.04602730538504474,0.09589021955217647,0.0698080798339844,0.2753967105538504,0.3498075209263394,0.32909523350306913,0.0774792973981584,0.3413691816057477,0.34597191214425227,0.20865711774553586,0.30378021554129464,0.05523276646205366,0.35747873849051337,0.07134232334681911,0.1572599600655692,0.10586280238560264,0.32295825945172996,0.10893128941127228,0.3145199201311384,0.31758840715680803,0.0912874890136719,0.08898612374441972,0.3060815808105469
0.8337935315644613,0.7302019873516863,0.7156597536080751,0.8003369312101705,0.7126230349064953,0.854496999142893,0.8304575068458568,0.8846013721065065,0.7883052487736459,0.7859729148751349,0.7015626499301439,0.8784802135197713,0.7351164783010966,0.7851551113675566,0.8254048617517311,0.8390158732832544,0.8882529174984337,0.7880460060204815,0.8365462600884466,0.8102963973497666,0.791065635217346,0.635346164120691,0.5122492871986757,0.766402783461829,0.7531482307159068,0.7735762408848768,0.8168302926422606,0.7157322222160811,0.898916768441099,0.7618848265461051,0.4454418352906635,0.8993943158351492,0.5355195840043523,0.37143617853517275,0.5957121272595063,0.7362983985139908,0.8617190645821586,0.7993084809814213,0.8975242015070335,0.7886932380549743,0.7954463128367726,0.8301982640926924,0.7426063312458844,0.8987547417203712,0.845266653246572,0.8189519798196008,0.7644030477571317,0.7303230759601353,0.8783343894711164,0.8555902480757087,0.7894709782986924,0.4809467793658704,0.43303749139646497,0.7835928597930488,0.655960948434819,0.6980808011628841,0.6137276770022444,0.8363680306956458,0.7871957971687578,0.839129291987764,0.5357626240854438,0.7590186793176108,0.8314449949938778,0.8990949978338993,0.8983334602622541,0.4587125907086582,0.8305547228782935,0.4221067277966959,0.8994753291955129,0.5229208080452805,0.7501439173584727,0.7423061383962164,0.895224284936893,0.7824672055160877,0.6442285839995443,0.6191930588021286,0.800725795339917
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008412542388742672,9.721603243662003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003943193489236663,0.005919056617922358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024696131948083178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004267246930692359,0.0,0.0017166203755207832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.19726456039823326,-0.16719259277876564,-0.1855808039791773,-0.21367690846996013,-0.005861915833571096,-0.14384128261272533,-0.20235728074044435,-0.16712778209047396,-0.15758958542477064,-0.01127101971329747,-0.0063804013399000326,-0.19213090194374427,-0.21247024083263533,-0.14163857009079628,-0.1557842817849462,-0.13021406840912952,-0.17159713098997997,-0.16712778209047396,-0.11452230781254435,-0.1860421487011541,-0.17238252915341246,0.0,-0.0030443766212950862,-0.1431368978096561,-0.1821799685722807,-0.10023931682209763,-0.16618035720631408,-0.07864469029543919,-0.14397090398930779,-0.14654540312049225,-0.005076505685913446,-0.07773821550778148,-0.0081618324037116,0.0,0.0,-0.060070591782512395,-0.1804633481967608,-0.17477112898785663,-0.19949113351195003,-0.008234312995942794,-0.19705392566128754,-0.17288481198766892,-0.18052815888505158,-0.173880844888048,-0.20370977242642407,-0.1963657435302908,-0.21673748776332769,-0.1636706687634204,-0.14829442884015798,-0.14263461497540053,-0.1583263755719848,-0.0020969517371343116,0.0,-0.1711843942842206,-0.010453216205719151,-0.007562333537018517,-0.012323330533834387,-0.12133164853027623,-0.18578290594799007,-0.17115198894007566,-0.0066396440930640566,-0.18703818160153318,-0.19498937926829907,-0.10593153603100092,-0.19157234118932998,0.0,-0.17414775754515155,-0.0011418569490340147,-0.10000480950913904,-0.009295156584612663,-0.19842174517092204,-0.06062148263298628,-0.17224523787289048,-0.17115198894007566,-0.009603007353994997,-0.014630917007914412,-0.18949159212426814
