1,2,3,4,5,6,7,8,9,10,11,12
18576.098,18195.86,12811.498,6473.7793,1578.8257,3862.3965,21388.814,21001.559,6074.9653,3285.732,3654.6526,22096.504
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0109978816126177,0.8632448187732163,1.0033377138979627,1.0163059296644694,0.6266317690309348,0.8968063956164781,0.8887301729746057,0.882870007017989,0.8123140958428489,0.8068602459630262,0.8034162513393056,0.948401888731026
0.3137527983747209,0.3298623552594865,0.2715611017717633,0.11967099400111592,0.05830125348772319,0.05830125348772319,0.3099171895926338,0.30147885027204235,0.1994516566685267,0.04142457484653994,0.10509568062918528,0.3329308422851561
0.8947629402149158,0.7805885584198391,0.8989491737852444,0.8990949978338993,0.5503372631732004,0.7821107467304866,0.7828961448939196,0.8065229004851968,0.7262425911903763,0.7021536160287036,0.724137106685109,0.8839617979917289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0009798302283057225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1819045231470442,-0.17786411362537002,-0.13831109012454945,-0.09141403772759649,-0.0019110524403940232,-0.013708227563959952,-0.17823677508304403,-0.18533776389808576,-0.12529104469158625,-0.011861985811856712,-0.0075461308649460435,-0.22468868543009268
0.002235117866074443,0.0,0.0,0.0,0.0,0.0005184974905536599,0.0014821250467869085,0.015408645267407817,0.002826071980408962,0.005247089143223693,0.007797715698395269,0.012574915367283612
-0.0019025196722610715,-0.0038135721126550948,-0.004525614835439118,-0.004226308818414015,-0.0023962577541589702,-0.0028738051482091187,-0.00029931800124982644,0.0,0.0,0.0,0.0,0.0
0.03868771132816606,0.05354109389918005,0.046246388877297484,0.020077910212192407,0.015945685548960586,0.023358884195120666,0.029034638676642466,0.0,0.022162877724326346,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.002550984483906671,-0.029815831176045915,-0.0077984323546909096,-0.020534499593706457,-0.021753426294106593,-0.03140649894563019
0.0,0.0,0.0,0.0,0.0,0.0,0.004913532211194838,0.025598304397834726,0.008916263329582952,0.019174759848565204,0.0200376240417508,0.02739593813363772
-0.030823426456568548,-0.04124970212422596,-0.03885285714315523,-0.018239990305947584,-0.007070692694158387,-0.011816445756678284,-0.02037318233910046,-0.0018695390852350169,-0.013662016392102627,0.0,0.0,0.0
0.08825915696128361,0.08373633604834962,0.06702575654585674,0.04951768599808859,0.0,0.0,0.0862307549907031,0.08643816197639831,0.05228014251677848,0.0,0.0,0.11180378705505722
0.0,-3.7710361035614426e-05,0.0,0.0,-0.020410438897486394,-0.011813460885728544,0.0,0.0,-0.004711372718111395,-0.008217311375169567,-0.010994558025289258,0.0
19.48000144958496,22.460000038146973,28.81999969482422,21.669998168945312,35.07000017166138,30.920000076293945,25.170000076293945,24.99000072479248,28.27000141143799,29.100000381469727,35.799999713897705,12.430002212524414
-4.930000305175781,-7.490001678466797,0.0,-13.300003051757812,0.0,-3.950000762939453,-20.810001373291016,-8.479999542236328,-1.6699981689453125,-1.7399978637695312,0.0,-17.14999771118164
16.959999084472656,17.5,11.739997863769531,3.2899932861328125,12.919998168945312,14.279998779296875,16.62000274658203,22.529998779296875,13.319999694824219,10.160003662109375,9.830001831054688,23.839996337890625
0.0,-15.05999755859375,-9.260002136230469,-15.060005187988281,0.0,-3.3300018310546875,-20.8800048828125,-4.589996337890625,-8.75,-1.0199966430664062,0.0,-5.220001220703125
9.279998779296875,17.93000030517578,9.480003356933594,5.19000244140625,10.799995422363281,9.100006103515625,10.150001525878906,11.010002136230469,9.220001220703125,12.720001220703125,16.05999755859375,12.330001831054688
0.0,0.0,0.0,-0.6299972534179688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3550000227987766,2.09100005030632,2.940999999642372,3.4559999220073223,1.1770000010728836,0.6219999641180038,2.518999991938472,0.6980000101029873,2.5769999846816063,1.0729999467730522,1.0930000320076942,0.6420000232756138
-1.0880000554025173,-1.495999962091446,-0.6500000208616257,-0.8559999950230122,0.0,-0.6099999994039536,-2.623999895527959,-2.8360000289976597,-1.031000055372715,-0.0989999994635582,-0.10300000011920929,-2.6949999295175076
3.3009999096393585,3.248999983072281,3.4980000853538513,1.985000103712082,4.7310000360012054,4.554000109434128,3.3430000245571136,3.806000143289566,3.963999927043915,4.014999806880951,4.023999899625778,2.7480000257492065
