1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
11839.073,9843.012,8927.502,7622.5596,9386.518,10576.352,11095.111,16369.881,19681.027,11266.711,8409.623,20566.98,11405.711,12396.35,9069.396,9958.523,10157.363,11241.493,10648.672,9853.221,20549.156,19161.959,17578.19,14167.781,10710.678,17844.662,10058.797,9688.732,12393.926
26024988.0,17480830.0,13616525.0,9799219.0,15160764.0,21111840.0,23859204.0,57911280.0,101484504.0,22491784.0,11832082.0,134722270.0,22542354.0,27190976.0,14841590.0,17070098.0,17887180.0,24013294.0,22252500.0,17237652.0,127859450.0,115667784.0,70782760.0,38178716.0,21550646.0,94886210.0,19629276.0,15553580.0,29715728.0
-0.073685996,-0.21489646,-0.12295974,-0.31367448,-0.33199874,-0.10818186,-0.2747394,-0.1919682,-0.07195056,-0.27187887,-0.15146396,-0.11135822,-0.24899676,-0.07005164,-0.14218135,-0.4808651,-0.22135657,-0.13231725,-0.12178633,-0.08359227,-0.10671773,-0.07025373,-0.018427333,-0.12233286,-0.10552739,-0.07207768,-0.4587874,-0.13717413,-0.101672135
-5.342666,-5.3206277,-5.322578,-5.326862,-5.337382,-5.2833076,-5.276304,-5.269543,-5.277125,-5.280947,-5.241031,-5.2400947,-5.2293468,-5.17331,-5.1325727,-5.065413,-5.011523,-4.995687,-4.9860015,-4.9877324,-4.9781737,-4.9807515,-4.982034,-4.985084,-5.0017924,-5.0123324,-4.991649,-4.985373,-4.9643846
0.918972066001232,0.9608989407869107,0.8321106972193505,0.8982314048118248,1.043189792150919,0.8854565614118958,0.9048644047352031,0.8695123776987407,0.8709998934581024,0.8986992442033118,0.917143877762641,0.8903181206289571,0.8628490375105821,0.8711301505825136,0.8904979147906177,0.8772168384542635,0.8699927652244269,0.8551690175239101,0.8227979215021005,0.8721478604517451,0.9094473766444836,0.8507504823583149,0.8866761651418248,0.8664101792677595,0.8307636456487858,0.9593028930310051,0.9130816534226279,0.9735187117224077,0.833221675309943
0.23550637922014506,0.16723254289899547,0.1434517684500557,0.11736962873186385,0.15189010777064738,0.2117256047712054,0.24010910975864963,0.3007117285156249,0.3137527983747209,0.19484892613002225,0.14191752493722087,0.40427316563197535,0.17720512573242186,0.2869035369001115,0.2055886307198661,0.15265722952706473,0.17413663870675222,0.22399955287388396,0.23627350097656252,0.1841092215401786,0.31912265066964274,0.30147885027204235,0.343670546875,0.24778032732282362,0.2132598482840401,0.3007117285156249,0.22553379638671867,0.1495887425013951,0.23934198800223205
0.8584077872879847,0.8646585672513023,0.7614882925124187,0.8394286099890138,0.8992970998027126,0.7511971030274278,0.7885073507424591,0.7282747322392193,0.7652208512647101,0.8265543766204799,0.8484568539165216,0.7753824193731189,0.7365738559234529,0.7648157844628907,0.7527516966822208,0.8071386020239624,0.8008716193885719,0.7836653403852796,0.7899485256927425,0.7910417746255582,0.7868717437273021,0.755893289335952,0.8348782477291441,0.809680695811001,0.7686378893436787,0.8988033497365895,0.8535094990106473,0.8994429238513675,0.722598715702389
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.11895925136790453,-0.07926040381842903,-0.054718628687136395,-0.06075876192928309,-0.07159230949661577,-0.10586672534271013,-0.10421491565548102,-0.1356956528810862,-0.14880438157835396,-0.08071778144078579,-0.07521999429675574,-0.1503188999850611,-0.07743036473839915,-0.07488827095136052,-0.07690420932813069,-0.05577947227580715,-0.08911410917323082,-0.11488642451786024,-0.08230478043972411,-0.07821576290183163,-0.13691852319048436,-0.12849744803360874,-0.1180203592518767,-0.12196355274111426,-0.12173671533209518,-0.10133256575491334,-0.0896488093358574,-0.05701767040885919,-0.11602829345111942
0.010267328893203587,0.00914167461624249,0.00612970333909324,0.009125471944169572,0.005983867306213142,0.011409185842237157,0.006259324715675252,0.011886733236287306,0.010607585006731757,0.008907167303283892,0.00702852020703526,0.0073687763205634305,0.007911134402904807,0.013473732235226077,0.009903200203662532,0.009910870107602499,0.0091902826324608,0.017125277627153324,0.016979453578498394,0.013522340251444387,0.01773243441356076,0.01504452856209193,0.015400987347693018,0.014275333070731477,0.017781054414003794,0.016631527561030257,0.013886468940984997,0.008826153942919746,0.012145975989451774
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02386667657701702,0.021183699437899328,0.013249222162083019,0.012232339906207201,0.015324762083957832,0.02480813811082161,0.022921149994124423,0.03071015475855665,0.035567006379638944,0.019960714079998,0.021706288342812297,0.04060298221564018,0.023208042750978652,0.023019490945801024,0.024996689915999237,0.016534261194098843,0.016571971555134457,0.025368430985183377,0.02276088095972373,0.02043079610085874,0.03421202836652659,0.031576195570290455,0.03904059721683284,0.027970612077885537,0.026111913123551656,0.02649308178299492,0.01706090236492619,0.016783443589917457,0.029119486988972376
