sns_1_Fast: [10, 15, 5, 7]
sns_2_Fast: [-43, -9, -4, -10]
sns_3_Fast: []
---
sns_1_Fast: [18, 10, 10, 13]
sns_2_Fast: [-41, -18, -1, -8]
sns_3_Fast: []
---
sns_1_Fast: [13, 13, 19, 13]
sns_2_Fast: [-49, -20, -10, -7]
sns_3_Fast: []
---
sns_1_Fast: [14, 21, 15, 7]
sns_2_Fast: [-37, -4, 0, -5]
sns_3_Fast: []
---
sns_1_Fast: [1, 8, 5, 10]
sns_2_Fast: [-32, -11, 0, -2]
sns_3_Fast: []
---
sns_1_Fast: [15, 20, 16, 15]
sns_2_Fast: [-34, 3, -1, -6]
sns_3_Fast: []
---
sns_1_Fast: [15, 14, 9, 13]
sns_2_Fast: [37, -12, -5, -7]
sns_3_Fast: []
---
sns_1_Fast: [18, 11, 19, 14]
sns_2_Fast: [52, -5, -2, -1]
sns_3_Fast: []
---
sns_1_Fast: [12, 7, 10, 7]
sns_2_Fast: [44, -13, -4, -6]
sns_3_Fast: []
---
sns_1_Fast: [17, 22, 22, 17]
sns_2_Fast: [-41, -8, -1, -1]
sns_3_Fast: []
---
sns_1_Fast: [16, 7, 9, 4]
sns_2_Fast: [-40, -8, -5, -4]
sns_3_Fast: []
---
sns_1_Fast: [16, 14, 15, 9]
sns_2_Fast: [-35, -2, -1, -2]
sns_3_Fast: []
---
sns_1_Fast: [5, 10, 10, 8]
sns_2_Fast: [-34, 4, -2, 2]
sns_3_Fast: []
---
sns_1_Fast: [12, 15, 13, 15]
sns_2_Fast: [-31, -4, 0, -5]
sns_3_Fast: []
---
sns_1_Fast: [3, 7, 9, 9]
sns_2_Fast: [-31, 0, -6, -10]
sns_3_Fast: []
---
sns_1_Fast: [21, 25, 17, 20]
sns_2_Fast: [43, -8, -1, -4]
sns_3_Fast: []
---
sns_1_Fast: [1, 3, 10, 12]
sns_2_Fast: [41, -10, -3, -3]
sns_3_Fast: []
---
sns_1_Fast: [17, 20, 18, 12]
sns_2_Fast: [55, -7, 2, -5]
sns_3_Fast: []
---
sns_1_Fast: [5, 17, 11, 11]
sns_2_Fast: [-31, -1, 0, -1]
sns_3_Fast: []
---
sns_1_Fast: [19, 19, 15, 14]
sns_2_Fast: [-38, -3, 1, -2]
sns_3_Fast: []
---
sns_1_Fast: [6, 16, 8, 11]
sns_2_Fast: [-47, -6, -5, -8]
sns_3_Fast: []
---
sns_1_Fast: [10, 14, 14, 16]
sns_2_Fast: [-29, -11, -1, -10]
sns_3_Fast: []
---
sns_1_Fast: [6, 12, 11, 12]
sns_2_Fast: [-33, -15, -2, -7]
sns_3_Fast: []
---
sns_1_Fast: [20, 14, 17, 10]
sns_2_Fast: [-27, -3, -4, -5]
sns_3_Fast: []
---
sns_1_Fast: [14, 9, 7, 15]
sns_2_Fast: [47, 3, -2, 1]
sns_3_Fast: []
---
sns_1_Fast: [13, 19, 16, 14]
sns_2_Fast: [53, 15, 3, -2]
sns_3_Fast: []
---
sns_1_Fast: [13, 15, 13, 12]
sns_2_Fast: [43, 2, 2, -1]
sns_3_Fast: []
---
sns_1_Fast: [19, 12, 10, 20]
sns_2_Fast: [-30, -5, 1, -4]
sns_3_Fast: []
---
sns_1_Fast: [13, 12, 10, 10]
sns_2_Fast: [-46, -15, -5, -4]
sns_3_Fast: []
---
sns_1_Fast: [15, 18, 24, 19]
sns_2_Fast: [-33, 0, -3, 1]
sns_3_Fast: []
---
sns_1_Fast: [9, 10, 8, 16]
sns_2_Fast: [-39, -8, -5, -1]
sns_3_Fast: []
---
sns_1_Fast: [18, 24, 21, 17]
sns_2_Fast: [-26, -6, 4, -4]
sns_3_Fast: []
---
sns_1_Fast: [15, 12, 11, 4]
sns_2_Fast: [-42, -19, -3, -6]
sns_3_Fast: []
---
sns_1_Fast: [15, 21, 14, 20]
sns_2_Fast: [55, -12, -4, -6]
sns_3_Fast: []
---
sns_1_Fast: [8, 13, 16, 3]
sns_2_Fast: [35, -7, -5, -4]
sns_3_Fast: []
---
sns_1_Fast: [16, 16, 18, 21]
sns_2_Fast: [49, -5, 0, -5]
sns_3_Fast: []
---
sns_1_Fast: [13, 15, 14, 16]
sns_2_Fast: [-37, -8, -5, -5]
sns_3_Fast: []
---
sns_1_Fast: [12, 18, 17, 17]
sns_2_Fast: [-26, -7, 3, -6]
sns_3_Fast: []
---
sns_1_Fast: [14, 13, 16, -2]
sns_2_Fast: [-50, -17, -6, -4]
sns_3_Fast: []
---
sns_1_Fast: [20, 24, 17, 17]
sns_2_Fast: [-40, 0, 4, 0]
sns_3_Fast: []
---
sns_1_Fast: [15, 13, 19, 11]
sns_2_Fast: [-38, 4, -2, -6]
sns_3_Fast: []
---
sns_1_Fast: [20, 17, 18, 13]
sns_2_Fast: [-12, 0, 3, 0]
sns_3_Fast: []
---
sns_1_Fast: [11, 20, 12, 2]
sns_2_Fast: [42, 7, -5, 1]
sns_3_Fast: []
---
sns_1_Fast: [18, 15, 16, 3]
sns_2_Fast: [58, -3, 5, 3]
sns_3_Fast: []
---
sns_1_Fast: [11, 9, 10, 5]
sns_2_Fast: [39, -15, -5, -3]
sns_3_Fast: []
---
sns_1_Fast: [17, 17, 15, 12]
sns_2_Fast: [-34, 1, 4, -7]
sns_3_Fast: []
---
sns_1_Fast: [11, 21, 17, 15]
sns_2_Fast: [-49, -9, -7, 1]
sns_3_Fast: []
---
sns_1_Fast: [15, 17, 16, 16]
sns_2_Fast: [-37, -7, 2, -4]
sns_3_Fast: []
---
sns_1_Fast: [13, 13, 17, 10]
sns_2_Fast: [-41, -8, -3, -4]
sns_3_Fast: []
---
sns_1_Fast: [26, 21, 28, 18]
sns_2_Fast: [-31, 0, -3, -8]
sns_3_Fast: []
---
sns_1_Fast: [20, 25, 17, 13]
sns_2_Fast: [-33, -12, -1, -4]
sns_3_Fast: []
---
sns_1_Fast: [20, 15, 18, 15]
sns_2_Fast: [56, -5, -2, -2]
sns_3_Fast: []
---
sns_1_Fast: [21, 15, 16, 12]
sns_2_Fast: [47, -12, -6, -7]
