1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
7771.2393,21068.78,12402.853,19576.875,7415.2666,20159.965,8818.642,11196.475,5421.9136,6352.3613,4665.329,8190.2617,2720.779,12849.522,18509.615,10124.814,8245.808,10140.691,8531.678,14241.875,8379.525,2387.9592,2397.0854,19501.148,21904.844,3720.6843,8761.418,11646.4375,10375.979,13101.126,3519.752,8570.8125,3316.2678,1956.8806,1550.145,2947.5544,7319.1055,6184.5547,3315.2786,5072.9277,7186.0107,7427.954,8612.583,3394.2178,8940.589,3722.8533,3426.857,7474.5845,6038.905,7687.909,3393.898,2449.2063
9563724.0,149962290.0,26806472.0,99779704.0,12354389.0,102590860.0,12200050.0,23385696.0,4515771.0,7571113.5,3565207.0,11275380.0,1044846.25,31576928.0,94737580.0,20038206.0,12139698.0,17419648.0,14970643.0,46014936.0,10086198.0,773622.56,854654.6,93531510.0,134625820.0,2375680.8,11804160.0,24056594.0,18553892.0,29990494.0,1928640.1,11870258.0,1877599.2,559261.75,295103.56,1205101.5,10142354.0,6469652.5,1550273.6,4110425.5,8269440.0,8994150.0,12215496.0,1742089.8,13806190.0,1815505.5,1689137.9,9330834.0,5697440.5,9683668.0,1732684.6,868349.1
-0.051001463,-0.14262097,-0.07938445,-0.085767016,-0.07447298,-0.089259654,-0.09450718,-0.21123363,-0.07829722,-0.14512303,-0.07371299,-0.3730996,-0.13302867,-0.19735847,-0.10043046,-0.10779729,-0.1501749,-0.23379935,-0.12475147,-0.21809635,-0.30519453,-0.12222152,-0.083961554,-0.052628648,-0.09965254,-0.14811264,-0.71568346,-0.12505707,-0.17339598,-0.24356973,-0.057733048,-0.14618891,-0.111543186,-0.07504732,-0.32694635,-0.08804678,-0.09364218,-0.02882015,-0.057153024,-0.10058699,-0.259742,-0.1667335,-0.16997297,-0.061099727,-0.33124533,-0.030586932,-0.11289107,-0.30178484,-0.09895534,-0.20222266,-0.26976022,-0.35642368
-5.082253,-5.063256,-5.095345,-5.097924,-5.0588574,-5.0762124,-5.0718074,-5.0495334,-5.057717,-5.053101,-5.0653014,-5.0811973,-5.102452,-5.0979857,-5.088035,-5.12025,-5.1219726,-5.0949807,-5.1130404,-5.1261353,-5.128383,-5.1281714,-5.0839543,-5.102265,-5.1346984,-5.1730094,-5.1469207,-5.1485457,-5.1308465,-5.1696706,-5.1796327,-5.191303,-5.210921,-5.214461,-5.209974,-5.267298,-5.2556844,-5.2233586,-5.2152953,-5.1883416,-5.230099,-5.2574124,-5.257344,-5.246161,-5.2166486,-5.21858,-5.2531667,-5.3005147,-5.32011,-5.3482194,-5.3687205,-5.353289
0.9919854449807746,0.8556355459163016,0.872456226167551,0.8806156036091914,0.8549694647330257,0.8836181661089191,0.9008444132946218,1.0620166755893614,0.8969062656547129,0.9028358209205949,0.9148443853492396,0.9563022970299209,0.5599923271892325,0.9323582095508065,0.9546180377634508,0.8665539209542954,1.0938971770210988,1.0025387067706881,0.9868471713117828,0.9313547333860397,0.8883748453983453,0.6290434923311856,0.7515513947320411,0.9325702168330974,0.9485583190159499,0.8260345909831568,1.020216031288015,0.9958467118880152,1.0351634811174655,1.0096089248923958,0.7535855971142011,0.9398204164020505,0.7881558004758187,0.41348499441887654,0.4770397022104049,0.6655111795978672,0.8588616337618018,0.9943618181268443,0.5238658742585353,0.8760866635912019,0.9092490412099019,1.0068543285072913,1.2046987939276013,0.6666174755488337,1.0294165292970197,0.6098548667851942,0.5910663768916896,1.0351156296504822,1.0295715081186592,0.9323655136886237,0.7278563970810601,0.6634757598594043
0.08821900198800225,0.36361571254185265,0.20328726545061393,0.3007117285156251,0.23243789219447553,0.30531445905412946,0.1610955688476563,0.2002187784249443,0.10816416765485493,0.20098590018136175,0.059835497000558235,0.21249272652762285,0.05446564470563631,0.2661912494768416,0.30224597202845993,0.19868453491210936,0.14115040318080363,0.27079398001534605,0.18794483032226572,0.44493061872209827,0.2677254929896764,0.10586280238560275,0.03835608782087074,0.3198897724260603,0.44876622750418527,0.04756154889787956,0.10279431535993311,0.19178043910435283,0.16723254289899558,0.22246530936104925,0.05753413173130595,0.12580796805245542,0.03989033133370534,0.07134232334681934,0.04602730538504474,0.07517793212890633,0.1649311776297434,0.134246307373047,0.08131490618024573,0.08975324550083708,0.1319449421037947,0.13117782034737724,0.296876119733538,0.06827383632114958,0.18104073451450897,0.08898612374441972,0.08208202793666308,0.12734221156529024,0.09205461077008947,0.19945165666852682,0.10356143711635057,0.05523276646205366
0.8992646944585667,0.7824672055160877,0.7877057499069533,0.7958351769665191,0.7805237477315483,0.8041343006507526,0.805664146881115,0.8991188704099118,0.8359305465654563,0.8269833159983118,0.846521054051697,0.8709741579029107,0.4380901484748154,0.8563756462391416,0.8833384265490234,0.7668564582798667,0.8969084999682684,0.8991674784261301,0.897005716000705,0.8694033615760448,0.7604189041713911,0.6155415134102014,0.6703249527856294,0.8195506038378753,0.8861559657612998,0.7499170799494537,0.8978797854442164,0.8988843630969532,0.8971191347052145,0.8986251203437892,0.6624547684792277,0.8304413041737839,0.7179749980018704,0.4324627279699782,0.4623726688687184,0.5997039287649617,0.7739813076866957,0.8722780415726721,0.4423974586693684,0.8010165685888087,0.7836653403852796,0.8979369382127929,0.8974755934908152,0.5679801514582645,0.8989005657690261,0.5256982720094712,0.5314877072508115,0.8920988949552342,0.8983820802626972,0.8566911549282392,0.6312170713347136,0.595388073818051
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005919056617922358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035304567834781864,0.0074975228487277334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011341870450909397
-0.08842593902645923,-0.2352953955884063,-0.18843074853559827,-0.22923904768996195,-0.14263461497540053,-0.1827223266546225,-0.06985948644902251,-0.19306978207554693,-0.05121290734386452,-0.09579382851438023,-0.015853787317312573,-0.12584193554206013,-0.05534200012984236,-0.1819931944271227,-0.2643713303074957,-0.14759004403708875,-0.13937959163293456,-0.11844929862970854,-0.134667202652337,-0.21675369043540016,-0.08377836073415335,0.0,-0.0019349130321817398,-0.24378128143357358,-0.26193412245683323,-0.0032874167023866363,-0.08389177943866244,-0.149832819822878,-0.13191448611257695,-0.17144363703738552,-0.005206139046720182,-0.07057241600444897,-0.004170030898255739,0.0,0.0,-0.05980367912540796,-0.09007774871368923,-0.031124278440005426,-0.05250825824549299,-0.0059915372101535525,-0.09282280733373405,-0.09948632400281099,-0.10108952567382179,-0.05513989816102871,-0.10796366509561928,-0.059002078289902116,-0.053261251064780524,-0.06628129649774372,-0.05771439729221317,-0.05211172421180699,-0.049723124377362815,-0.0005909660985601306
